candidate_id	similarity	score
6173	0.009403059748533301	1
6174	0.06483086940031108	2
6175	0.03766037347999146	1
6176	0.05713697534110315	1
6177	0.15757331966278704	2
6178	0.07374707368781037	3
6179	0.0003059487115873908	2
6180	0.15476074285573002	3
6181	0.11264123916521	3
6182	0.14995051847311525	3
6183	0.11490988104753376	3
6184	0.03966847198764666	1
6185	0.07464322648544854	2
6186	0.020465526619188764	2
6187	0.0034404653088595453	1
6188	3.5291534887562906e-06	0
6189	0.01765717042859605	1
6190	0.18199894313195594	2
6191	0.12605365032186747	2
6192	0.16643010180400014	3
6193	0.044259474002515405	1
6194	0.14374443834926165	3
6195	0.11321996007056682	3
6196	0.061980742953278	1
6197	0.11175064960912108	2
6198	0.1540219242105139	3
6199	0.012160810348051896	2
6200	0.1587603971707738	0
6201	0.00299203980661455	2
6202	0.005919899915158616	1
6203	0.15895540246627982	3
6204	0.1805030569150147	1
6205	0.004808451785148598	2
6206	0.017302396556071912	0
6207	0.0001700287797898144	0
6208	0.1570436583183934	3
6209	0.049561027239866426	2
6210	0.1077487457466733	2
6211	0.04657771947118134	1
6212	0.08396847173503763	2
6213	0.011740673042370737	1
6214	0.05951876126908501	1
6215	0.018278990529646703	1
6216	0.1313673441388701	2
6217	0.004329129292588794	1
6218	0.09071540182845626	2
6219	0.11247495109563264	2
6220	0.147290617357495	2
6221	0.10873579913742587	2
6222	0.06126408213230436	2
6223	0.16490110710561298	3
6224	0.009687018351708553	2
6225	0.13796261213670558	3
6226	0.06365243460450638	3
6227	0.03138192621575389	1
6228	0.1719628108269862	3
6229	0.0020052640000420368	1
6230	0.0015357161650201157	1
6231	0.05705772881583336	2
6232	0.1150613244379405	1
6233	2.53958777825698e-05	2
6234	0.04454509996875363	1
6235	0.00048264810741245444	1
6236	0.133498816635607	2
6237	0.16241087862958153	2
6238	0.0003533260301809392	0
6239	0.11339160809240023	2
6240	0.10203870515829332	3
6241	0.0099792543076524	1
6242	6.040396498974885e-07	1
6243	0.12927102428290094	2
6244	0.06828908850901837	1
6245	0.1208669201014405	3
6246	0.12278547030056651	1
6247	0.135999676281968	3
6248	0.03772239287971329	1
6249	0.17131189878112113	3
6250	0.13599380489812704	3
6251	0.03127142240708913	1
6252	0.016999427699932904	1
6253	0.16858772867958785	3
6254	0.17601497970869287	3
6255	0.010231072012432854	1
6256	0.0033711355707131056	1
6257	0.00013646008280484293	1
6258	0.00047196534298941234	1
6259	0.026648276492118792	3
6260	0.03605795648421863	2
6261	0.04276719611098144	1
6262	0.15793262472923023	3
6263	0.1622030228452436	3
6264	0.1395703325784628	3
6265	0.07395238683837334	2
6266	0.006089858146034435	1
6267	0.18927426124289937	3
6268	0.18511522481048193	3
6269	0.006761021414684443	1
6270	0.1541058971696316	3
6271	0.03180230785127961	2
6272	0.10854612437963963	2
6273	0.0670488331006955	1
6274	0.05938808452227391	1
6275	0.0022041560359679024	1
6276	0.14511601971767368	3
6277	0.00034817832489731065	1
6278	0.01946843896139449	1
6279	0.09486244656594857	2
6280	0.02687991839347759	3
6281	0.1580495512751275	1
6282	0.16778644786176106	3
6283	0.005509777716229991	1
6284	0.1580597282777638	3
6285	0.08160627603333619	2
6286	0.16194216883815626	3
6287	0.12273948783464349	3
6288	0.04851903738016803	2
6289	0.02460770750916253	2
6290	0.03125899329946559	1
6291	0.06893435303673508	2
6292	0.15059050276331307	3
6293	0.10800529715734794	2
6294	0.1379723043847055	1
6295	0.00618908700709084	2
6296	0.009449442456216832	0
6297	0.051873168538300034	1
6298	0.01621521684802826	1
6299	0.08787743576618039	2
6300	0.14551589514724952	3
6301	0.21070803220789994	3
6302	0.07705215247492217	2
6303	0.007228630881306565	1
6304	0.025091649038250525	1
6305	0.1442834064278003	3
6306	0.025412311761361498	1
6307	0.11617031288910219	2
6308	0.1564872722915929	3
6309	0.0066215439858969575	1
6310	0.14013995696476722	3
6311	0.04092470034267271	2
6312	0.13135152733573077	2
6313	0.14796958540816593	3
6314	0.008595323588372667	1
6315	0.03789494396776187	2
6316	0.1098440601920589	1
6317	0.1791236496692296	2
6318	0.03141727968464665	1
6319	0.10423727322700461	1
6320	0.02027334076779342	1
6321	0.01866376795081441	1
6322	0.03772239287971329	2
6323	0.021965571520361146	1
6324	7.139612989940318e-05	1
6325	0.04351098789047861	2
6326	0.002874337455244019	1
6327	0.1330757080501045	2
6328	0.09692025607815101	2
6329	0.10153778883915383	2
6330	0.12918800243155942	3
6331	0.17648320495268546	3
6332	3.537920423976645e-05	3
6333	0.09986495224737629	3
6334	0.07712725222407014	2
6335	0.0885504944152382	3
6336	0.15328412679464976	3
6337	0.06874984969519439	2
6338	0.12801750416830104	2
6339	0.0745827716808608	2
6340	0.14535567936106553	3
6341	0.09358986426080408	2
6342	0.01341420055633538	1
6343	0.09976051655563234	1
6344	0.07158449229962584	2
6345	0.09460783591025869	2
6346	0.06200734908515308	2
6347	0.04746472386337206	3
6348	0.055904939946237985	1
6349	0.16616239647518258	3
6350	0.10850791915842238	2
6351	0.09890672891531975	3
6352	0.13747227570876075	2
6353	0.13935077958894657	3
6354	0.025412311761361498	1
6355	0.11214694509220875	2
6356	0.007991343120626899	1
6357	0.0007749834358045205	2
6358	0.024283494384728956	2
6359	9.207843333908015e-05	1
6360	0.10404589544566077	2
6361	0.10186233243693693	2
6362	0.051165606732505316	1
6363	0.1472899021391106	3
6364	0.12506887294034774	3
6365	0.03507892231670628	2
6366	0.15749374669932775	3
6367	0.04479602176037475	2
6368	0.015697432706103596	1
6369	0.022430836415970715	1
6370	0.0009214651169660027	0
6371	0.16835975882055212	3
6372	0.03616705067024468	2
6373	0.015204594638845843	2
6374	0.11981814333865497	2
6375	0.03113604229988864	1
6376	0.08726389646468789	2
6377	0.18919622821681079	3
6378	0.18507943338445687	3
6379	0.16560865070927216	3
6380	0.058134612787156155	1
6381	0.12984863328630106	3
6382	0.006222491807558296	1
6383	0.07454463137761971	2
6384	0.1565142442043469	3
6385	0.08290953104465203	2
6386	0.12545636822828468	2
6387	0.16197368640881996	3
6388	0.16216649744490047	3
6389	0.11901093876104435	2
6390	0.042873462502048085	2
6391	0.024514182721252362	1
6392	0.18835582534162393	3
6393	0.02654832121686239	1
6394	2.737808691800668e-10	1
6395	0.05124956374808159	2
6396	0.1763433150557719	3
6397	0.04710199415392533	2
6398	0.06668668834018944	2
6399	0.01792324829238799	2
6400	0.06352737565102715	2
6401	0.02024230080689571	2
6402	0.03683777944676131	2
6403	0.0001620349844479866	0
6404	0.08061600027866196	1
6405	0.07045312792610538	3
6406	0.11507274805144266	2
6407	0.03946616266747766	2
6408	0.17483167038571423	3
6409	0.025568214895692363	2
6410	0.19028891019202818	3
6411	0.0005725836193373645	1
6412	0.12747937038843513	1
6413	0.043447028362308064	2
6414	0.023148134274561444	1
6415	0.06254663202761007	2
6416	0.0020325527761987598	1
6417	0.16591130782914482	3
6418	0.0916087608059495	2
6419	0.1803267488494287	3
6420	0.013977373837844233	1
6421	0.015830526621405716	1
6422	2.0353772572973707e-05	1
6423	0.07648159585873507	3
6424	0.09917748908706761	2
6425	0.01782878216101384	2
6426	0.0638802381153402	2
6427	0.04694956891019974	1
6428	0.014329333444716062	2
6429	0.025787409323975215	1
6430	0.027399154088114594	1
6431	0.021174390067540152	1
6432	0.14958896846048778	3
6433	0.12581167248040173	2
6434	0.09140263256905301	2
6435	0.0042956523625575635	1
6436	0.042656604436465004	2
6437	0.03155231657365168	2
6438	0.034182799598585285	1
6439	0.0760643584206247	1
6440	0.03017749588071747	1
6441	0.12680596830717944	3
6442	0.01671807729964941	1
6443	0.14229755538401595	2
6444	0.11809918887537829	3
6445	0.1500407513750228	3
6446	0.12492198215861372	3
6447	0.09036503351808381	2
6448	0.09581595778914437	2
6449	6.146716540205459e-10	0
6450	0.08919688304213048	2
6451	0.00849368375031445	1
6452	0.020251248446898205	1
6453	0.09822244204499624	1
6454	0.00029234920999209724	2
6455	0.18220622649374824	3
6456	0.00407292028709608	1
6457	0.13530484742434323	2
6458	0.030712792265104684	1
6459	0.027056403918283182	2
6460	0.1450514508368475	2
6461	0.025916845724902084	2
6462	0.03789494396776187	3
6463	0.07188807856321507	3
6464	0.02131317212421082	1
6465	0.04684601014020814	2
6466	0.093650513192386	2
6467	0.0434820498103538	1
6468	0.03247083661777751	2
6469	0.045199660652489544	1
6470	0.10083342437503587	2
6471	0.04011181419968461	1
6472	0.15936421172795143	3
6473	0.023906725640307398	2
6474	0.1668040225908785	2
6475	0.00866760045855899	1
6476	0.1382975712755345	3
6477	0.04277511250912352	2
6478	0.1681109448123793	3
6479	0.0002343193082326258	0
6480	0.14577241491653048	2
6481	0.0016553290241903224	1
6482	0.0020893462897748063	1
6483	0.13321138285660666	3
6484	0.15917329350500745	3
6485	0.16340921471095707	3
6486	0.058120543426346	2
6487	0.1384708154748378	3
6488	0.03939180651153421	1
6489	0.07993185836962374	2
6490	0.005084885612042887	1
6491	0.15927407498476712	3
6492	0.056724567829518124	2
6493	0.06875421331172815	2
6494	0.019355518904554895	3
6495	0.0217261104358516	2
6496	0.02460770750916253	1
6497	0.07454463137761971	2
6498	0.039468377880407954	2
6499	0.01809315589529845	1
6500	0.044185585405454336	2
6501	0.021711721678092984	1
6502	0.09644839271916626	2
6503	0.035177177094346194	2
6504	0.06876170501984566	1
6505	0.11815716540795623	3
6506	0.005449612837839364	1
6507	0.1528126766094951	3
6508	0.08147890772931807	2
6509	0.032832959020931925	1
6510	0.026688126998385766	2
6511	0.07047588394725819	2
6512	0.1973037304370645	3
6513	0.03307697932657491	2
6514	0.021624350336988837	1
6515	0.045199660652489544	1
6516	0.1635009626225634	3
6517	0.013048174814799515	1
6518	0.015610068939808536	1
6519	0.1517407896382503	2
6520	0.1626587936618624	2
6521	0.07782799293194934	2
6522	0.048172237111653325	2
6523	0.08104626193797247	2
6524	0.04514496787614984	2
6525	0.02535947731404893	2
6526	0.010084504395842245	1
6527	0.0778323864830671	2
6528	0.02451815450574497	2
6529	0.12396577261396777	2
6530	0.1463010062687852	3
6531	0.0032328471876629595	1
6532	0.16208727665865988	3
6533	0.07241823323563508	2
6534	0.02248583679905882	1
6535	0.13107803597613799	2
6536	0.09473722616369765	2
6537	0.014546947383538492	1
6538	0.02733143080370252	0
6539	0.002028746351974249	1
6540	0.013201398976896025	2
6541	0.09281873054220881	2
6542	0.12560510124104937	2
6543	0.1298553147854694	3
6544	0.0400205172590911	2
6545	0.0034239642765808336	1
6546	0.014518121406082829	1
6547	0.0024181851279497383	2
6548	0.017607503246522715	1
6549	0.17779768625389977	1
6550	0.0016872435847550143	1
6551	0.09443529157194831	2
6552	0.008107257627987276	1
6553	0.1465591421436482	2
6554	0.15614362009593663	3
6555	0.011685370509078715	1
6556	0.03391321872209508	1
6557	0.06332319143062172	1
6558	0.024909084749099076	1
6559	0.02974465299843902	2
6560	0.017827944091264265	1
6561	0.15082000285517927	2
6562	0.043758140185982584	1
6563	0.17207580941182388	3
6564	0.11680517622337284	3
6565	0.14498041407537987	1
6566	0.12471408411804774	3
6567	0.08936271829904102	1
6568	0.008900507506333631	1
6569	0.035524084483328396	1
6570	0.09244272587575357	2
6571	0.13950560106655746	2
6572	0.14032645031971172	3
6573	0.016264735983117302	1
6575	0.18807051388922427	3
6576	0.07696324809017362	2
6577	0.03430467394095605	1
6578	0.05835478863799721	3
6579	0.116453882840762	2
6580	0.10987926680792792	2
6581	0.02491442014817031	1
6582	0.1372421750969391	2
6583	0.030845969058280243	2
6584	0.14415375106605863	3
6585	0.0005151954611063551	0
6586	0.09769862572355642	2
6587	0.053511929892827444	1
6588	0.0009404079450132926	0
6589	0.0363452935936954	1
6590	0.041104952721169305	2
6591	0.0412843325965113	1
6592	0.11572184678547728	3
6593	0.06175844768237881	2
6594	0.04639451532534934	1
6595	0.041351943225212094	1
6596	0.10869082921002915	2
6597	0.13566534207952485	3
6598	0.000503364502990517	1
6599	0.09683711223639566	3
6600	0.10301158973737393	3
6601	0.10771786417097959	2
6602	0.03463548713060364	1
6603	0.026008340734152962	1
6604	0.005447451909874577	2
6605	0.002618423709308962	1
6606	0.033554993950183215	2
6607	0.043234262418585905	2
6608	0.025319542756866174	2
6609	0.034694189834930396	2
6610	0.006969928084153972	1
6611	0.012059690348306354	1
6612	0.0029004239892421613	1
6613	0.012380505526723954	1
6614	0.0003232109322907345	1
6615	0.07355331720597835	3
6616	0.0002583996749693835	0
6617	0.11057376695848617	2
6618	0.022134154987122845	2
6619	0.13359203749194956	3
6620	0.01042871846333	1
6621	0.02356531442448096	1
6622	0.01471966745104209	1
6623	0.1519575323091638	2
6624	0.041150827861541506	1
6625	0.0436868886123733	2
6626	0.044103110228921966	2
6627	0.10651898650974205	2
6628	0.004348875208492296	1
6629	0.021775244457459434	1
6630	0.0010916455404435072	1
6631	0.09381632635310447	2
6632	0.035243239654659336	2
6633	0.16500551155212698	3
6634	0.024587932532325198	1
6635	0.060304316110780576	2
6636	0.16035284051580448	3
6637	0.16260044145723884	3
6638	0.06300878902483475	2
6639	0.07288928963910254	2
6640	0.02456610868380516	1
6641	0.015585751890666367	1
6642	0.029889717991163554	1
6643	0.1364794278861562	2
6644	0.044891112512817834	1
6645	0.14629300278124147	3
6646	0.11426187594588752	3
6647	0.009268522591539749	1
6648	0.063018774199513	2
6649	0.0004989403433177663	1
6650	0.02616516858071376	1
6651	0.15118900602886207	3
6652	0.14472983310718587	1
6653	0.08643392270167635	1
6654	0.14421428085403692	1
6655	0.12896701555816661	3
6656	0.023011618890373425	0
6657	0.16957754230808064	3
6658	0.04808763238140964	2
6659	0.09766792743999365	2
6660	0.1776180221248287	1
6661	0.14218443797366861	3
6662	0.09847180843723384	2
6663	0.058471740937443846	2
6664	0.07802972660311808	2
6665	0.0834212519723756	2
6666	0.08339393021468483	2
6667	0.022317667063835277	1
6668	0.009341648538656218	1
6669	0.06455960522786512	3
6670	0.0004571064538825557	1
6671	0.008033003961128405	1
6672	0.1433193339728283	3
6673	0.0036272776919246074	0
6674	0.003169425214664567	0
6675	0.060389683214345215	2
6676	0.111209640988088	2
6677	0.16151504310934708	3
6678	0.07125218465865511	2
6679	0.12821142875172192	2
6680	0.14995488232760798	3
6681	0.09631743845812751	2
6682	0.15844025098599754	3
6683	0.12563971916691719	1
6684	0.04654898341039433	1
6685	0.03551259319075272	2
6686	0.033505205636908134	3
6687	0.12286750833170075	2
6688	0.006089858146034435	1
6689	0.006325192223694862	1
6690	0.0736210083353416	3
6691	0.03918338900355786	1
6692	0.08887260554287528	2
6693	0.0934775616102463	2
6694	0.13905591028731154	3
6695	0.042890737518195506	1
6696	0.1469393755618625	3
6697	0.08188608480994157	2
6698	0.04430368321683061	2
6699	0.1217379695996298	3
6700	0.09561112990293011	2
6701	0.16590300301169184	3
6702	7.018210106753745e-05	1
6703	0.017645325056283453	1
6704	0.09122986359529285	2
6705	0.14961825954086294	3
6706	0.12810603930040174	2
6707	0.1389574080012814	3
6708	0.00011251541059898015	1
6709	0.14252634244735865	2
6710	2.68991769135177e-06	2
6711	0.054686271110130046	2
6712	0.12780107136282687	3
6713	0.05159238930501173	2
6714	0.09286832180579253	2
6715	2.13421494013086e-08	2
6716	0.1714702792955038	3
6717	0.12573224411565462	2
6718	0.039631174087940806	1
6719	0.007060830646135152	1
6720	0.001905784045501203	1
6721	0.10726897831747477	2
6722	0.013853994213618822	1
6723	0.05143106025797394	1
6724	0.059059847158856135	1
6725	0.011200798173639663	1
6726	0.09287764562319797	3
6727	0.15778568282136993	3
6728	0.06036995200115856	2
6729	0.0473580967428627	1
6730	0.1063733494373907	2
6731	0.0002734224755436037	1
6732	0.12849875159430288	2
6733	0.19776274761326285	3
6734	0.0011652606089945195	0
6735	0.1328303523344831	3
6736	0.0647861577745956	2
6737	0.02555079545875252	1
6738	0.04013513705062337	1
6739	0.11020690779453801	1
6740	0.13086153500937475	3
6741	0.17845390337178932	3
6742	0.12686861233138597	2
6743	0.03110021486988249	1
6744	0.14243590764476755	2
6745	0.07951775219745252	2
6746	0.0017299924547490638	1
6747	0.07964251975602878	2
6748	0.16546352456651314	3
6749	0.0745827716808608	2
6750	0.0011828730479461539	1
6751	0.17847873586805463	3
6752	0.09968142758698728	2
6753	0.013087445213839234	1
6754	0.019593004996571677	1
6755	0.05818290063079186	3
6756	0.06354147584575974	1
6757	0.13232707090701804	2
6758	0.1127992650284086	3
6759	0.0067735779565325374	1
6760	0.11315220806333132	3
6761	0.07145316010565807	1
6762	0.1719197121288466	3
6763	0.08657999305143785	2
6764	0.12073899386534379	3
6765	0.1175564914754338	3
6766	0.01076829575051385	1
6767	0.1250380245822188	2
6768	0.00960984396118832	1
6769	0.08851548810316236	1
6770	0.1664239378415951	2
6771	0.14037579861813737	2
6772	0.129391072133893	1
6773	0.055948203475099954	1
6774	0.03015023090372909	1
6775	0.07949956449883253	2
6776	0.010003746507502628	1
6777	0.04310035440854498	1
6778	0.042797877094863435	1
6779	0.14868024735676108	3
6780	0.1484391166576469	3
6781	0.18209203048016184	2
6782	0.02380072941411571	0
6783	0.0919842769857017	2
6784	0.024232241803237797	1
6785	0.009828470263705844	1
6786	0.17703109462062327	1
6787	0.05522723733135605	2
6788	0.03293129231657614	1
6789	0.12580170424520842	3
6790	0.058206841200439646	2
6791	0.11871371082922409	2
6792	0.0983480071335366	2
6793	0.007001978109319006	1
6794	0.03307891597621055	3
6795	0.025137359942513544	1
6796	0.001607154615073303	1
6797	0.024194398630693625	2
6798	0.14050690175151154	3
6799	0.008064238864541823	3
6800	0.12940324876503292	3
6801	0.006222491807558296	1
6802	0.08897910168756117	2
6803	0.05141422565118767	2
6804	0.12622702463651886	3
6805	0.16468630749001048	3
6806	0.09056602915942392	2
6807	0.05588032015121696	1
6808	0.13824899461419324	1
6809	0.1258521733270902	3
6810	0.11994799662646288	3
6811	0.17212914581450922	3
6812	0.02250628792862308	1
6813	0.0434392473969711	1
6814	0.04561421384671994	2
6815	0.16196638749282796	2
6816	0.15075703645474942	3
6817	0.04206410149174339	1
6818	0.13330675556740612	3
6819	0.010032309873089477	1
6820	0.022417436730159675	1
6821	0.0014857332542258632	1
6822	0.15547078560163746	3
6823	0.018597005250268455	1
6824	0.0069210167793774344	1
6825	0.14019811703652282	3
6826	0.0955199437881866	2
6827	0.04231846442767254	2
6828	0.020995687255315854	1
6829	0.024604793502110287	1
6830	0.09661721536118408	2
6831	0.13469888467595678	3
6832	0.04951147981465705	2
6833	0.04112390122481534	1
6834	0.020551456191051913	1
6835	0.0036824818070049403	1
6836	0.12438604277517622	2
6837	0.08627598579535613	1
6838	0.14628588787439603	2
6839	0.05707582032623374	1
6840	0.14010428744731848	2
6841	0.01157773918462252	1
6842	0.025018203061033858	1
6843	0.09683707978447945	1
6844	0.11555367101869311	1
6845	0.16096927211477086	3
6846	0.02454712379213139	1
6847	0.06780465571542567	1
6848	0.09017217837501831	2
6849	0.1794102149237781	3
6850	0.05007146159237727	2
6851	0.08611720316951431	2
6852	0.1319183204127975	3
6853	0.1165389731281093	3
6854	0.12420419882934408	2
6855	0.0318342420568023	2
6856	0.029319796127528275	1
6857	0.13785208966009838	2
6858	0.07140650765985437	3
6859	0.04952730909176692	2
6860	0.13006693189646265	2
6861	0.02673704477867798	1
6862	0.014962984223239367	2
6863	0.15596399033765806	3
6864	1.7490110146875084e-05	0
6865	0.01762038914052763	2
6866	0.11520205371076542	2
6867	0.03558733568246118	2
6868	0.09833068661797102	2
6869	0.1082548399855887	1
6870	0.07223560347480255	2
6871	0.12918800243155942	2
6872	0.19177169308577452	3
6873	0.08548058793950648	2
6874	0.024084247778938743	2
6875	0.01693064397946124	1
6876	0.08009932607639776	2
6877	0.1223284800815788	2
6878	0.07461188973393405	2
6879	0.09288934175175882	3
6880	0.14660915199438163	2
6881	0.08843245703634385	2
6882	0.04200380717982975	2
6883	0.025945473796179706	1
6884	0.06437567313546393	2
6885	0.002834477497793398	1
6886	0.14799559700248432	2
6887	0.006563522347585312	1
6888	0.17713153727372252	2
6889	0.08793245330435749	2
6890	0.03150568164146323	2
6891	0.03599180983997746	1
6892	0.03874860850293116	1
6893	0.04349075369408993	2
6894	0.12062758865088029	2
6895	0.09721233286460361	2
6896	0.07498580915653079	3
6897	0.12009234846554499	2
6898	0.11965283525915803	3
6899	0.13509959794344492	3
6900	0.06292658951662174	2
6901	0.05761975548209398	2
6902	0.021442918736506254	1
6903	0.18721642952114437	2
6904	0.18330813256187706	3
6905	0.014210037975851731	1
6907	0.0018321838946509922	1
6908	0.10580715023282969	2
6909	0.0142303467356041	1
6910	0.11862616797873304	2
6911	0.05864132236135817	1
6912	0.1395591525621376	2
6913	0.08898411695825324	2
6914	0.006767890018446362	1
6915	0.1553168189706236	3
6916	0.01400526386059787	1
6917	0.11413362579898566	3
6918	0.040350393014416744	1
6919	0.14941435823626922	3
6920	0.15133355571695137	2
6921	0.1533267711111241	3
6922	0.024085814751508818	1
6923	0.0947127252064589	3
6924	0.12242818586491136	2
6925	0.023580997038234755	1
6926	0.21227303648529178	3
6927	0.05435383620851525	1
6928	0.013099863404561589	0
6929	0.08573307992802673	2
6930	0.18958506509855477	2
6931	0.16197801873341366	3
6932	0.08507515372026138	2
6933	0.1022516339895083	3
6934	0.02971633049562325	1
6935	0.05251096687175871	2
6936	0.088659868510425	2
6937	0.10201064501016852	2
6938	0.07065533420693358	2
6939	0.07031400100142987	2
6940	0.13176335547435594	3
6941	0.12542702090980548	2
6942	0.058768268886553676	2
6943	0.07935717026349703	1
6944	0.16512785182113723	3
6945	0.10294313280282481	2
6946	0.10048177891408741	3
6947	0.023257422089396074	1
6948	5.883550713571682e-05	1
6949	0.12300305741678912	3
6950	0.03619945582598593	1
6951	4.926742773553886e-05	0
6952	0.03572419417900554	1
6953	0.04129632999748566	1
6954	4.563014486334447e-10	1
6955	0.05876516024207892	2
6956	0.0009980205173158035	2
6957	0.12674815168374665	3
6958	0.09058859975406536	3
6959	0.0965105197078931	2
6960	0.06591274851788316	2
6961	0.15200123108854438	3
6962	0.005145053388496814	1
6963	0.06215590575475055	2
6964	0.055595200343624446	2
6965	0.15157484529070236	3
6966	0.011625617984435822	1
6967	0.15730582555228592	3
6968	0.1546387876209772	3
6969	0.12753825053597223	2
6970	0.10154582285311173	2
6971	0.08520456188643291	2
6972	0.10725763097657535	2
