cand id	BERTScore_F1	BERTScore_P	BERTScore_R	bert_s+wms	bert_sms	bert_wms	BLEU	elmo_s+wms	elmo_sms	elmo_wms	glove_s+wms	glove_sms	glove_wms	ROUGE-1	ROUGE-2	ROUGE-L	SentBERT	score
6402	0.8490692	0.8707418	0.82844925	1.04E-05	0.000128957	8.31E-07	0.036837779	2.84E-06	0.000113493	7.04E-08	0.016336021	0.057822196	0.00454228	0.226148406	0.028469747	0.177339898	4.35E-10	2
6404	0.819931	0.8209761	0.8188884	1.20E-05	0.000198935	7.23E-07	0.080616	3.09E-06	0.000219594	4.34E-08	0.019462556	0.082464958	0.004576007	0.272151894	0.025477703	0.183486234	5.18E-10	1
6405	0.83596134	0.8518738	0.8206325	7.33E-06	0.000141395	3.80E-07	0.070453128	4.77E-06	0.000331164	6.87E-08	0.019496473	0.084267446	0.004509668	0.234920631	0.012779548	0.156682023	8.55E-10	3
6406	0.8138183	0.81276596	0.81487316	9.33E-06	0.000132987	6.47E-07	0.115072748	3.64E-06	0.000217119	6.09E-08	0.016219091	0.067877861	0.003810832	0.251396643	0.01123595	0.206611566	2.87E-10	2
6408	0.8239187	0.8157753	0.8322262	1.63E-05	0.000220005	1.20E-06	0.17483167	5.94E-06	0.000308809	1.13E-07	0.022998556	0.087916596	0.005877547	0.296983754	0.032634028	0.193979928	7.41E-10	3
6409	0.83054686	0.8412714	0.8200924	1.21E-05	0.000187065	7.78E-07	0.025568215	4.56E-06	0.000284322	7.30E-08	0.016318893	0.077313574	0.003440498	0.164285711	0.014388486	0.147783247	3.93E-10	2
6410	0.8284754	0.8199617	0.8371676	1.31E-05	0.000212428	8.02E-07	0.19028891	7.74E-06	0.000611796	9.78E-08	0.025398481	0.105863197	0.006084932	0.336322865	0.027027022	0.209836061	3.44E-10	3
6412	0.8068052	0.80581754	0.8077952	1.06E-05	0.000164318	6.88E-07	0.12747937	3.46E-06	0.000237547	5.05E-08	0.017362444	0.0837237	0.003553635	0.259351616	0.015037589	0.189655168	1.34E-10	1
6414	0.82544506	0.8375796	0.813657	6.42E-06	0.000104987	3.82E-07	0.023148134	2.09E-06	0.000118129	3.51E-08	0.014570679	0.068774035	0.002900197	0.155477028	0.014234872	0.118226597	1.48E-10	1
6415	0.8309385	0.8354155	0.82650924	1.31E-05	0.000217087	7.88E-07	0.062546632	3.45E-06	0.000269293	4.42E-08	0.020151729	0.089162457	0.0045496	0.197452225	0.019230765	0.162393158	2.06E-10	2
6417	0.82375616	0.8157162	0.83195615	1.46E-05	0.000222096	9.49E-07	0.165911308	8.59E-06	0.000740805	9.95E-08	0.024141537	0.115184612	0.005058545	0.283367552	0.041237108	0.181208049	3.41E-10	3
6418	0.8246032	0.8221241	0.8270971	1.16E-05	0.000213584	6.26E-07	0.091608761	4.12E-06	0.000314582	5.38E-08	0.016329167	0.079986473	0.003333584	0.224089631	0.016901404	0.168582371	2.56E-10	2
6419	0.84091556	0.84184515	0.839988	1.96E-05	0.000351719	1.09E-06	0.180326749	7.44E-06	0.000487928	1.14E-07	0.025003045	0.102376798	0.006100757	0.328571424	0.02392344	0.219081267	5.12E-10	3
6424	0.8359556	0.84702766	0.82516927	1.30E-05	0.000207128	8.16E-07	0.099177489	4.49E-06	0.00032247	6.23E-08	0.017709751	0.079535062	0.0039351	0.244186042	0.017543855	0.1787234	2.57E-10	2
6426	0.8432346	0.8547528	0.83202267	1.17E-05	0.000168271	8.06E-07	0.063880238	3.94E-06	0.000198867	7.78E-08	0.018694609	0.071646421	0.004859015	0.171617158	0.039867105	0.167441856	8.73E-10	2
6427	0.8194441	0.8256928	0.81328946	7.03E-06	0.000152046	3.25E-07	0.046949569	2.50E-06	0.000197929	3.16E-08	0.016293288	0.079593849	0.003331158	0.186046507	0.020066886	0.142180091	5.49E-11	1
6429	0.81017107	0.8147725	0.8056214	5.72E-06	9.30E-05	3.48E-07	0.025787409	2.18E-06	0.000169738	2.79E-08	0.015676703	0.073727481	0.00330987	0.130136982	0.006896548	0.092592588	1.07E-10	1
6431	0.8420379	0.86504954	0.82021886	7.43E-06	9.35E-05	5.82E-07	0.02117439	2.55E-06	9.86E-05	6.25E-08	0.016032907	0.055263875	0.004608946	0.205128202	0.022140218	0.216494842	6.26E-10	1
6433	0.83602977	0.842333	0.82982016	1.62E-05	0.000290771	9.01E-07	0.125811672	5.60E-06	0.000271601	1.16E-07	0.020790253	0.074983675	0.005758055	0.291545185	0.035190611	0.201680668	6.04E-10	2
6436	0.8325942	0.8472686	0.8184196	1.38E-05	0.000211207	8.96E-07	0.042656604	3.90E-06	0.000256863	5.93E-08	0.017879921	0.078335914	0.004053947	0.219178078	0.034482755	0.134615381	2.24E-10	2
6439	0.8147799	0.82164586	0.8080277	1.04E-05	0.000172557	6.24E-07	0.076064358	3.60E-06	0.000261157	4.96E-08	0.014922815	0.073746239	0.00301478	0.266666662	0.031948877	0.145631064	8.70E-11	1
6440	0.83174056	0.8469215	0.81709427	6.77E-06	0.000108056	4.22E-07	0.030177496	2.49E-06	0.000145839	4.25E-08	0.018227285	0.068210724	0.004842103	0.221428568	0.014388486	0.161616158	1.15E-10	1
6441	0.82198876	0.8186796	0.8253248	9.92E-06	0.000167478	5.86E-07	0.126805968	5.99E-06	0.000431781	8.32E-08	0.021174804	0.094331692	0.004730033	0.265624995	0.03664921	0.179104473	5.78E-10	3
6443	0.82245576	0.8256035	0.81933194	8.87E-06	0.000161165	4.86E-07	0.142297555	7.57E-06	0.000612674	9.31E-08	0.02322949	0.109595971	0.004920431	0.287292813	0.04444444	0.224999995	7.03E-10	2
6444	0.8359066	0.8371581	0.834659	1.23E-05	0.000267647	5.62E-07	0.118099189	6.79E-06	0.000513455	8.94E-08	0.018938129	0.088312094	0.004046681	0.262569828	0.022471905	0.169354834	2.91E-10	3
6445	0.82838196	0.8229104	0.8339268	2.50E-05	0.000372937	1.67E-06	0.150040751	1.03E-05	0.000672398	1.58E-07	0.028576774	0.119290337	0.006835555	0.290237462	0.031830234	0.197718626	1.02E-09	3
6446	0.83161473	0.8416271	0.8218377	6.19E-06	0.000113351	3.36E-07	0.124921982	3.70E-06	0.000220948	6.20E-08	0.017316597	0.068200349	0.00438717	0.293103444	0.028901729	0.210970459	1.01E-10	3
6447	0.80965674	0.80145293	0.8180302	1.50E-05	0.000258601	8.50E-07	0.090365034	2.14E-08	3.19E-07	1.43E-09	0.021339497	0.082958667	0.005487386	0	0	0	1.55E-09	2
6448	0.8334997	0.8407135	0.82640874	1.48E-05	0.000288841	7.50E-07	0.095815958	6.34E-06	0.000481195	8.36E-08	0.020301657	0.095220945	0.004328431	0.259818727	0.024316105	0.184210522	4.66E-10	2
6450	0.82706875	0.8342361	0.82002354	1.31E-05	0.000216306	7.85E-07	0.089196883	3.89E-06	0.00030111	5.03E-08	0.018768333	0.087410093	0.004029859	0.257668707	0.037037033	0.164383557	4.22E-10	2
6455	0.84089047	0.84210676	0.83967775	2.26E-05	0.000358881	1.42E-06	0.182206226	6.65E-06	0.000384275	1.15E-07	0.025900582	0.094965161	0.007049977	0.319410314	0.034567896	0.200716841	8.27E-10	3
6457	0.831969	0.84069693	0.8234204	1.46E-05	0.000239207	8.88E-07	0.135304847	6.49E-06	0.000458422	9.17E-08	0.023462592	0.102632112	0.005330427	0.302857138	0.034482754	0.21459227	6.82E-10	2
6458	0.8301481	0.8488006	0.81229764	5.54E-06	8.62E-05	3.54E-07	0.030712792	1.96E-06	0.000110939	3.46E-08	0.015820743	0.064499831	0.003795566	0.179930792	0.020905919	0.14705882	7.83E-11	1
6460	0.8229335	0.8250874	0.82079077	1.18E-05	0.00016603	8.41E-07	0.145051451	4.23E-06	0.000202686	8.81E-08	0.0199231	0.074678343	0.005252232	0.274611394	0.036458328	0.21343873	5.97E-10	2
6461	0.8280807	0.84331346	0.8133885	7.03E-06	0.000117994	4.17E-07	0.025916846	3.47E-06	0.000212126	5.62E-08	0.016820139	0.072020994	0.003920578	0.207885301	0.01444043	0.169999996	6.89E-10	2
6463	0.8174635	0.8163682	0.81856185	1.13E-05	0.000166228	7.61E-07	0.071888079	3.84E-06	0.000182873	7.97E-08	0.016400302	0.070544593	0.003756127	0.262499996	0.031446536	0.21145374	5.82E-10	3
6464	0.8161008	0.8266743	0.80579436	4.78E-06	7.95E-05	2.84E-07	0.021313172	1.85E-06	0.000140351	2.43E-08	0.013314234	0.059873102	0.002950242	0.179211466	0.01444043	0.111111107	7.09E-11	1
6465	0.8317718	0.84853524	0.81565773	1.17E-05	0.000203257	6.65E-07	0.04684601	3.06E-06	0.00021178	4.31E-08	0.017029441	0.082508007	0.003503701	0.245733784	0.020618553	0.134020615	4.43E-10	2
6466	0.81289124	0.81658995	0.8092259	6.80E-06	0.000120191	3.81E-07	0.093650513	2.74E-06	0.000192952	3.88E-08	0.014524134	0.064080383	0.00328805	0.259587016	0.011869432	0.221276591	5.25E-10	2
6472	0.82562095	0.8217852	0.8294927	1.78E-05	0.000330212	9.59E-07	0.159364212	8.56E-06	0.000619386	1.18E-07	0.026117929	0.113941864	0.005984076	0.311111106	0.024813891	0.195121946	4.79E-10	3
6474	0.83618474	0.83331	0.8390794	1.51E-05	0.000216388	1.04E-06	0.166804023	5.85E-06	0.000290334	1.17E-07	0.022906293	0.0853875	0.006040761	0.305343506	0.040920711	0.223880592	4.78E-10	2
6475	0.81990725	0.83503836	0.80531466	4.37E-06	6.51E-05	2.93E-07	0.0086676	1.60E-06	8.95E-05	2.84E-08	0.013769552	0.05534366	0.003358839	0.143939391	0.02290076	0.156249997	1.53E-10	1
6476	0.827656	0.83367175	0.82172656	8.50E-06	0.000116106	6.04E-07	0.138297571	3.27E-06	0.000166366	6.44E-08	0.015684973	0.057182143	0.004252631	0.257069404	0.02067183	0.208494204	1.36E-10	3
6478	0.8380658	0.83636343	0.8397751	2.15E-05	0.000306895	1.50E-06	0.168110945	7.16E-06	0.00048085	1.06E-07	0.022651877	0.09842542	0.005203738	0.324455201	0.029197075	0.25454545	2.07E-09	3
6480	0.8235459	0.8254332	0.8216671	1.28E-05	0.000191771	8.58E-07	0.145772415	4.31E-06	0.000223608	8.30E-08	0.021798364	0.085188327	0.005559175	0.270408158	0.020512816	0.202334625	3.65E-10	2
6483	0.82380134	0.82276994	0.82483524	1.41E-05	0.00023739	8.25E-07	0.133211383	4.60E-06	0.000353886	5.97E-08	0.016833651	0.082050738	0.003440781	0.271255056	0.02845528	0.241992878	3.35E-10	3
6484	0.8358328	0.8373463	0.8343247	1.96E-05	0.000346153	1.11E-06	0.159173294	5.82E-06	0.000371485	9.11E-08	0.022663773	0.092727593	0.005521913	0.306122444	0.035897431	0.210116727	6.53E-10	3
6485	0.8312672	0.8276048	0.8349621	1.86E-05	0.000308338	1.12E-06	0.163409215	6.70E-06	0.000389021	1.15E-07	0.023915535	0.096127749	0.005940875	0.303418798	0.034334759	0.209459454	5.48E-10	3
6487	0.8331262	0.8367075	0.8295754	1.46E-05	0.000244651	8.59E-07	0.138470815	5.50E-06	0.000474192	6.39E-08	0.021899386	0.10206633	0.004698624	0.315789469	0.04456824	0.216867465	4.26E-10	3
6491	0.83396	0.8338461	0.8340739	1.57E-05	0.000301251	8.22E-07	0.159274075	9.08E-06	0.000662922	1.24E-07	0.025762707	0.111877978	0.005925061	0.262773718	0.039119799	0.179104473	1.44E-09	3
6492	0.83973676	0.85804486	0.8221936	1.48E-05	0.000230656	9.40E-07	0.056724568	4.29E-06	0.00023395	7.74E-08	0.016667079	0.072842405	0.003807123	0.234113708	0.03367003	0.205607472	6.83E-10	2
6493	0.8286654	0.83536744	0.82207	1.76E-05	0.00031127	9.88E-07	0.068754213	4.74E-06	0.000303781	7.40E-08	0.018070544	0.086090633	0.003785026	0.215873011	0.031948877	0.168888884	4.55E-10	2
6495	0.80248165	0.80559266	0.79939467	7.41E-06	0.000135716	4.04E-07	0.02172611	2.45E-06	0.000215001	2.78E-08	0.007829159	0.050992834	0.001196964	0.161971827	0.014184393	0.109452733	5.23E-12	2
6498	0.8286843	0.841147	0.8165853	7.61E-06	0.000126472	4.55E-07	0.039468378	3.42E-06	0.000230184	5.07E-08	0.017154798	0.078639793	0.003737008	0.220689651	0.020833329	0.187192114	9.77E-10	2
6502	0.8454215	0.8593199	0.8319655	1.09E-05	0.000142924	8.12E-07	0.096448393	3.84E-06	0.000153862	9.51E-08	0.018005596	0.06271043	0.005162536	0.249221179	0.050156735	0.209090905	3.29E-10	2
6504	0.82783103	0.83876085	0.81718236	9.51E-06	0.000171539	5.06E-07	0.068761705	4.17E-06	0.000287926	5.91E-08	0.016553043	0.080941968	0.003371051	0.238993706	0.018987337	0.180995471	2.48E-10	1
6505	0.8383927	0.84505916	0.8318305	1.03E-05	0.000187146	5.59E-07	0.118157165	6.03E-06	0.000326024	1.09E-07	0.022481269	0.088474432	0.005692399	0.283236989	0.034883716	0.193277306	3.50E-10	3
6507	0.83336675	0.83737	0.8294017	1.60E-05	0.00029576	8.64E-07	0.152812677	6.42E-06	0.000453022	9.10E-08	0.019229845	0.08522341	0.004336418	0.280788172	0.019801975	0.20377358	1.90E-10	3
6511	0.8455191	0.8617654	0.82987416	1.04E-05	0.00016761	6.39E-07	0.070475884	2.80E-06	0.000144206	5.40E-08	0.016103366	0.066259027	0.003893738	0.245161286	0.019480515	0.202764973	4.46E-10	2
6512	0.84243494	0.8494508	0.835534	1.48E-05	0.000180413	1.20E-06	0.19730373	4.98E-06	0.000200679	1.23E-07	0.021344091	0.072556015	0.006256157	0.388206383	0.034567896	0.286821701	1.67E-09	3
6514	0.8340388	0.8552271	0.8138749	8.44E-06	0.000138012	5.15E-07	0.02162435	2.99E-06	0.000163728	5.37E-08	0.013460417	0.058918891	0.003048102	0.229629626	0.022388056	0.170212763	8.14E-10	1
6515	0.8303275	0.8487612	0.8126775	6.04E-06	9.03E-05	4.02E-07	0.045199661	2.25E-06	0.000127102	4.00E-08	0.013303243	0.0596323	0.002964735	0.217687071	0.013698626	0.148514848	1.32E-10	1
6516	0.83104634	0.8273787	0.83474666	2.29E-05	0.000408997	1.28E-06	0.163500963	8.95E-06	0.000638841	1.25E-07	0.028001461	0.115317908	0.006799308	0.299349236	0.030501084	0.224489791	6.60E-10	3
6517	0.8341204	0.85636514	0.81300205	7.35E-06	0.000119935	4.50E-07	0.013048175	2.83E-06	0.00015011	5.32E-08	0.017691663	0.073355155	0.004262841	0.148148145	0.022388056	0.144329893	9.26E-10	1
6519	0.83081174	0.8359041	0.8257809	1.06E-05	0.000154703	7.22E-07	0.15174079	4.31E-06	0.000258361	7.17E-08	0.017256111	0.076209198	0.003891654	0.299492381	0.015306117	0.231075692	2.95E-10	2
6520	0.8403632	0.8419417	0.83879054	1.97E-05	0.000295225	1.30E-06	0.162658794	6.34E-06	0.000364197	1.10E-07	0.023879367	0.093045985	0.006127644	0.32258064	0.043243238	0.223076918	1.87E-10	2
6521	0.84077513	0.8581983	0.8240453	1.60E-05	0.000246566	1.03E-06	0.077827993	5.41E-06	0.000358132	8.17E-08	0.021915969	0.088741271	0.005412471	0.239482196	0.032573286	0.165853655	3.10E-10	2
6523	0.8480412	0.86522865	0.8315232	1.58E-05	0.000243527	1.02E-06	0.081046262	4.56E-06	0.000222654	9.27E-08	0.016416717	0.071187389	0.003746734	0.292207788	0.039215682	0.22439024	7.96E-10	2
6524	0.8437357	0.8627153	0.8255733	1.96E-05	0.000315846	1.20E-06	0.045144968	5.75E-06	0.000319929	1.03E-07	0.021719102	0.08872111	0.005305475	0.241379306	0.027777774	0.131313128	1.08E-09	2
6525	0.83404195	0.8532289	0.8156989	7.15E-06	0.000142234	3.59E-07	0.025359477	2.86E-06	0.000214901	3.80E-08	0.015721169	0.071403316	0.003438367	0.21505376	0.021660646	0.171717168	1.17E-10	2
6527	0.8424638	0.86034673	0.8253091	1.45E-05	0.000200887	1.04E-06	0.077832386	3.62E-06	0.000222094	5.84E-08	0.016950234	0.072227136	0.003973787	0.290322576	0.025974022	0.180094783	4.15E-10	2
6529	0.83520025	0.84014684	0.8303116	9.89E-06	0.000200078	4.87E-07	0.123965773	6.02E-06	0.000370382	9.63E-08	0.018301007	0.080449653	0.004098846	0.252747248	0.038674028	0.207792203	4.59E-10	2
6532	0.8304979	0.83132553	0.8296719	1.49E-05	0.000198486	1.12E-06	0.162087277	5.43E-06	0.000288719	1.02E-07	0.021881328	0.086110709	0.005539472	0.298666662	0.058981228	0.253968249	5.27E-10	3
6535	0.8237629	0.8225389	0.8249906	1.02E-05	0.000160312	6.43E-07	0.131078036	4.34E-06	0.000245523	7.56E-08	0.017775055	0.070409279	0.004392933	0.258397928	0.020779216	0.18796992	2.49E-10	2
6536	0.8246749	0.82889616	0.82049626	7.82E-06	0.000101969	5.80E-07	0.094737226	2.41E-06	0.000100642	5.71E-08	0.014300642	0.060125269	0.00338123	0.225895312	0	0.228571424	7.52E-10	2
6541	0.81746835	0.8217473	0.8132337	1.26E-05	0.000221282	7.18E-07	0.092818731	3.73E-06	0.000314183	4.42E-08	0.022569641	0.108381732	0.004699657	0.215297446	0.022792018	0.160337548	3.15E-10	2
6542	0.83758795	0.84063846	0.83455944	1.91E-05	0.000371614	9.80E-07	0.125605101	7.04E-06	0.000509911	9.72E-08	0.024560702	0.109090095	0.00551931	0.269662917	0.028248583	0.157676344	4.07E-10	2
6543	0.8231856	0.8205182	0.8258704	8.26E-06	0.000132794	5.14E-07	0.129855315	4.20E-06	0.000321892	5.48E-08	0.021413733	0.093730646	0.004870456	0.269129283	0.037135274	0.187499995	3.72E-10	3
6544	0.84095347	0.8615721	0.8212986	8.95E-06	9.74E-05	8.14E-07	0.040020517	3.34E-06	0.000116363	9.58E-08	0.016197806	0.051256776	0.005066555	0.233676972	0.006920411	0.181818178	2.87E-09	2
6549	0.8416254	0.84815514	0.8351954	2.21E-05	0.000302677	1.59E-06	0.177797686	5.83E-06	0.000282237	1.19E-07	0.022760832	0.083735478	0.00616687	0.308068455	0.054054049	0.222222217	1.76E-09	1
6551	0.81817275	0.81833285	0.8180126	1.35E-05	0.000246422	7.33E-07	0.094435292	5.34E-06	0.000431175	6.61E-08	0.021897151	0.10025653	0.004775139	0.256716413	0.024024019	0.158333329	3.82E-10	2
6553	0.8352698	0.8389524	0.83161944	1.67E-05	0.000279779	9.95E-07	0.146559142	4.14E-06	0.000262511	6.54E-08	0.019547015	0.083891042	0.00453826	0.29444444	0.03910614	0.201612898	6.09E-10	2
6554	0.83862346	0.8465882	0.8308072	1.71E-05	0.000280366	1.02E-06	0.15614362	4.29E-06	0.000296367	6.20E-08	0.019554958	0.082457506	0.004610793	0.287292813	0.033333328	0.188524585	6.82E-10	3
6555	0.81286174	0.8233518	0.8026356	7.26E-06	9.81E-05	5.34E-07	0.011685371	3.70E-06	0.00020995	6.50E-08	0.018278506	0.072456097	0.004414155	0.149812731	0.015094336	0.171717168	2.57E-10	1
6557	0.83197916	0.84521866	0.81914794	7.90E-06	0.000122355	5.09E-07	0.063323191	4.26E-06	0.000285414	6.37E-08	0.018536986	0.074353368	0.004612473	0.251612899	0.019480515	0.138248844	2.68E-10	1
6561	0.82197726	0.82048315	0.82347685	1.70E-05	0.000315214	9.13E-07	0.150820003	7.31E-06	0.000603758	8.86E-08	0.022354165	0.103859214	0.004808384	0.291457281	0.030303025	0.177121766	2.57E-10	2
6563	0.8318556	0.83852464	0.82529163	1.85E-05	0.000270728	1.26E-06	0.172075809	5.56E-06	0.00034274	8.99E-08	0.018908726	0.081115508	0.004398085	0.304999995	0.035175874	0.222222217	1.06E-09	3
6564	0.8092973	0.80249685	0.816214	1.05E-05	0.000198756	5.48E-07	0.116805176	4.72E-06	0.000291555	7.65E-08	0.022797349	0.089056379	0.005817116	0.214111917	0.004889971	0.189830503	2.53E-10	3
6565	0.8247172	0.8273085	0.8221422	1.29E-05	0.000212064	7.88E-07	0.144980414	4.94E-06	0.000328731	7.43E-08	0.020232901	0.089673662	0.004562792	0.303030298	0.033240992	0.215139437	9.89E-11	1
6566	0.8389029	0.84221387	0.83561796	1.83E-05	0.000255243	1.29E-06	0.124714084	5.19E-06	0.000242729	1.10E-07	0.021978132	0.075877038	0.006313763	0.307246372	0.017492707	0.244897954	4.98E-10	3
6567	0.8133653	0.8125291	0.81420314	9.68E-06	0.000158497	5.89E-07	0.089362718	4.49E-06	0.000342137	5.88E-08	0.017587398	0.081400549	0.003757874	0.25377643	0.024316105	0.186440673	5.11E-10	1
6570	0.8346932	0.84984535	0.8200719	9.93E-06	0.000153458	6.31E-07	0.092442726	3.09E-06	0.000165766	5.77E-08	0.012074081	0.056611849	0.00257016	0.278637766	0.012461055	0.21428571	6.05E-10	2
6571	0.8350435	0.8350785	0.83500844	1.29E-05	0.000242244	6.90E-07	0.139505601	4.95E-06	0.000299605	8.01E-08	0.022914645	0.08335189	0.006196754	0.248677244	0.02659574	0.183206102	4.04E-10	2
6572	0.8380352	0.84124255	0.8348523	1.52E-05	0.000229846	1.01E-06	0.14032645	6.20E-06	0.00036865	1.04E-07	0.026694259	0.10265421	0.00693978	0.297752804	0.039548018	0.203389826	6.64E-10	3
6575	0.8335448	0.84185696	0.8253951	2.11E-05	0.000280798	1.58E-06	0.188070514	7.43E-06	0.000423586	1.29E-07	0.020902131	0.087828877	0.004972799	0.334928225	0.033653841	0.248062011	9.53E-10	3
6576	0.8351389	0.8467321	0.8238589	1.08E-05	0.000176893	6.55E-07	0.076963248	2.92E-06	0.000184701	4.61E-08	0.014044253	0.065881098	0.002983308	0.256410252	0.038709673	0.157407403	1.52E-10	2
6578	0.8192756	0.82348055	0.8151135	1.20E-05	0.000181427	7.92E-07	0.058354789	2.09E-06	0.000123226	3.52E-08	0.015330174	0.073953828	0.003154339	0.229508193	0.026402636	0.181818177	4.05E-10	3
6580	0.8222561	0.82114905	0.82336605	9.28E-06	0.00016998	5.04E-07	0.109879267	3.42E-06	0.000339178	3.45E-08	0.01615978	0.088538517	0.00292625	0.254847641	0.016713087	0.196078427	4.03E-10	2
6582	0.8430244	0.8504402	0.83573675	1.72E-05	0.000304856	9.71E-07	0.137242175	6.86E-06	0.000407179	1.15E-07	0.027185675	0.10909202	0.006767429	0.29444444	0.033519548	0.211382109	1.56E-09	2
6583	0.82549155	0.82844484	0.82255924	9.01E-06	0.000136397	5.82E-07	0.030845969	3.53E-06	0.000220296	5.67E-08	0.018555783	0.083963818	0.00408951	0.151202745	0.027681657	0.122065724	1.01E-10	2
6584	0.8297556	0.8307515	0.82876205	1.32E-05	0.000232058	7.55E-07	0.144153751	6.20E-06	0.000415258	9.24E-08	0.025153845	0.103198324	0.006131066	0.292682922	0.038147134	0.197628454	3.19E-10	3
6586	0.8353306	0.84424806	0.8265996	5.99E-06	7.02E-05	5.02E-07	0.097698626	1.78E-06	6.35E-05	4.92E-08	0.012039472	0.042109521	0.003351322	0.208092481	0.017441856	0.170940166	3.22E-10	2
6587	0.82383555	0.8271986	0.8204997	9.40E-06	0.00018571	4.75E-07	0.05351193	2.82E-06	0.000200637	3.96E-08	0.018169232	0.079082503	0.004161032	0.202614375	0.013157891	0.16513761	2.36E-10	1
6589	0.8367598	0.85089505	0.8230866	6.17E-06	8.40E-05	4.47E-07	0.036345294	4.17E-06	0.000217299	7.93E-08	0.015838202	0.064159143	0.003877892	0.178694154	0.020761242	0.152380948	1.65E-10	1
6590	0.8396602	0.8569469	0.8230572	1.14E-05	0.000163745	7.96E-07	0.041104953	2.93E-06	0.000136564	6.28E-08	0.01570858	0.063255413	0.00389299	0.221453283	0.027874561	0.159999996	8.77E-10	2
6591	0.8093379	0.8097549	0.8089214	9.39E-06	0.000155092	5.64E-07	0.041284333	3.30E-06	0.000211053	5.15E-08	0.015356527	0.076063544	0.003082678	0.154838705	0	0.146118717	1.39E-10	1
6596	0.8354364	0.84266186	0.8283338	1.20E-05	0.000222082	6.52E-07	0.108690829	4.34E-06	0.000313366	6.01E-08	0.021587951	0.089562534	0.005189515	0.283236989	0.017441856	0.210084029	1.82E-10	2
6597	0.8256289	0.8250334	0.8262253	1.51E-05	0.000315805	7.10E-07	0.135665342	6.64E-06	0.000559864	7.87E-08	0.025365023	0.115000022	0.005590943	0.290322576	0.027027022	0.162790693	1.73E-09	3
6599	0.8387459	0.8381957	0.8392968	2.60E-05	0.000426241	1.59E-06	0.096837112	6.17E-06	0.000378858	1.00E-07	0.025334966	0.088759595	0.007231451	0.272445816	0.031152643	0.219409278	4.68E-10	3
6600	0.83585685	0.844444	0.82744265	9.42E-06	0.000163894	5.42E-07	0.10301159	4.38E-06	0.000310206	6.17E-08	0.017720098	0.075113453	0.004171704	0.253687311	0.011869432	0.157676344	1.96E-10	3
6601	0.82968855	0.83376956	0.82564723	8.41E-06	0.000151859	4.65E-07	0.107717864	4.85E-06	0.000256799	9.15E-08	0.021640432	0.083088478	0.005599584	0.282208584	0.055555551	0.198275857	2.62E-10	2
6606	0.83732736	0.8543444	0.82097495	1.04E-05	0.0001878	5.71E-07	0.033554994	3.97E-06	0.000260942	6.04E-08	0.01899511	0.077524051	0.004633324	0.212014131	0.021352309	0.198019798	2.91E-10	2
6608	0.8370118	0.8547926	0.81995577	1.06E-05	0.000242137	4.66E-07	0.025319543	4.13E-06	0.000247058	6.89E-08	0.019291912	0.080524012	0.004593522	0.184397159	0.028571425	0.176470584	2.91E-10	2
6609	0.8141682	0.81757003	0.81079453	1.22E-05	0.000177537	8.18E-07	0.03469419	4.80E-06	0.000331437	6.89E-08	0.021845626	0.092550677	0.0050205	0.208333329	0.020979017	0.148514848	1.36E-09	2
6611	0.82623655	0.8476707	0.8058597	4.67E-06	5.86E-05	3.69E-07	0.01205969	2.12E-06	0.00011153	4.03E-08	0.013334013	0.054114355	0.003255995	0.126394049	0.007490633	0.118279567	3.61E-10	1
6615	0.8300333	0.8400244	0.82027715	1.07E-05	0.000177653	6.40E-07	0.073553317	3.31E-06	0.000226558	4.80E-08	0.017780175	0.085797371	0.003683363	0.244372986	0.038834947	0.21428571	1.72E-10	3
6617	0.83942324	0.85215014	0.82707083	1.13E-05	0.000192357	6.65E-07	0.110573767	4.57E-06	0.000285917	7.23E-08	0.022220027	0.081348515	0.006056084	0.330275225	0.043076919	0.228310498	1.02E-09	2
6618	0.8292323	0.8438551	0.81510764	8.38E-06	0.000129441	5.42E-07	0.022134155	2.43E-06	0.000136187	4.33E-08	0.016653502	0.073213629	0.003785499	0.192857139	0.007194241	0.164102561	2.79E-10	2
6619	0.82582873	0.8316541	0.82008445	7.05E-06	0.00011155	4.36E-07	0.133592037	2.66E-06	0.000176445	4.02E-08	0.015531559	0.06973077	0.003439192	0.268421048	0.015873011	0.208835337	1.42E-10	3
6623	0.83967465	0.84322673	0.8361524	1.54E-05	0.000256661	9.18E-07	0.151957532	5.06E-06	0.000271032	9.45E-08	0.021854284	0.07860384	0.006046467	0.313513509	0.043478256	0.230158725	1.55E-09	2
6624	0.81458676	0.81750894	0.8116854	7.58E-06	0.000138493	4.13E-07	0.041150828	3.49E-06	0.000278641	4.38E-08	0.0135047	0.071932651	0.002471284	0.168831165	0.013071891	0.15178571	3.32E-11	1
6625	0.8364343	0.8543447	0.81925935	5.22E-06	0.000103075	2.65E-07	0.043686889	3.43E-06	0.000263465	4.45E-08	0.016524187	0.072977176	0.003733889	0.245733784	0.020618553	0.200956934	5.51E-10	2
6629	0.8330527	0.8493525	0.8173669	1.00E-05	0.000165406	6.04E-07	0.021775244	3.81E-06	0.000213674	6.78E-08	0.01997458	0.07730598	0.005128011	0.204379559	0.029411761	0.180904519	3.16E-10	1
6631	0.8282426	0.83886796	0.817883	1.21E-05	0.00018442	7.93E-07	0.093816326	4.10E-06	0.000264026	6.36E-08	0.01857169	0.082265422	0.004187297	0.232142853	0.011976043	0.140969159	4.25E-10	2
