cand id	BERTScore_F1	BERTScore_P	BERTScore_R	bert_s+wms	bert_sms	bert_wms	BLEU	elmo_s+wms	elmo_sms	elmo_wms	glove_s+wms	glove_sms	glove_wms	ROUGE-1	ROUGE-2	ROUGE-L	SentBERT	score
6827	0.8038222	0.80111706	0.8065458	3.58E-06	6.81E-05	1.88E-07	0.042318464	2.56E-06	0.000200915	3.26E-08	0.012118379	0.06753828	0.002160671	0.208053687	0.006756753	0.171945697	8.86E-11	2
6830	0.8259346	0.82587075	0.8259985	1.34E-05	0.000262916	6.83E-07	0.096617215	4.64E-06	0.000348251	6.19E-08	0.0225989	0.10697523	0.00477365	0.226190472	0.029940115	0.148148143	3.95E-10	2
6831	0.81677413	0.81291413	0.82067096	1.15E-05	0.000201343	6.46E-07	0.134698885	4.50E-06	0.000409255	4.94E-08	0.017448127	0.088021401	0.003413403	0.257142852	0.014354062	0.184300336	2.36E-10	3
6832	0.83756894	0.85028756	0.82522523	1.37E-05	0.000220732	8.49E-07	0.04951148	4.32E-06	0.000328752	5.66E-08	0.019517244	0.089674816	0.004240334	0.215488211	0.02711864	0.123222745	9.35E-10	2
6833	0.8199997	0.82758963	0.81254774	9.24E-06	0.000124528	6.71E-07	0.041123901	2.10E-06	0.000120049	3.67E-08	0.012151819	0.05037381	0.002856628	0.219931268	0.027681657	0.202898547	2.97E-10	1
6836	0.8283053	0.8369533	0.8198342	1.16E-05	0.000181097	7.42E-07	0.124386043	4.28E-06	0.000279847	6.53E-08	0.021747217	0.087874077	0.005377221	0.285714281	0.029325508	0.201754381	3.70E-10	2
6837	0.8419451	0.8593985	0.8251865	8.16E-06	0.000121578	5.43E-07	0.086275986	3.41E-06	0.000178651	6.48E-08	0.017321593	0.068108638	0.004387726	0.277602519	0.031746027	0.205607472	7.95E-10	1
6838	0.81849766	0.82007456	0.8169269	1.43E-05	0.000236542	8.69E-07	0.146285888	4.36E-06	0.000261068	7.27E-08	0.019482547	0.088374292	0.004278352	0.239795913	0.041025636	0.161538457	4.68E-10	2
6840	0.82998335	0.8325744	0.82740843	1.04E-05	0.000187255	5.71E-07	0.140104287	5.41E-06	0.000327248	8.94E-08	0.02221784	0.090092442	0.005475781	0.338028164	0.022662885	0.202429145	7.87E-10	2
6842	0.83992887	0.8632691	0.8178175	1.15E-05	0.000177701	7.47E-07	0.025018203	5.21E-06	0.000302951	8.95E-08	0.020259972	0.079313225	0.005173756	0.19565217	0.021897807	0.15384615	3.74E-10	1
6843	0.8198728	0.82335633	0.81641865	1.31E-05	0.000233296	7.38E-07	0.09683708	4.23E-06	0.000312648	5.74E-08	0.015511132	0.074871185	0.00320444	0.234604101	0.011799405	0.168776367	2.03E-10	1
6844	0.83459985	0.8459679	0.82353336	1.38E-05	0.000209695	9.06E-07	0.115553671	3.44E-06	0.000237418	4.98E-08	0.017145475	0.080138646	0.003663758	0.312312308	0.036253772	0.219178078	3.26E-10	1
6845	0.8212091	0.8138779	0.82867354	1.30E-05	0.000226243	7.44E-07	0.160969272	5.81E-06	0.000411504	8.19E-08	0.018656522	0.094009237	0.003692201	0.303317531	0.028571424	0.188811184	3.16E-10	3
6846	0.82943946	0.8413259	0.81788427	5.04E-06	7.56E-05	3.34E-07	0.024547124	2.42E-06	0.000130192	4.51E-08	0.013115331	0.055410255	0.003084625	0.161971827	0.021276592	0.161904758	1.08E-10	1
6847	0.81394225	0.8206949	0.80729985	6.64E-06	0.000118356	3.72E-07	0.067804656	2.80E-06	0.000180776	4.33E-08	0.013214654	0.06595012	0.00263186	0.181818177	0.018292678	0.129032254	7.09E-11	1
6848	0.8257248	0.8321785	0.8193704	1.35E-05	0.000250069	7.25E-07	0.090172178	3.95E-06	0.000319998	4.87E-08	0.020180913	0.086073701	0.004694924	0.274143298	0.03761755	0.175115203	1.14E-10	2
6849	0.83995384	0.8408882	0.8390215	2.53E-05	0.000435212	1.46E-06	0.179410215	6.60E-06	0.000357268	1.22E-07	0.025115565	0.090989858	0.006918099	0.322418131	0.035443033	0.249999995	8.07E-10	3
6850	0.8398157	0.8587426	0.8217051	1.08E-05	0.000169264	6.86E-07	0.050071462	3.34E-06	0.000203941	5.47E-08	0.017440699	0.075642568	0.004000795	0.244067793	0.02730375	0.166666663	6.60E-10	2
6851	0.82307035	0.831183	0.8151146	8.81E-06	0.000127791	6.02E-07	0.086117203	2.90E-06	0.000138472	6.06E-08	0.013718107	0.053649957	0.003486886	0.253086415	0.031055896	0.215246632	4.91E-10	2
6852	0.82770765	0.82778054	0.82763475	1.41E-05	0.000227143	8.71E-07	0.13191832	4.58E-06	0.000307444	6.80E-08	0.018657709	0.078207281	0.004439695	0.252631574	0.015873011	0.193050188	3.07E-10	3
6853	0.83656627	0.8407511	0.832423	6.90E-06	0.000128625	3.67E-07	0.116538973	2.62E-06	0.000172902	3.93E-08	0.015620962	0.071558316	0.003389363	0.258760103	0.016260158	0.194552524	2.03E-10	3
6854	0.8348481	0.8400256	0.8297341	1.97E-05	0.000325839	1.18E-06	0.124204199	5.11E-06	0.000309994	8.39E-08	0.018584336	0.083909005	0.004087966	0.28011204	0.016901404	0.173553714	1.10E-09	2
6856	0.83355796	0.8545961	0.81353074	6.49E-06	9.87E-05	4.16E-07	0.029319796	1.64E-06	0.000101484	2.58E-08	0.013604097	0.058061516	0.003125115	0.212765954	0.028571425	0.141414138	3.28E-10	1
6857	0.82952535	0.8334985	0.8255901	1.48E-05	0.000302971	7.24E-07	0.13785209	6.35E-06	0.000597651	6.74E-08	0.021406505	0.105026166	0.004358431	0.284182301	0.037735844	0.211764701	1.73E-10	2
6858	0.82349163	0.82929254	0.8177714	1.05E-05	0.000248968	4.41E-07	0.071406508	4.68E-06	0.000482771	4.52E-08	0.013673444	0.090377304	0.002062073	0.22629969	0.006153842	0.176211449	2.32E-10	3
6860	0.82768446	0.83480245	0.8206868	6.05E-06	0.000106339	3.44E-07	0.130066932	4.40E-06	0.000289273	6.70E-08	0.019812291	0.086749468	0.004507329	0.244155839	0.015665791	0.177215185	4.53E-10	2
6861	0.830757	0.8528571	0.8097734	1.21E-05	0.000151832	9.66E-07	0.026737045	3.21E-06	0.0001792	5.66E-08	0.011584636	0.059161805	0.002246947	0.224637678	0.036496347	0.129032255	6.38E-11	1
6863	0.8220455	0.82496756	0.8191442	1.75E-05	0.000195112	1.49E-06	0.15596399	3.51E-06	0.000142946	8.54E-08	0.020279718	0.072997257	0.005568423	0.28350515	0.041450772	0.211764701	6.87E-10	3
6866	0.8343238	0.83999556	0.82872814	1.13E-05	0.000250806	5.08E-07	0.115202054	6.30E-06	0.00051164	7.77E-08	0.022320667	0.105829457	0.004707689	0.271676296	0.023255809	0.197530859	8.91E-10	2
6867	0.8248247	0.8342024	0.8156554	9.26E-06	0.000130229	6.58E-07	0.035587336	4.16E-06	0.000283797	6.04E-08	0.014391116	0.06505779	0.003152318	0.216783213	0.02816901	0.192307688	2.90E-10	2
6868	0.8276638	0.8265178	0.8288129	1.28E-05	0.000210842	7.73E-07	0.098330687	4.50E-06	0.000254746	7.97E-08	0.016648254	0.0701309	0.003919013	0.224783857	0.0173913	0.173553714	1.64E-10	2
6869	0.82792103	0.83470595	0.8212454	1.65E-05	0.000279746	9.75E-07	0.10825484	4.59E-06	0.000283324	7.42E-08	0.019743559	0.084556769	0.004600625	0.24929178	0.028490024	0.183333329	9.13E-10	1
6870	0.83471286	0.85129434	0.818765	1.03E-05	0.000148856	7.01E-07	0.072235603	3.00E-06	0.000190675	4.71E-08	0.016153686	0.070180092	0.003589111	0.242038212	0.025641021	0.174757278	5.85E-10	2
6871	0.8302808	0.83758944	0.8230985	1.16E-05	0.000203935	6.61E-07	0.129188002	4.12E-06	0.000309879	5.44E-08	0.019363845	0.08329136	0.004434579	0.29916897	0.022284118	0.195744676	5.26E-10	2
6872	0.8401659	0.83843046	0.84190845	2.12E-05	0.000368009	1.22E-06	0.191771693	7.90E-06	0.000521183	1.20E-07	0.027103335	0.109694786	0.006695628	0.347252742	0.048565116	0.245033108	9.47E-10	3
6873	0.82121295	0.82185173	0.82057506	1.19E-05	0.000192793	7.38E-07	0.085480588	5.21E-06	0.000418664	6.49E-08	0.018901965	0.094596144	0.003758985	0.22028985	0.017492707	0.172839501	3.60E-10	2
6874	0.8274799	0.8434342	0.8121181	6.30E-06	0.000102034	3.87E-07	0.024084248	2.69E-06	0.000118163	6.09E-08	0.01706306	0.061548017	0.004710139	0.184397159	0.007142853	0.187192114	1.84E-10	2
6876	0.8197322	0.8220818	0.8173959	1.07E-05	0.000217024	5.25E-07	0.080099326	3.68E-06	0.000290949	4.65E-08	0.018595771	0.084543626	0.004079813	0.2484472	0.043749996	0.203539819	2.93E-10	2
6877	0.8212409	0.8207396	0.8217427	1.62E-05	0.000251326	1.05E-06	0.12232848	6.50E-06	0.000394722	1.07E-07	0.020008994	0.09670676	0.004110746	0.244155839	0.020887724	0.159999995	1.26E-09	2
6879	0.82956326	0.833513	0.8256508	9.38E-06	0.000165016	5.31E-07	0.092889342	4.58E-06	0.000317706	6.58E-08	0.020890717	0.090269695	0.004834644	0.256716413	0.012012007	0.180257506	9.12E-10	3
6880	0.8361254	0.84206754	0.8302665	1.90E-05	0.000257824	1.40E-06	0.146609152	6.26E-06	0.000327772	1.19E-07	0.023586364	0.094832371	0.005847847	0.316666662	0.027932956	0.21576763	1.29E-09	2
6881	0.8378161	0.8496087	0.82634634	1.42E-05	0.000280606	7.15E-07	0.088432457	4.74E-06	0.000316346	7.10E-08	0.018188242	0.078783505	0.00418677	0.26461538	0.018575847	0.181818177	2.69E-10	2
6882	0.81893593	0.8259869	0.81200427	4.94E-06	9.04E-05	2.67E-07	0.042003807	4.02E-06	0.000303541	5.30E-08	0.016424046	0.0838308	0.003214689	0.193979929	0.006734003	0.138888885	9.05E-11	2
6886	0.82838595	0.8238112	0.8330118	1.31E-05	0.000248973	6.79E-07	0.147995597	5.50E-06	0.000411121	7.25E-08	0.021184449	0.09552011	0.004678378	0.276762397	0.04724409	0.183823524	3.46E-10	2
6888	0.8350001	0.83887535	0.8311605	1.95E-05	0.000354516	1.07E-06	0.177131537	7.32E-06	0.000460184	1.17E-07	0.02595568	0.101696023	0.006611881	0.3046683	0.044444439	0.215613378	5.74E-10	2
6889	0.83658266	0.84586996	0.82749707	1.61E-05	0.000259357	9.90E-07	0.087932453	3.92E-06	0.000285473	5.38E-08	0.020599794	0.088789862	0.004766376	0.231003035	0.018348619	0.188034183	7.34E-10	2
6891	0.8451023	0.8675136	0.8238198	1.48E-05	0.000244757	8.95E-07	0.03599181	3.64E-06	0.000213047	6.23E-08	0.01892873	0.080368598	0.004458171	0.210526312	0.035335685	0.139999996	1.48E-09	1
6894	0.842127	0.8487312	0.83562493	1.24E-05	0.000196664	7.81E-07	0.120627589	3.69E-06	0.000282245	4.82E-08	0.017395218	0.076169726	0.003972545	0.285714281	0.035190611	0.185483866	1.94E-10	2
6895	0.8349131	0.8451195	0.8249502	1.80E-05	0.000266875	1.19E-06	0.097212333	4.96E-06	0.000278793	8.75E-08	0.018373038	0.080412873	0.00416796	0.275449097	0.024096381	0.168141588	4.51E-10	2
6896	0.82407635	0.82859683	0.81960493	1.42E-05	0.0002172	9.31E-07	0.074985809	5.83E-06	0.00051273	6.63E-08	0.019520869	0.096963052	0.003929994	0.237804873	0.024539873	0.185654004	2.76E-10	3
6897	0.8310561	0.8305251	0.8315877	1.30E-05	0.000220492	7.64E-07	0.120092348	5.64E-06	0.00036099	8.81E-08	0.01880286	0.091568176	0.003842932	0.268571424	0.028735627	0.184738951	2.92E-10	2
6898	0.80843407	0.8032392	0.8136965	7.79E-06	0.000137629	4.41E-07	0.119652835	2.46E-06	0.000177677	3.41E-08	0.014218952	0.074412636	0.002702419	0.210023861	0.019184647	0.166666662	1.36E-10	3
6899	0.81945765	0.8183539	0.8205643	1.48E-05	0.000231406	9.50E-07	0.135099598	6.06E-06	0.000397428	9.20E-08	0.021004531	0.096889704	0.004515607	0.283378742	0.032876707	0.202429145	5.14E-10	3
6900	0.82151824	0.83127683	0.8119861	1.58E-05	0.000284499	8.74E-07	0.06292659	4.89E-06	0.000324493	7.37E-08	0.022731466	0.097485413	0.00529438	0.241042341	0.032786881	0.196261678	4.14E-10	2
6901	0.82273495	0.8312284	0.8144133	1.37E-05	0.000258854	7.17E-07	0.057619755	3.36E-06	0.000242023	4.66E-08	0.012752492	0.059829038	0.002713116	0.196202527	0.031847129	0.144796376	1.98E-10	2
6903	0.8245788	0.81930894	0.829917	1.36E-05	0.000241412	7.61E-07	0.18721643	5.57E-06	0.000357163	8.60E-08	0.021786113	0.088747132	0.005331535	0.325814531	0.050377829	0.190476186	2.98E-10	2
6904	0.82663614	0.8258878	0.82738584	1.45E-05	0.000273633	7.63E-07	0.183308133	8.04E-06	0.000570874	1.13E-07	0.024818634	0.099364873	0.006185621	0.308056867	0.028571424	0.194444439	3.96E-10	3
6908	0.83562493	0.84648144	0.8250435	1.09E-05	0.000155862	7.54E-07	0.10580715	3.60E-06	0.00014594	8.79E-08	0.016225968	0.063256257	0.004100492	0.261904757	0.029940115	0.24299065	9.17E-10	2
6910	0.82638925	0.82583463	0.8269447	1.43E-05	0.000235788	8.65E-07	0.118626168	5.48E-06	0.00046783	6.41E-08	0.018931592	0.101970399	0.003513498	0.273743012	0.028089883	0.174273854	2.80E-10	2
6911	0.83454424	0.8483723	0.8211598	1.09E-05	0.000175404	6.72E-07	0.058641322	5.90E-06	0.000318555	1.08E-07	0.019748418	0.075120097	0.005112756	0.255033553	0.03378378	0.216981128	6.89E-10	1
6912	0.82399404	0.8311057	0.8170032	1.28E-05	0.000190376	8.47E-07	0.139559153	4.68E-06	0.000293612	7.47E-08	0.019103785	0.079917259	0.004558247	0.332378219	0.051873194	0.255506603	3.28E-10	2
6913	0.83281165	0.8417089	0.82410055	1.12E-05	0.000160938	7.82E-07	0.088984117	3.83E-06	0.000262484	5.58E-08	0.018745266	0.078568616	0.004469147	0.252252248	0.006042291	0.203389826	7.75E-10	2
6915	0.8181581	0.8137231	0.82264173	1.31E-05	0.000278766	6.14E-07	0.155316819	5.72E-06	0.000404115	8.10E-08	0.023311391	0.097859797	0.005541192	0.289276803	0.030075183	0.217228459	1.51E-10	3
6917	0.8424028	0.8487011	0.83619744	1.45E-05	0.000278813	7.50E-07	0.114133626	7.94E-06	0.000586095	1.08E-07	0.022979756	0.107764365	0.004894554	0.292537309	0.024024019	0.197424888	5.67E-10	3
6918	0.82798505	0.8381947	0.8180212	1.00E-05	0.000164447	6.09E-07	0.040350393	2.63E-06	0.000166216	4.16E-08	0.016732903	0.075101974	0.003722246	0.199312711	0.013840827	0.169811317	3.32E-10	1
6920	0.82903403	0.83224756	0.82584536	1.13E-05	0.000174251	7.21E-07	0.151333556	4.62E-06	0.000240639	8.85E-08	0.018620376	0.068558197	0.005007613	0.305630022	0.04312668	0.23346303	2.20E-10	2
6921	0.8357876	0.83969325	0.83191806	1.42E-05	0.000210434	9.44E-07	0.153326771	5.66E-06	0.000504114	6.32E-08	0.02017377	0.098014795	0.004115599	0.300254448	0.030690532	0.202247186	4.48E-10	3
6922	0.8417813	0.8696227	0.8156673	1.09E-05	0.00016293	7.25E-07	0.024085815	2.97E-06	0.000176998	4.96E-08	0.013917986	0.066776378	0.002889418	0.226277369	0.036764702	0.157894734	2.43E-10	1
6923	0.8310712	0.8419667	0.82045424	7.55E-06	0.000132566	4.30E-07	0.094712725	3.64E-06	0.000250784	5.28E-08	0.017547901	0.076936124	0.003992833	0.277108429	0.018181814	0.203539819	2.20E-10	3
6924	0.83007616	0.83270085	0.82746804	1.16E-05	0.000178168	7.37E-07	0.122428186	4.12E-06	0.000236537	7.18E-08	0.0205169	0.083078732	0.005047502	0.279329604	0.03370786	0.208333329	1.11E-09	2
6926	0.8512302	0.8513601	0.85110044	2.50E-05	0.000369174	1.69E-06	0.212273036	1.06E-05	0.000587396	1.91E-07	0.032655501	0.107786412	0.009862687	0.358620685	0.050808309	0.24561403	1.15E-09	3
6927	0.81745404	0.82483387	0.8102051	1.05E-05	0.000173973	6.27E-07	0.054353836	2.78E-06	0.00019734	3.86E-08	0.014530389	0.074409851	0.002818482	0.242424238	0.02711864	0.163461534	1.51E-10	1
6929	0.8327216	0.83972824	0.825831	8.85E-06	0.000197609	3.91E-07	0.08573308	3.93E-06	0.000305505	5.07E-08	0.018374672	0.090450294	0.003719079	0.249999995	0.018404903	0.168888884	4.07E-10	2
6930	0.8469923	0.84589386	0.84809357	1.73E-05	0.000278703	1.06E-06	0.189585065	5.71E-06	0.000298651	1.09E-07	0.022342283	0.085152019	0.00583272	0.35820895	0.049999995	0.192592588	1.59E-09	2
6931	0.83451957	0.8348547	0.83418465	1.37E-05	0.000210698	8.81E-07	0.161978019	5.47E-06	0.000261415	1.14E-07	0.025051115	0.086446418	0.007215352	0.326203204	0.03225806	0.253731338	1.21E-09	3
6932	0.8276736	0.8286469	0.8267026	1.23E-05	0.000197838	7.58E-07	0.085075154	3.96E-06	0.000247527	6.34E-08	0.021983661	0.085929309	0.005614273	0.261682239	0.043887143	0.192139733	4.03E-10	2
6933	0.8253344	0.82654464	0.82412773	8.51E-06	9.90E-05	7.24E-07	0.102251634	3.79E-06	0.000163663	8.68E-08	0.018685265	0.065503419	0.00520811	0.238227142	0.027855148	0.204724405	2.75E-10	3
6937	0.8370684	0.8456864	0.8286242	1.53E-05	0.000326156	7.17E-07	0.102010645	6.96E-06	0.000517443	9.36E-08	0.017336326	0.089671695	0.003349183	0.26086956	0.040816322	0.163636359	5.24E-10	2
6938	0.8255567	0.83263683	0.818596	1.14E-05	0.000218236	5.89E-07	0.070655334	4.02E-06	0.000239115	6.63E-08	0.018130088	0.073087117	0.004452698	0.243589739	0.03225806	0.153846149	3.50E-10	2
6939	0.8379031	0.84905225	0.82704294	1.10E-05	0.000160392	7.54E-07	0.070314001	3.73E-06	0.000179238	7.76E-08	0.018031329	0.068200382	0.004754332	0.288524586	0.052805276	0.214953267	7.48E-10	2
6941	0.8300192	0.83978474	0.8204781	1.30E-05	0.000209187	8.06E-07	0.125427021	6.20E-06	0.000392475	9.77E-08	0.022260294	0.091808507	0.005397209	0.3148688	0.017595303	0.21100917	5.51E-10	2
6942	0.82318634	0.83266854	0.8139177	4.76E-06	7.15E-05	3.14E-07	0.058768269	2.83E-06	0.000152872	5.21E-08	0.018506905	0.067468641	0.005054007	0.219999996	0.040268452	0.182648398	1.96E-10	2
6943	0.83114755	0.8480064	0.814946	1.33E-05	0.000187268	9.45E-07	0.07935717	3.47E-06	0.000210576	5.71E-08	0.016126057	0.07644814	0.003386906	0.249999996	0.045161286	0.157635464	2.16E-10	1
6944	0.8268673	0.82748127	0.8262542	1.92E-05	0.000361864	1.02E-06	0.165127852	6.55E-06	0.000422601	1.02E-07	0.025312325	0.100679163	0.006362284	0.306878302	0.07446808	0.193050188	4.72E-10	3
6945	0.8428319	0.8548115	0.8311835	1.18E-05	0.000156914	8.84E-07	0.102943133	4.11E-06	0.000241812	6.98E-08	0.017388244	0.072280866	0.004167161	0.258258254	0.036253772	0.180257506	2.93E-10	2
6946	0.8225242	0.8205831	0.8244745	1.60E-05	0.00027447	9.26E-07	0.100481779	3.79E-06	0.000231109	6.22E-08	0.020524914	0.091592347	0.004589371	0.203488367	0.035087715	0.168776367	7.37E-10	3
6949	0.8381216	0.8463363	0.83006483	1.20E-05	0.000191147	7.58E-07	0.123003057	4.58E-06	0.0002631	7.95E-08	0.020337274	0.080190193	0.005146012	0.293103444	0.028901729	0.216666662	3.39E-10	3
6950	0.81999636	0.83073485	0.809532	6.53E-06	0.000111637	3.81E-07	0.036199456	3.03E-06	0.000238582	3.84E-08	0.017149695	0.082116161	0.003581378	0.160535113	0.020202016	0.132075468	7.94E-11	1
6957	0.8370682	0.84244096	0.83176357	1.34E-05	0.000226473	7.86E-07	0.126748152	6.29E-06	0.000352989	1.12E-07	0.023892027	0.090392734	0.006314985	0.277620392	0.028490024	0.226720643	9.04E-10	3
6958	0.82956755	0.8367181	0.8225383	1.01E-05	0.000176686	5.73E-07	0.0905886	5.42E-06	0.000306284	9.52E-08	0.020670329	0.085418348	0.00499846	0.25377643	0.018237077	0.193277306	9.15E-10	3
6959	0.8278889	0.83558196	0.82033634	1.10E-05	0.000133956	9.00E-07	0.09651052	2.97E-06	0.000141194	6.24E-08	0.019092661	0.073218988	0.004975643	0.228412251	0.022408959	0.176211449	8.41E-10	2
6960	0.82998514	0.8385015	0.82163996	6.15E-06	9.73E-05	3.86E-07	0.065912749	3.33E-06	0.000227582	4.82E-08	0.017163676	0.080347312	0.003658622	0.176829264	0.024539873	0.156682023	8.50E-10	2
6961	0.8398014	0.8413696	0.83823895	1.34E-05	0.000214563	8.31E-07	0.152001231	5.57E-06	0.000373547	8.29E-08	0.023913067	0.098037442	0.00583282	0.283544299	0.015267171	0.213235289	6.99E-10	3
6963	0.83491504	0.848769	0.8215061	7.32E-06	0.000101466	5.27E-07	0.062155906	3.18E-06	0.00018695	5.41E-08	0.012896073	0.05389151	0.003065995	0.246753242	0.019607839	0.207207203	6.31E-10	2
6964	0.82885367	0.8421765	0.8159458	8.30E-06	0.00011795	5.76E-07	0.0555952	2.99E-06	0.000168392	5.21E-08	0.015272424	0.065375078	0.003545788	0.212624581	0.040133775	0.144927532	4.45E-10	2
6965	0.84104156	0.8392622	0.8428286	2.72E-05	0.000464798	1.59E-06	0.151574845	8.20E-06	0.000455314	1.48E-07	0.024088969	0.096897004	0.005970028	0.283422455	0.043010748	0.178294569	2.35E-09	3
6967	0.83941793	0.8420211	0.8368308	1.34E-05	0.000179252	9.92E-07	0.157305826	5.38E-06	0.000253145	1.13E-07	0.020497715	0.077800126	0.005387004	0.286458328	0.047120414	0.17460317	7.17E-10	3
6968	0.8406357	0.8505337	0.83096546	1.49E-05	0.000204169	1.09E-06	0.154638788	3.69E-06	0.000229231	5.93E-08	0.019770475	0.079620288	0.004908068	0.28350515	0.020725384	0.223107565	4.71E-10	3
6969	0.82919765	0.83447224	0.8239893	1.05E-05	0.000162831	6.65E-07	0.127538251	3.40E-06	0.000181373	6.37E-08	0.015827383	0.069346496	0.003595202	0.280991731	0.027700826	0.189300407	4.56E-10	2
6970	0.8295001	0.8349358	0.8241347	8.01E-06	0.000171282	3.73E-07	0.101545823	3.38E-06	0.000287344	3.97E-08	0.01428368	0.074024848	0.002756149	0.243626058	0.011396007	0.167364012	1.92E-10	2
6971	0.8217793	0.8230075	0.8205548	1.25E-05	0.000205038	7.55E-07	0.085204562	3.14E-06	0.000237431	4.15E-08	0.02114699	0.088269173	0.005060108	0.226865667	0.018018013	0.168067222	1.95E-10	2
6972	0.83269364	0.83876485	0.8267097	1.36E-05	0.000219545	8.44E-07	0.107257631	5.07E-06	0.000314901	8.12E-08	0.019843071	0.081821572	0.004811239	0.241379306	0.017341036	0.15189873	5.21E-10	2
6974	0.8340211	0.8323235	0.8357257	2.23E-05	0.000441974	1.12E-06	0.145912952	9.55E-06	0.000755224	1.21E-07	0.029168058	0.12642673	0.006722741	0.264631038	0.040920711	0.167883207	6.44E-10	1
6975	0.8343917	0.84920657	0.8200849	1.79E-05	0.000297488	1.08E-06	0.058408969	4.10E-06	0.000270276	6.21E-08	0.021316543	0.088399706	0.005108238	0.232558135	0.013377922	0.176744182	6.58E-10	2
6979	0.8314942	0.8369983	0.826062	1.45E-05	0.000190232	1.10E-06	0.15619175	5.59E-06	0.000294115	1.06E-07	0.019516262	0.077288085	0.004891584	0.311345642	0.015915114	0.215999995	1.47E-09	3
6981	0.8217116	0.8222472	0.8211767	1.42E-05	0.000210087	9.47E-07	0.128372813	3.95E-06	0.000259305	6.01E-08	0.020542534	0.086990839	0.004832832	0.31791907	0.046511623	0.223999995	1.17E-10	2
6982	0.83581555	0.8414902	0.83021677	1.52E-05	0.000261846	8.79E-07	0.127663114	5.66E-06	0.000375026	8.54E-08	0.021640685	0.089325676	0.005242734	0.276836153	0.039772722	0.191999995	1.51E-10	3
6984	0.80817914	0.8112731	0.80510867	7.58E-06	0.000117219	4.89E-07	0.131782948	3.37E-06	0.000224014	5.07E-08	0.017862094	0.079988152	0.00398853	0.260651624	0.030226695	0.165289251	1.88E-10	1
6986	0.8326361	0.83665544	0.82865536	1.80E-05	0.000360767	8.94E-07	0.079782627	4.84E-06	0.000384841	6.10E-08	0.021409828	0.099339053	0.004608423	0.23602484	0.037499996	0.165217387	1.21E-09	3
6988	0.82631433	0.8277948	0.8248391	1.34E-05	0.000190433	9.40E-07	0.142369299	6.22E-06	0.000365636	1.06E-07	0.02333592	0.101780921	0.005320153	0.296296291	0.037234038	0.204918028	3.89E-10	2
6989	0.8429177	0.8465943	0.83927286	1.90E-05	0.000323148	1.11E-06	0.154665995	6.91E-06	0.000392149	1.22E-07	0.023542497	0.101664872	0.005435594	0.307692303	0.038674028	0.201550383	9.55E-10	3
6991	0.8284018	0.83526635	0.8216492	1.46E-05	0.000246127	8.64E-07	0.072410776	4.56E-06	0.000338816	6.14E-08	0.020886971	0.100359461	0.004339212	0.218068531	0.025078365	0.159292031	2.86E-10	1
6993	0.8329623	0.8554078	0.81166464	6.76E-06	0.000105798	4.28E-07	0.009597239	1.50E-06	8.92E-05	2.50E-08	0.011993203	0.049750439	0.002867076	0.168582372	0.015444012	0.128342243	1.61E-10	1
6995	0.8097026	0.808668	0.8107397	1.22E-05	0.000239407	6.18E-07	0.071170949	4.21E-06	0.000333901	5.30E-08	0.018260709	0.089934661	0.003644572	0.221538457	0.030959748	0.184210522	2.73E-10	1
6996	0.82879436	0.8394343	0.81842077	8.06E-06	0.000108211	5.90E-07	0.109469372	4.25E-06	0.000238742	7.58E-08	0.019232311	0.073356135	0.005006577	0.303030298	0.024390239	0.204651159	2.39E-10	2
6997	0.82836413	0.8408814	0.816214	1.15E-05	0.000219447	6.03E-07	0.055909993	4.05E-06	0.000319369	5.13E-08	0.015024674	0.076861248	0.002936992	0.235690232	0.040677962	0.168224295	3.48E-10	2
7000	0.83193433	0.84108055	0.82298493	1.73E-05	0.000283113	1.06E-06	0.074172146	4.57E-06	0.000262085	7.98E-08	0.019955298	0.075827142	0.00524884	0.23824451	0.01892744	0.229787229	2.40E-10	2
7001	0.835095	0.8430099	0.8273273	1.10E-05	0.00019756	6.05E-07	0.089258681	4.39E-06	0.000277565	6.92E-08	0.024639195	0.092582877	0.006511885	0.230547546	0.0173913	0.158590304	6.11E-10	2
7002	0.82313275	0.82879806	0.8175443	9.61E-06	0.00016075	5.65E-07	0.07925039	3.39E-06	0.000310255	3.68E-08	0.013332671	0.07246356	0.002441788	0.257668707	0.006172835	0.200873358	1.19E-10	2
7003	0.8307217	0.8302501	0.83119386	1.92E-05	0.000271659	1.34E-06	0.174033181	5.14E-06	0.000282733	9.25E-08	0.023697276	0.098306798	0.005704265	0.302266998	0.02025316	0.197718626	1.30E-09	3
7004	0.8434826	0.86598134	0.82212347	1.11E-05	0.000167201	7.30E-07	0.051020124	3.44E-06	0.000202948	5.84E-08	0.018641493	0.075973376	0.004551909	0.222972969	0.013605438	0.139303479	1.06E-09	2
7007	0.82383	0.8212419	0.8264345	7.28E-06	0.000131375	3.99E-07	0.111778976	3.16E-06	0.000243153	4.08E-08	0.015457793	0.07567105	0.003139697	0.26815642	0.022471905	0.179687495	1.46E-10	2
7008	0.83284914	0.8411124	0.82474667	1.20E-05	0.000207208	6.91E-07	0.073342128	3.68E-06	0.000205674	6.58E-08	0.020674553	0.083318054	0.005114699	0.19135802	0.031055896	0.151111107	6.13E-10	1
