cand id	BLEU	ROUGE-1	ROUGE-2	ROUGE-L	BERTScore_P	BERTScore_R	BERTScore_F1	bert_s+wms	bert_sms	bert_wms	elmo_s+wms	elmo_sms	elmo_wms	glove_s+wms	glove_sms	glove_wms	score
5978	0.013423096	0.211320752	0.022813685	0.153005462	0.8578831	0.8099575	0.8332317	0.00000304	0.000180753	6.04E-07	1.20E-06	0.000177326	1.55E-07	0.007999328	0.065978649	0.003364186	1
5979	0.15422082	0.26086956	0.056555265	0.189393934	0.8179324	0.8325504	0.82517666	0.00000335	0.000153315	8.19E-07	1.98E-06	0.000263197	2.72E-07	0.010893386	0.075575599	0.004926774	2
5980	0.04697066	0.201298697	0.013071891	0.171171167	0.81391674	0.8047818	0.80932343	0.00000168	8.28E-05	3.03E-07	1.18E-06	0.000142945	1.40E-07	0.00856881	0.056377805	0.003698471	1
5981	0.053226102	0.259136208	0.026755849	0.178403752	0.8007915	0.80512017	0.80294997	0.00000186	7.53E-05	3.96E-07	2.28E-06	0.000234718	2.86E-07	0.00669574	0.058971957	0.002497294	1
5982	0.117173257	0.288184433	0.034782604	0.189655168	0.8127353	0.81713855	0.814931	0.00000533	0.000282924	1.15E-06	2.39E-06	0.000320452	2.78E-07	0.009951461	0.084844051	0.00386042	2
5983	0.030186704	0.18947368	0.02120141	0.128078814	0.833264	0.8160415	0.8245628	0.00000218	8.84E-05	4.97E-07	1.46E-06	0.000154363	1.85E-07	0.008218208	0.062934966	0.003330245	1
5984	0.005851047	0.179687497	0.015748029	0.17297297	0.85668737	0.80740047	0.8313141	0.00000171	7.49E-05	3.46E-07	6.92E-07	8.27E-05	9.03E-08	0.00493979	0.03890419	0.002069297	1
5985	0.059395928	0.185185181	0.012422356	0.148148144	0.7982646	0.8003029	0.7992825	0.000000945	3.26E-05	2.44E-07	8.08E-07	7.96E-05	1.38E-07	0.005905657	0.045352733	0.002690486	0
5986	0.059714162	0.241830061	0.026315785	0.216216212	0.84241164	0.8226094	0.8323928	0.00000557	0.000206037	1.18E-06	1.05E-06	0.000141239	1.27E-07	0.006634162	0.056770719	0.002633914	2
5987	0.128421094	0.236263731	0.033149166	0.198412694	0.82064205	0.8252519	0.82294047	0.00000324	0.000164747	6.20E-07	1.57E-06	0.000197626	1.64E-07	0.012305307	0.073681476	0.005300283	3
5988	0.124181393	0.244274804	0.010230174	0.159999995	0.8155572	0.8290054	0.82222635	0.00000352	0.000175206	6.90E-07	2.65E-06	0.000280232	3.41E-07	0.010253567	0.06806166	0.004382716	3
5989	0.079011544	0.28478964	0.032573286	0.205607472	0.84804547	0.81765544	0.8325732	0.00000357	0.000160523	7.27E-07	1.97E-06	0.000214914	2.53E-07	0.008886167	0.056801317	0.003950227	1
5990	0.096545939	0.250712246	0.017191972	0.176470584	0.8326387	0.8201471	0.8263457	0.00000412	0.000164137	8.20E-07	1.52E-06	0.000192041	1.71E-07	0.009019672	0.06636171	0.003630786	3
5991	0.060879472	0.269360265	0.033898301	0.177339898	0.8556582	0.8229873	0.83900476	0.000006	0.000284136	1.14E-06	2.16E-06	0.000323067	2.36E-07	0.010237509	0.091209054	0.003901955	2
5992	0.027625003	0.18947368	0.02120141	0.163461534	0.82357997	0.81723976	0.8203976	0.00000252	0.000172393	5.06E-07	1.26E-06	0.000230122	1.19E-07	0.011069196	0.082007379	0.004449828	1
5993	0.111890555	0.283185836	0.029673586	0.206896547	0.83332866	0.8207691	0.82700115	0.00000334	0.000137544	7.06E-07	1.88E-06	0.000213383	2.31E-07	0.0096329	0.06899182	0.004037852	2
5994	0.074511312	0.232704398	0.00632911	0.191304343	0.82864106	0.81465054	0.82158625	0.00000346	0.000141606	6.69E-07	1.12E-06	0.000149272	1.24E-07	0.008707207	0.065684971	0.003490785	2
5995	0.080344616	0.270440247	0.044303793	0.203539819	0.8491384	0.8259245	0.83737063	0.00000386	0.000139803	7.97E-07	2.29E-06	0.000214513	3.03E-07	0.011861337	0.070044441	0.005381289	2
5996	0.056422487	0.210526312	0.019867545	0.150234738	0.8402572	0.8152633	0.82757163	0.00000398	0.000217901	8.33E-07	1.33E-06	0.000236749	1.50E-07	0.008096184	0.070305948	0.003261714	1
5997	0.067224149	0.237623758	0.033222587	0.174311922	0.8489044	0.8288099	0.8387368	0.00000368	0.000189154	6.48E-07	2.15E-06	0.000251367	2.59E-07	0.01077741	0.074575271	0.004515043	2
5998	0.014546947	0.203773582	0.030418248	0.17708333	0.84066164	0.8100321	0.8250627	0.00000265	0.000188534	5.70E-07	1.26E-06	0.000254897	1.25E-07	0.009664038	0.07752845	0.003934078	2
5999	0.001612297	0.145748985	0.032653059	0.124293783	0.8262736	0.80569506	0.81585455	0.0000011	9.54E-05	2.70E-07	5.10E-07	0.000128734	5.13E-08	0.004938914	0.0635831	0.001709465	1
6000	0.092296511	0.247058819	0.017751475	0.196721307	0.82998043	0.8263937	0.8281832	0.00000478	0.000221945	9.78E-07	2.63E-06	0.000293815	3.06E-07	0.012394323	0.075502155	0.005406376	2
6001	0.024469081	0.210909087	0.014652011	0.172588829	0.8356621	0.8131985	0.8242772	0.00000332	0.000106835	7.23E-07	1.07E-06	0.000124731	1.30E-07	0.008432388	0.066155367	0.003379304	1
6002	0.105668357	0.262195117	0.018404903	0.183406109	0.84164846	0.8253108	0.83339953	0.00000215	0.000125969	4.32E-07	1.40E-06	0.000174487	1.78E-07	0.008979077	0.065887947	0.003853215	2
6003	0.184281524	0.307304781	0.045569615	0.185873601	0.84634554	0.83827823	0.8422926	0.0000096	0.000447049	1.96E-06	3.71E-06	0.000371044	4.65E-07	0.019231069	0.098508386	0.009212339	3
6004	0.002402337	0.102766796	0	0.055865919	0.8109055	0.79539293	0.80307436	0.000000536	3.11E-05	1.06E-07	8.97E-07	0.000105836	1.27E-07	0.005928774	0.046287388	0.002510175	1
6005	0.141465724	0.276041662	0.020942403	0.181818177	0.8206397	0.820687	0.8206634	0.00000443	0.000160857	9.19E-07	2.57E-06	0.000211469	3.49E-07	0.013175556	0.064631708	0.00633409	3
6006	0.08146183	0.298013241	0.053333329	0.196261678	0.86429757	0.83000606	0.8468048	0.00000422	0.000187543	8.65E-07	2.01E-06	0.000247567	2.36E-07	0.010603388	0.069067198	0.004579392	2
6007	0.113215664	0.24501424	0.040114608	0.188524585	0.8495612	0.8326818	0.8410368	0.00000405	0.000212769	7.18E-07	1.76E-06	0.000239874	1.94E-07	0.010872261	0.079461748	0.004440093	3
6008	0.126748152	0.276836153	0.028409086	0.219409278	0.8271823	0.8222079	0.8246876	0.00000539	0.000157797	1.33E-06	2.49E-06	0.00022578	3.67E-07	0.010307112	0.064169959	0.004781797	1
6010	0.073632993	0.264516125	0.012987009	0.179245279	0.85746163	0.8272082	0.8420633	0.00000484	0.00025511	7.89E-07	2.14E-06	0.000259307	2.35E-07	0.012320179	0.075512614	0.005332466	1
6011	9.57E-06	0.060344826	0	0.048192769	0.8087544	0.7954923	0.80206853	0.0000054	0.000212184	1.09E-06	9.57E-07	0.000132707	9.89E-08	0.003406333	0.041411735	0.00106294	1
6012	0.033779559	0.161616158	0.006779657	0.126829264	0.8097894	0.79330987	0.80146486	0.00000147	5.55E-05	3.79E-07	9.59E-07	8.61E-05	1.53E-07	0.005385414	0.042832756	0.002300934	0
6013	0.005684772	0.163424122	0.023529409	0.17297297	0.84896326	0.81197655	0.8300581	0.00000255	0.000158517	4.59E-07	1.32E-06	0.000246149	1.49E-07	0.008000163	0.074305502	0.003126466	1
6014	0.136095685	0.284946232	0.027027022	0.21259842	0.8490343	0.8339301	0.84141445	0.00000527	0.000322995	1.11E-06	3.02E-06	0.000409977	3.78E-07	0.011356686	0.090103161	0.004807627	3
6015	0.093488231	0.248520705	0.0297619	0.173913039	0.8646087	0.8337957	0.84892267	0.00000464	0.000271281	8.52E-07	2.28E-06	0.000304583	2.45E-07	0.009954869	0.088200509	0.003674962	2
6016	0.177613269	0.312796204	0.033333328	0.242857138	0.8295322	0.8310636	0.8302972	0.0000035	0.000202138	7.08E-07	2.25E-06	0.000265521	3.04E-07	0.011363354	0.075206831	0.005077208	3
6017	0.04459591	0.250871076	0.035087715	0.194174753	0.8693079	0.82839525	0.8483586	0.00000443	0.000162362	8.73E-07	2.15E-06	0.000215891	2.56E-07	0.010362285	0.059158463	0.004593671	1
6018	0.050798565	0.248322144	0.020270266	0.123222745	0.82183754	0.807412	0.81456095	0.00000236	8.92E-05	5.07E-07	9.96E-07	0.000134699	1.21E-07	0.006969593	0.053170082	0.002872347	2
6019	0.036648209	0.231578944	0.049469961	0.160804016	0.852221	0.8151643	0.8332809	0.00000479	0.00023386	8.77E-07	1.95E-06	0.000254972	2.27E-07	0.009048879	0.068529647	0.00368196	1
6020	0.117100607	0.275862064	0.023121383	0.232931722	0.8419887	0.8310331	0.8364751	0.00000645	0.000322076	1.36E-06	2.07E-06	0.000271734	2.62E-07	0.01043131	0.080309296	0.004400463	2
6021	0.017371829	0.161172158	0.022140218	0.183673466	0.86031574	0.819911	0.83962756	0.00000379	0.000125902	7.65E-07	2.17E-06	0.000209136	2.66E-07	0.012929618	0.067288047	0.006053728	2
6022	0.100406579	0.249258156	0.023880592	0.146788987	0.8334228	0.8251309	0.8292561	0.00000279	0.000127051	6.23E-07	2.04E-06	0.000208465	3.01E-07	0.010253288	0.062522832	0.004926222	2
6023	0.140485587	0.282608691	0.027322399	0.158333329	0.84409666	0.832585	0.8383013	0.00000644	0.000388295	1.42E-06	2.75E-06	0.000374984	3.47E-07	0.01187146	0.086008856	0.005214934	2
6024	0.034166952	0.234042549	0.028571425	0.159999996	0.8338149	0.8162066	0.8249168	0.00000442	0.000186089	8.00E-07	1.66E-06	0.000188149	1.83E-07	0.009903036	0.074943551	0.00380171	1
6025	0.00972981	0.135849053	0.015209122	0.116402113	0.82133394	0.8055972	0.8133894	0.00000164	4.78E-05	3.55E-07	1.72E-06	0.000203635	1.89E-07	0.009362121	0.073050167	0.003616707	1
6026	0.16638981	0.327014213	0.023809519	0.235294113	0.83976996	0.8372008	0.83848345	0.00000338	0.00014748	7.17E-07	2.62E-06	0.000235777	3.79E-07	0.013395951	0.070358701	0.006613679	3
6027	0.17582846	0.315789469	0.030836999	0.198717944	0.82455504	0.8398077	0.83211154	0.00000429	0.000253942	8.73E-07	2.52E-06	0.000330213	2.93E-07	0.011759652	0.082382834	0.004955503	3
6028	0.03119438	0.144329893	0.013840827	0.163461534	0.8245195	0.8139867	0.8192193	0.00000276	6.98E-05	6.75E-07	7.64E-07	7.66E-05	1.02E-07	0.008353229	0.048817057	0.003824657	2
6029	0.070158587	0.233438481	0.031746027	0.174311922	0.8278614	0.8176082	0.8227028	0.00000367	0.000119128	7.67E-07	1.58E-06	0.000162717	1.90E-07	0.011554079	0.069227656	0.005083761	1
6030	0.161599138	0.308080803	0.025380706	0.205323189	0.84999853	0.8357151	0.84279627	0.00000582	0.000203372	1.19E-06	2.03E-06	0.000197369	2.55E-07	0.012405835	0.07153394	0.005598653	3
6031	0.162942716	0.310077514	0.041558437	0.21886792	0.83169293	0.8373714	0.83452255	0.00000563	0.000262248	1.09E-06	3.20E-06	0.000324343	3.60E-07	0.01352765	0.081770731	0.005586223	3
6032	0.031944646	0.204225348	0.021276592	0.163461534	0.85035354	0.8209109	0.83537287	0.00000204	7.74E-05	4.04E-07	1.44E-06	0.000150081	1.82E-07	0.011377158	0.071056465	0.005055613	2
6033	0.181239293	0.310344823	0.039603955	0.238596486	0.8263232	0.83778876	0.83201647	0.00000623	0.000228806	1.40E-06	3.04E-06	0.000247186	4.14E-07	0.01238793	0.069702762	0.005658258	3
6034	0.101767586	0.223495697	0.017291062	0.145748983	0.82202977	0.82060915	0.8213188	0.00000434	0.000207193	9.71E-07	2.03E-06	0.000308051	2.22E-07	0.009852304	0.076872207	0.003980721	2
6035	0.045854656	0.204620458	0.006644514	0.149532706	0.8234947	0.81265396	0.8180384	0.00000171	0.000113745	3.24E-07	7.39E-07	0.000136891	8.52E-08	0.006709342	0.059199606	0.002681011	1
6036	0.136884051	0.27493261	0.027100266	0.171206221	0.8212816	0.8288433	0.82504517	0.00000411	0.000137353	8.62E-07	2.76E-06	0.000234233	3.61E-07	0.012965352	0.06563533	0.006086311	2
6037	0.048714345	0.245733784	0.034364257	0.201923073	0.85353655	0.82218134	0.83756566	0.00000475	0.000250051	9.26E-07	1.88E-06	0.000215213	2.50E-07	0.008534195	0.068031209	0.003582406	2
6038	0.101195939	0.242253516	0.028328607	0.168674694	0.78247917	0.8107317	0.79635495	0.00000235	7.34E-05	5.78E-07	1.67E-06	0.000182575	2.32E-07	0.006750782	0.054937945	0.002730488	2
6039	0.090703737	0.240963851	0.02424242	0.190476186	0.8232013	0.8192519	0.8212218	0.00000313	0.00013548	6.79E-07	1.41E-06	0.000189615	1.79E-07	0.00753895	0.059829195	0.003166275	1
6040	0.055218898	0.260869561	0.026936023	0.210526312	0.8457317	0.82354116	0.8344889	0.00000725	0.000268176	1.43E-06	2.51E-06	0.000297056	2.68E-07	0.010676746	0.082337867	0.00403635	1
6041	0.006969928	0.162162159	0.015564199	0.148936167	0.83128107	0.8040204	0.8174235	0.00000247	0.000110317	5.03E-07	1.09E-06	0.000136869	1.42E-07	0.006013395	0.055947512	0.002373547	2
6042	0.099583698	0.286604357	0.025078365	0.215517237	0.8528975	0.83551985	0.84411925	0.00000951	0.000452907	1.85E-06	3.05E-06	0.00037649	3.55E-07	0.013309861	0.092404056	0.005595207	2
6043	0.024937232	0.226277369	0.036764702	0.212121208	0.86474013	0.8233003	0.8435115	0.00000332	0.000158597	6.15E-07	1.93E-06	0.000229017	2.35E-07	0.009563986	0.073838182	0.003853959	1
6044	1.73E-06	0.08695652	0.017543858	0.097560974	0.8598257	0.7955794	0.82645583	0.00000122	3.42E-05	3.00E-07	6.57E-07	6.39E-05	9.57E-08	0.003656817	0.031623062	0.001480165	2
6045	0.08952235	0.280373827	0.025078365	0.232142853	0.82874113	0.8225734	0.82564574	0.00000424	0.000154391	8.88E-07	2.23E-06	0.000232485	2.93E-07	0.01219096	0.073290893	0.005557476	2
6046	0.073747074	0.22641509	0.025316451	0.150442473	0.82850623	0.8194173	0.8239367	0.00000328	0.000167189	6.12E-07	1.15E-06	0.00014189	1.27E-07	0.010250336	0.071344284	0.004186325	1
6047	0.023969338	0.142348751	0.014336914	0.104712039	0.8284009	0.80086046	0.81439793	0.00000214	8.50E-05	5.27E-07	7.22E-07	7.48E-05	1.20E-07	0.005733493	0.041886	0.002705707	1
6048	0.106648164	0.262390666	0.035190611	0.209205016	0.83992034	0.82446164	0.8321192	0.00000329	0.000107424	8.03E-07	1.57E-06	0.000162677	2.31E-07	0.009585325	0.058062167	0.004579628	1
6049	0.015830527	0.16296296	0.03731343	0.12307692	0.84516615	0.81355345	0.8290586	0.00000368	0.000201527	5.89E-07	1.15E-06	0.000215254	9.76E-08	0.007878871	0.072130113	0.002752731	1
6050	0.138183237	0.290909086	0.036496346	0.239999995	0.82931715	0.8357813	0.8325367	0.00000617	0.000300974	1.25E-06	2.90E-06	0.000311593	3.85E-07	0.014329509	0.07984405	0.006828977	3
6051	0.137662551	0.288888884	0.03910614	0.21259842	0.8385819	0.8279779	0.8332462	0.00000426	0.000139532	9.44E-07	2.50E-06	0.000227334	3.25E-07	0.011210287	0.069635673	0.004908512	1
6052	0.093529973	0.221606643	0.016713087	0.159663861	0.8020309	0.8082926	0.8051496	0.00000381	0.000146233	8.69E-07	1.94E-06	0.000274407	2.28E-07	0.009524456	0.073859434	0.003898896	2
6053	0.017055494	0.191881915	0.007434941	0.105820103	0.8320503	0.8055432	0.8185822	0.00000382	0.000140061	8.10E-07	1.86E-06	0.00026997	1.83E-07	0.010586988	0.080591216	0.004139234	1
6054	0.042088195	0.235294114	0.020905919	0.172588829	0.8513853	0.8129974	0.8317486	0.00000197	0.000156609	4.34E-07	1.61E-06	0.000304379	1.61E-07	0.007769558	0.076509151	0.002864373	1
6055	0.13759281	0.31791907	0.052325577	0.262008729	0.8436924	0.82260615	0.83301586	0.00000194	6.93E-05	4.84E-07	1.29E-06	0.000127191	2.10E-07	0.009016292	0.048870556	0.004599552	2
6056	0.068919238	0.234920631	0.012779548	0.156682023	0.84650254	0.8218669	0.8340028	0.00000246	0.000135971	4.22E-07	1.56E-06	0.000206157	1.61E-07	0.00858632	0.06766506	0.003266269	1
6057	0.137622083	0.271468139	0.027855148	0.178137647	0.83697283	0.8279975	0.83246094	0.00000478	0.000317225	8.30E-07	1.87E-06	0.00026198	2.14E-07	0.011176827	0.078817661	0.004759762	3
6058	0.098156243	0.226086952	0.034985418	0.157205236	0.82774734	0.8148201	0.82123286	0.00000391	0.00015248	8.52E-07	1.49E-06	0.000184459	1.88E-07	0.008440739	0.059199253	0.003580287	2
6059	0.004040863	0.117647056	0.031620551	0.086956519	0.82119566	0.81233114	0.8167393	0.00000249	0.000141675	5.86E-07	1.34E-06	0.000259942	1.32E-07	0.008675561	0.089688116	0.00313057	1
6060	0.010777526	0.140740737	0	0.116402113	0.81730694	0.80045635	0.80879384	0.00000261	7.66E-05	6.21E-07	8.91E-07	8.77E-05	1.22E-07	0.006137929	0.050240771	0.002432102	1
6061	0.17291701	0.314655167	0.030303025	0.222222217	0.8238722	0.8319445	0.82788867	0.00000654	0.000337561	1.44E-06	3.87E-06	0.00038348	4.83E-07	0.015868803	0.091343783	0.007122339	3
6062	0.042467574	0.208754205	0.006779657	0.185185181	0.8271025	0.81630576	0.8216686	0.00000223	0.000119948	4.76E-07	8.91E-07	0.000139211	1.09E-07	0.007153902	0.065063575	0.002832837	1
6063	0.080151656	0.228395057	0.012422356	0.173913039	0.8323723	0.8216228	0.82696265	0.00000623	0.000239227	1.08E-06	2.13E-06	0.000275094	2.03E-07	0.011358132	0.072425562	0.004592414	2
6064	0.063168782	0.2745098	0.046052627	0.189573456	0.8438482	0.8190229	0.83125025	0.00000378	0.000175004	7.80E-07	1.39E-06	0.000168087	1.87E-07	0.008737557	0.059878156	0.003974896	2
6065	0.083713809	0.245398768	0.024691354	0.162162158	0.84337795	0.8252562	0.8342187	0.0000024	0.000110074	4.96E-07	1.48E-06	0.000178048	1.99E-07	0.00754028	0.055697926	0.003249461	2
6066	0.032755024	0.190140841	0.035460989	0.145077717	0.8144718	0.8058205	0.810123	0.00000196	7.57E-05	4.68E-07	1.17E-06	0.000141638	1.66E-07	0.007083755	0.054796601	0.003046931	1
6067	0.024797995	0.199999996	0.007194241	0.159999996	0.8401336	0.814672	0.8272069	0.00000277	9.80E-05	5.17E-07	1.90E-06	0.000206345	2.05E-07	0.010198593	0.069477085	0.004075162	1
6068	0.039517897	0.232394362	0.021276592	0.208530802	0.84628546	0.82729113	0.8366805	0.0000045	0.000163469	1.05E-06	1.41E-06	0.000165194	2.03E-07	0.010456703	0.057446981	0.005151613	2
6069	0.112985467	0.294117642	0.029585794	0.174672485	0.8439239	0.8197371	0.83165467	0.00000234	9.74E-05	5.27E-07	2.17E-06	0.000212602	2.82E-07	0.009918499	0.063929324	0.004315991	2
6070	0.072819042	0.267973852	0.032894733	0.235294113	0.84083945	0.8218936	0.83125854	0.00000784	0.000408392	1.57E-06	3.07E-06	0.00043438	3.18E-07	0.010964332	0.090075002	0.004148556	2
6071	0.086409959	0.273885346	0.051282047	0.181818177	0.85287386	0.83010334	0.8413345	0.00000541	0.000238845	1.10E-06	1.33E-06	0.000192812	1.61E-07	0.008021184	0.060655175	0.003422592	2
6072	0.060824934	0.228013025	0.026229504	0.175115203	0.8552476	0.8280875	0.8414485	0.00000276	8.66E-05	5.96E-07	1.39E-06	0.000119727	1.87E-07	0.008613894	0.049541182	0.003908104	2
6073	0.11937213	0.247368416	0.031746027	0.179104473	0.83055896	0.82978714	0.83017284	0.00000297	0.000151165	5.83E-07	2.14E-06	0.000256105	2.64E-07	0.009484704	0.068669879	0.003989997	2
6074	0.029319796	0.191489358	0.021428568	0.182741113	0.8519137	0.8215045	0.8364328	0.00000228	8.97E-05	5.92E-07	7.31E-07	8.69E-05	1.22E-07	0.005765704	0.037428479	0.002863661	2
6075	0.184405667	0.276923072	0.030905072	0.182389932	0.81884474	0.8392778	0.8289354	0.00000566	0.000251424	1.38E-06	3.22E-06	0.000358668	4.19E-07	0.015190281	0.092828239	0.006888536	3
6076	0.160107955	0.305825238	0.029268288	0.214559382	0.8176536	0.82040226	0.81902564	0.00000282	0.000106401	6.45E-07	1.69E-06	0.000182146	2.23E-07	0.012858561	0.070164098	0.006160577	2
6077	0.062403877	0.220064721	0.026058628	0.14705882	0.8338249	0.8081819	0.8208031	0.00000233	0.000137368	4.59E-07	1.81E-06	0.000256556	2.07E-07	0.00915602	0.074981422	0.003650705	1
6078	0.057738156	0.274914085	0.034602072	0.207920788	0.8608239	0.8173167	0.83850634	0.00000402	0.000192286	7.44E-07	1.45E-06	0.000187577	1.65E-07	0.008147103	0.063664558	0.003217468	2
6079	0.124750747	0.293255127	0.023598815	0.211864402	0.838407	0.8299692	0.83416677	0.00000704	0.000273928	1.51E-06	3.10E-06	0.000320196	3.99E-07	0.01372164	0.08128692	0.006243375	3
6080	0.102495604	0.290030207	0.018237077	0.169642853	0.84009767	0.82555723	0.83276397	0.00000522	0.000257778	9.74E-07	1.98E-06	0.000229864	2.44E-07	0.009738027	0.0672535	0.004158524	2
6081	0.004503681	0.149606297	0.031746029	0.089385472	0.85014856	0.80732685	0.82818455	0.00000309	0.000145354	5.55E-07	1.13E-06	0.000129973	1.30E-07	0.007433495	0.064306374	0.002784257	2
6082	0.033654484	0.190140841	0.021276592	0.150753765	0.84911335	0.8147384	0.8315708	0.00000281	0.00018354	4.69E-07	1.34E-06	0.000235276	1.42E-07	0.008530728	0.078525899	0.003261633	1
6083	0.000793835	0.081300811	0.01639344	0.111111108	0.8390112	0.80243784	0.8203171	0.00000205	8.69E-05	3.62E-07	9.49E-07	0.000135562	9.41E-08	0.008012422	0.059904772	0.003127516	1
6084	0.071013478	0.218749996	0.01886792	0.159999996	0.82961226	0.82001776	0.8247871	0.00000328	0.000154177	7.14E-07	1.39E-06	0.000204661	1.54E-07	0.007663797	0.062762392	0.003025221	3
6085	0.154787918	0.269767437	0.014018687	0.157534242	0.82370275	0.83344597	0.82854575	0.00000376	0.000256046	7.66E-07	2.65E-06	0.000371858	2.74E-07	0.013998634	0.099719058	0.005710397	3
6086	0.046620987	0.222222218	0.020338979	0.179245279	0.835244	0.8138305	0.8243982	0.0000041	0.000177196	9.06E-07	1.59E-06	0.000244601	1.86E-07	0.010308331	0.077670058	0.004363765	1
6087	0.050322509	0.254295529	0.041522487	0.223300967	0.8468519	0.82122517	0.83384174	0.00000405	0.000161803	8.22E-07	2.22E-06	0.000213042	3.04E-07	0.012191396	0.070444439	0.005669666	2
6088	0.103978188	0.208955219	0.030030025	0.157894732	0.83652925	0.8276809	0.8320816	0.00000488	0.000140085	1.11E-06	2.24E-06	0.000132081	3.80E-07	0.009232467	0.048929502	0.004375425	2
6089	0.113391608	0.265957442	0.005347589	0.202898546	0.8128053	0.816639	0.81471765	0.00000283	0.000154596	5.38E-07	2.04E-06	0.000280302	2.10E-07	0.007470236	0.071838627	0.00261251	3
6090	0.05755572	0.253333329	0.020134224	0.168224295	0.84720105	0.8179296	0.8323081	0.00000224	0.000124758	4.72E-07	1.62E-06	0.000203346	1.98E-07	0.01170859	0.077270305	0.005129745	1
6091	0.119010939	0.277456643	0.029069763	0.176470584	0.8435994	0.8310826	0.8372943	0.00000329	0.000199768	7.79E-07	1.92E-06	0.000235836	2.36E-07	0.011188606	0.079408701	0.004753706	3
6092	0.007598703	0.176245208	0.015444012	0.169312166	0.8346791	0.8092767	0.8217817	0.00000184	9.12E-05	3.75E-07	9.27E-07	0.000123158	1.34E-07	0.007304287	0.055187586	0.003312464	1
6093	0.002655199	0.159362547	0.016064254	0.144444442	0.84479	0.8062256	0.82505745	0.00000374	0.000168392	7.61E-07	1.46E-06	0.000185152	1.65E-07	0.007852616	0.065477875	0.00296297	1
6094	0.102075533	0.272997028	0.023880592	0.212389376	0.8599702	0.83258265	0.84605485	0.00000359	0.000164041	6.71E-07	1.92E-06	0.000193564	2.51E-07	0.011764302	0.067153695	0.005426131	1
6095	0.175964937	0.314159287	0.035555551	0.224422437	0.8357014	0.84040093	0.8380446	0.00000482	0.000235611	1.06E-06	3.45E-06	0.000333844	4.68E-07	0.01746505	0.085194522	0.008720645	3
6096	0.086895084	0.22629969	0.02461538	0.179487175	0.81530046	0.8297728	0.822473	0.00000446	0.000177643	9.22E-07	1.45E-06	0.000188696	1.66E-07	0.01213674	0.074055793	0.005357277	2
6097	0.0044787	0.157480312	0.015873013	0.14285714	0.84234834	0.8085145	0.8250847	0.00000267	0.000213227	7.56E-07	1.25E-06	0.000199792	1.43E-07	0.008104964	0.094679922	0.002877731	1
6098	0.110571965	0.282420745	0.028985503	0.176470584	0.8381282	0.82701963	0.83253694	0.00000175	0.000105664	3.39E-07	1.37E-06	0.000163721	1.87E-07	0.007109883	0.052778665	0.003082103	3
6099	0.008662783	0.134831457	0.007547167	0.131313128	0.79765236	0.7959328	0.7967916	0.00000103	3.53E-05	2.65E-07	5.76E-07	8.71E-05	7.51E-08	0.00460743	0.046690081	0.001799275	1
6100	0.12489121	0.250639381	0.025706936	0.176923072	0.8229139	0.82315004	0.8230319	0.00000327	0.000230575	7.22E-07	2.44E-06	0.000433463	2.55E-07	0.013336594	0.09898794	0.005532413	2
6101	0.080151656	0.249240117	0.036697243	0.157894732	0.8087173	0.81192446	0.8103177	0.0000035	0.000151854	8.32E-07	1.28E-06	0.000157595	1.76E-07	0.007165783	0.060568051	0.00293236	2
6102	0.105442901	0.249999995	0.028571424	0.185654004	0.8301595	0.82074046	0.8254231	0.00000243	0.000103698	5.18E-07	1.83E-06	0.000226528	2.27E-07	0.00893956	0.066040326	0.003765939	2
6103	0.131833995	0.261580377	0.016438351	0.152610437	0.83992624	0.82832086	0.8340832	0.00000369	0.000180704	8.93E-07	1.93E-06	0.000312062	2.45E-07	0.009838929	0.076001856	0.004287483	2
6104	0.002070407	0.103585655	0.024096383	0.087431691	0.81384504	0.79840976	0.80605346	0.00000293	0.00012697	6.10E-07	1.30E-06	0.000229181	1.23E-07	0.006979817	0.063275836	0.002545092	1
6105	0.148194178	0.272321424	0.026905825	0.21548821	0.8274398	0.831673	0.829551	0.00000559	0.000191075	1.25E-06	2.74E-06	0.000215571	4.09E-07	0.012146379	0.058880484	0.00607059	3
6106	0.029652934	0.143344706	0	0.133333329	0.81703526	0.81504714	0.8160399	0.00000267	0.00011094	5.61E-07	1.09E-06	0.000157925	1.38E-07	0.004673194	0.047378781	0.001799455	1
6107	0.090235544	0.212290498	0.016853928	0.127999995	0.81137145	0.8214603	0.8163847	0.00000303	0.00011001	6.62E-07	1.23E-06	0.00014756	1.49E-07	0.00982552	0.06844575	0.00411895	2
6108	0.027242221	0.185714282	0.02158273	0.144329893	0.80212164	0.80671597	0.80441225	0.00000358	0.000181386	6.49E-07	1.11E-06	0.000123052	1.31E-07	0.008372889	0.071001834	0.003139353	1
6109	0.126787903	0.337209298	0.040935668	0.189189185	0.83239174	0.82107866	0.8266965	0.00000317	0.000188895	6.49E-07	1.30E-06	0.00017565	1.49E-07	0.008697489	0.065713464	0.003564646	2
6110	0.071647668	0.205607472	0.018808773	0.148148144	0.83246875	0.8175046	0.82491875	0.00000198	9.37E-05	4.27E-07	1.15E-06	0.00012202	1.58E-07	0.009012595	0.058659853	0.004050091	2
6111	0.08339393	0.256880729	0.018461534	0.181818177	0.8310534	0.82428074	0.82765317	0.00000472	0.000222329	9.74E-07	1.99E-06	0.000279023	2.35E-07	0.008632142	0.072776284	0.003415666	2
