cand id	bleu	R1f	R1p	R1r	R2f	R2p	R2r	RLf	RLp	RLr	glove_wms	glove_sms	glove_s+wms	elmo_wms	elmo_sms	elmo_s+wms	bert_wms	bert_sms	bert_s+wms	bertscore-p	bertscore-r	bertscore-f1	SentBERT	score
57	0.021388902	0.3368421	0.372093023	0.307692308	0.129032253	0.142857143	0.117647059	0.347826082	0.5	0.266666667	0.002274249	0.060713685	0.011750661	2.11E-08	0.000173572	1.91E-06	4.33E-07	0.000279524	1.11E-05	0.8702508	0.8444547	0.8571588	3.64E-11	0.4
58	0.014938122	0.159999995	0.176470588	0.146341463	0	0	0	0.153846149	0.172413793	0.138888889	0.003639652	0.052230802	0.013868413	2.30E-08	6.06E-05	1.18E-06	6.77E-07	0.000164705	1.06E-05	0.8429803	0.8242334	0.83350146	9.96E-11	0.8
59	0.013436925	0.208333329	0.144927536	0.37037037	0.085106379	0.058823529	0.153846154	0.202247187	0.142857143	0.346153846	0.007000552	0.084120449	0.024401133	8.12E-08	0.000188724	3.95E-06	2.40E-06	0.000415532	3.17E-05	0.869014	0.8776854	0.8733282	9.95E-10	1
60	0	0.206185562	0.243902439	0.178571429	0.147368416	0.175	0.127272727	0.260869561	0.346153846	0.209302326	0.00568139	0.041213097	0.015357047	2.99E-08	0.000101327	1.74E-06	1.43E-06	0.000436857	2.50E-05	0.86892045	0.828421	0.84818757	8.25E-11	0.4
61	0.013589921	0.206896547	0.176470588	0.25	0.071428567	0.060606061	0.086956522	0.235294113	0.206896552	0.272727273	0.003251313	0.054535568	0.013315872	6.20E-09	0.000109709	8.25E-07	6.11E-07	0.000388	1.54E-05	0.83639455	0.8683019	0.8520497	2.43E-09	0.6
62	0.010476765	0.262773718	0.197802198	0.391304348	0.07407407	0.055555556	0.111111111	0.252252248	0.205882353	0.325581395	0.005847764	0.067114784	0.019810884	3.86E-08	0.000236322	3.02E-06	6.79E-07	0.000115536	8.87E-06	0.83511126	0.88057953	0.8572429	2.40E-10	0.2
63	0.006085034	0.319327727	0.234567901	0.5	0.136752132	0.1	0.216216216	0.314606737	0.229508197	0.5	0.008732529	0.096386022	0.030447375	1.06E-07	0.000275187	6.08E-06	3.37E-06	0.000465725	4.32E-05	0.8342204	0.87436044	0.85381895	1.61E-09	0.2
64	0.006004166	0.405797097	0.368421053	0.451612903	0.191176466	0.173333333	0.213114754	0.40366972	0.35483871	0.468085106	0.02172122	0.126769099	0.052498687	1.09E-06	0.001466505	3.99E-05	6.58E-06	0.000926034	7.83E-05	0.8943426	0.9061115	0.9001885	1.37E-08	1
65	0.021907515	0.344086017	0.380952381	0.31372549	0.131868127	0.146341463	0.12	0.405405401	0.555555556	0.319148936	0.007510586	0.055950713	0.020499332	2.00E-07	0.000134739	5.19E-06	2.40E-06	0.000512264	3.50E-05	0.89843184	0.8833136	0.8908086	4.43E-10	0.4
66	0	0.255813949	0.305555556	0.22	0.071428567	0.085714286	0.06122449	0.294117642	0.384615385	0.238095238	0.005242949	0.076474865	0.020107532	3.78E-08	0.0001091	2.03E-06	5.80E-07	0.000236317	1.17E-05	0.8650967	0.84809697	0.8565124	2.90E-09	0.2
67	0.008328571	0.372413788	0.490909091	0.3	0.209790205	0.277777778	0.168539326	0.370370365	0.416666667	0.333333333	0.013343528	0.113185615	0.038862547	3.74E-07	0.000362733	1.16E-05	1.26E-05	0.001943398	0.000156654	0.9069384	0.89914703	0.9030259	9.28E-09	1
68	0.009769384	0.268292678	0.234042553	0.314285714	0.049999995	0.043478261	0.058823529	0.277777773	0.243902439	0.322580645	0.008067736	0.081671324	0.025669084	1.83E-08	0.000128077	1.53E-06	9.79E-07	0.000281778	1.66E-05	0.85067505	0.87812126	0.8641803	1.02E-08	0.4
69	0	0.160919535	0.166666667	0.155555556	0.023529407	0.024390244	0.022727273	0.171428567	0.214285714	0.142857143	0.002287433	0.048328796	0.010516167	6.07E-09	3.02E-05	4.28E-07	1.90E-07	4.77E-05	3.05E-06	0.8415139	0.83381	0.8376442	3.76E-10	0.4
70	0.011547924	0.524390239	0.524390244	0.524390244	0.370370365	0.37037037	0.37037037	0.475409831	0.46031746	0.491525424	0.02899678	0.129992511	0.061412138	5.40E-06	0.00120693	8.07E-05	5.05E-06	0.000909288	6.78E-05	0.89848006	0.8928426	0.8956524	3.74E-08	1
71	0	0.226804119	0.244444444	0.211538462	0.042105258	0.045454545	0.039215686	0.246153842	0.363636364	0.186046512	0.005980836	0.076609269	0.021567749	4.14E-08	0.000144819	2.45E-06	6.99E-07	0.000289233	1.42E-05	0.86975044	0.8411662	0.85521954	9.51E-10	0
72	0.011121519	0.210526311	0.195121951	0.228571429	0.026666662	0.024691358	0.028985507	0.212121207	0.205882353	0.21875	0.005711592	0.105174734	0.02466007	7.09E-09	0.000142326	1.00E-06	7.61E-07	0.00039861	1.74E-05	0.818612	0.82285166	0.82072634	1.26E-10	0.6
73	0.029308152	0.05797101	0.041666667	0.095238095	0	0	0	0.079999995	0.068965517	0.095238095	0.001897621	0.049699698	0.009711396	1.16E-08	8.72E-05	1.00E-06	1.91E-07	0.000106976	4.52E-06	0.85210943	0.83562267	0.8437855	1.12E-10	0.6
74	0	0.392638032	0.329896907	0.484848485	0.149068318	0.125	0.184615385	0.347826082	0.296296296	0.421052632	0.020033367	0.143500041	0.053617068	1.34E-07	0.000372825	7.07E-06	1.00E-05	0.001054981	0.000102901	0.8556624	0.8900991	0.8725411	2.51E-09	0.6
75	0.020422014	0.306122444	0.326086957	0.288461538	0.083333328	0.088888889	0.078431373	0.320987649	0.371428571	0.282608696	0.01434758	0.075323274	0.03297179	2.89E-07	0.000121327	5.95E-06	1.72E-06	0.000202927	1.91E-05	0.87306917	0.888388	0.88066196	1.50E-09	0.8
76	0	0.268907558	0.225352113	0.333333333	0.051282046	0.042857143	0.063829787	0.174999995	0.170731707	0.179487179	0.024471483	0.08883058	0.046624205	1.46E-07	0.000249721	6.05E-06	2.58E-06	0.000542815	3.77E-05	0.8105421	0.8642701	0.83654433	5.84E-09	0.6
77	0.021907515	0.374999995	0.357142857	0.394736842	0.2051282	0.195121951	0.216216216	0.351351346	0.333333333	0.371428571	0.007968514	0.079714518	0.025203286	1.50E-07	0.000204769	5.54E-06	2.30E-06	0.000594937	3.70E-05	0.86115855	0.870529	0.8658184	5.92E-10	0.2
78	0.01169742	0.315068488	0.2875	0.348484848	0.055555551	0.050632911	0.061538462	0.249999995	0.237288136	0.264150943	0.007496228	0.092274187	0.026300354	6.81E-08	0.000200255	3.69E-06	1.08E-06	0.000380806	2.04E-05	0.8567118	0.859044	0.8578763	1.41E-10	0
79	0	0.166666662	0.131578947	0.227272727	0.103448271	0.081081081	0.142857143	0.178571424	0.142857143	0.238095238	0.0013984	0.02839449	0.006301338	2.09E-08	3.93E-05	9.07E-07	3.08E-07	6.37E-05	4.43E-06	0.82907784	0.86424845	0.8462979	2.30E-11	0.4
80	0.006085034	0.328124995	0.276315789	0.403846154	0.111111106	0.093333333	0.137254902	0.333333328	0.290322581	0.391304348	0.013073977	0.091211381	0.034552574	2.14E-07	0.000217673	6.82E-06	2.70E-06	0.000484428	3.63E-05	0.8640351	0.88742	0.8755715	4.61E-10	0.6
81	0.005238383	0.356687893	0.32183908	0.4	0.167741931	0.151162791	0.188405797	0.335877858	0.309859155	0.366666667	0.025327858	0.115064966	0.054068895	8.82E-07	0.000744457	2.57E-05	4.25E-06	0.000525758	4.73E-05	0.88056767	0.8986091	0.8894969	6.59E-09	0.8
82	0.012336223	0.262295077	0.213333333	0.340425532	0.099999995	0.081081081	0.130434783	0.291666662	0.254545455	0.341463415	0.009098424	0.112786771	0.032049031	7.50E-08	0.000247225	4.31E-06	2.98E-06	0.000483345	3.80E-05	0.8595593	0.87818	0.86876994	1.19E-09	0.8
83	0.023394839	0.363636359	0.278481013	0.523809524	0.252100836	0.192307692	0.365853659	0.385321096	0.308823529	0.512195122	0.015817809	0.062930045	0.031559552	1.49E-06	0.000616689	3.05E-05	9.22E-06	0.000763932	8.40E-05	0.83074987	0.8960361	0.86215883	1.00E-07	0.4
84	0.028687786	0.083333328	0.092592593	0.075757576	0	0	0	0.097560971	0.153846154	0.071428571	0.001126358	0.06086041	0.008279533	4.33E-09	8.96E-05	6.23E-07	1.91E-07	0.000134276	5.07E-06	0.8191979	0.8021222	0.8105702	4.36E-11	0.2
85	0.005299832	0.169491521	0.11627907	0.3125	0	0	0	0.187499996	0.138461538	0.290322581	0.004109155	0.079141144	0.018033392	2.77E-08	0.000196827	2.33E-06	1.61E-06	0.000420798	2.61E-05	0.8413686	0.8614158	0.8512742	8.23E-09	0.6
86	0.011121519	0.529032253	0.488095238	0.577464789	0.379084962	0.34939759	0.414285714	0.566666662	0.576271186	0.557377049	0.042771058	0.156999872	0.081945403	9.34E-07	0.00087293	2.85E-05	1.52E-05	0.002465599	0.000193621	0.8801592	0.8991357	0.8895462	1.43E-07	-0.2
87	0.025637324	0.365217387	0.583333333	0.265822785	0.159292031	0.257142857	0.115384615	0.376237619	0.575757576	0.279411765	0.008779404	0.056095917	0.022231309	1.09E-07	7.64E-05	2.89E-06	1.59E-06	0.000217357	1.86E-05	0.90971905	0.8472286	0.8773625	5.33E-10	-0.6
88	0	0.190476185	0.184615385	0.196721311	0.064516124	0.0625	0.066666667	0.172043006	0.19047619	0.156862745	0.003457638	0.050018038	0.013303097	3.46E-09	1.83E-05	2.56E-07	1.44E-07	3.99E-05	2.41E-06	0.7926633	0.8056953	0.7991261	8.52E-10	-1
89	0	0.499999995	0.606060606	0.425531915	0.282051277	0.34375	0.239130435	0.531249995	0.739130435	0.414634146	0.029539681	0.111428045	0.057372042	2.89E-06	0.000915074	5.14E-05	2.66E-05	0.002100522	0.000236437	0.92499894	0.89521056	0.90986097	1.20E-08	0
90	0.009174215	0.283018863	0.288461538	0.277777778	0.019230764	0.019607843	0.018867925	0.23913043	0.244444444	0.234042553	0.011851167	0.068388626	0.02882993	1.11E-07	0.000145273	4.04E-06	1.35E-06	0.000177566	1.56E-05	0.87560105	0.87625176	0.8759263	1.07E-09	0.2
91	0.011813053	0.269662916	0.307692308	0.24	0.045977007	0.052631579	0.040816327	0.273972598	0.3125	0.243902439	0.007371245	0.069733962	0.022735547	8.01E-08	0.000146017	3.42E-06	1.91E-06	0.000626117	3.46E-05	0.8824456	0.8642645	0.8732604	5.81E-10	0.4
92	0.007625673	0.374999995	0.295081967	0.514285714	0.148936166	0.116666667	0.205882353	0.376470583	0.31372549	0.470588235	0.011919782	0.076101873	0.030118385	9.11E-08	0.000160431	3.82E-06	9.78E-07	0.000262271	1.61E-05	0.85604054	0.89716285	0.8761194	4.70E-09	0.4
93	0	0.189189184	0.2	0.179487179	0	0	0	0.149253726	0.15625	0.142857143	0.001231836	0.070203739	0.009299435	1.01E-08	0.000250567	1.59E-06	5.43E-07	0.000902268	2.21E-05	0.83707654	0.8411372	0.83910197	1.96E-10	0
94	0.025726138	0.317460313	0.281690141	0.363636364	0.112903221	0.1	0.12962963	0.351851847	0.327586207	0.38	0.012532066	0.063455646	0.029339053	5.01E-07	0.000224905	1.07E-05	2.90E-06	0.000442923	3.69E-05	0.87633204	0.880597	0.87845933	4.38E-09	-0.2
95	0.011260111	0.26582278	0.247058824	0.287671233	0.025641021	0.023809524	0.027777778	0.209677414	0.213114754	0.206349206	0.004103714	0.058094236	0.015466737	2.01E-08	0.000156365	1.77E-06	6.21E-07	0.000335838	1.44E-05	0.8288836	0.85866654	0.8435123	1.61E-10	-0.6
96	0.005119661	0.45977011	0.444444444	0.476190476	0.232558135	0.224719101	0.240963855	0.503703699	0.472222222	0.53968254	0.020267929	0.111759103	0.047656365	1.18E-06	0.000703229	2.88E-05	7.41E-06	0.001324403	9.93E-05	0.8683208	0.87299275	0.87065053	2.62E-09	0.2
97	0.008484993	0.527472523	0.421052632	0.705882353	0.426966287	0.339285714	0.575757576	0.507936503	0.41025641	0.666666667	0.037027446	0.17007754	0.079518225	3.06E-06	0.001015796	5.74E-05	6.21E-06	0.000794648	7.13E-05	0.8697601	0.90494835	0.8870053	1.10E-07	-0.2
98	0	0.545454541	0.466666667	0.65625	0.453333328	0.386363636	0.548387097	0.567164174	0.5	0.655172414	0.031494931	0.141948476	0.06686298	1.53E-06	0.000784986	3.47E-05	1.37E-05	0.001540387	0.000145431	0.9137978	0.91131604	0.9125553	5.35E-07	0.4
99	0.015784194	0.27659574	0.220338983	0.371428571	0.130434778	0.103448276	0.176470588	0.235294113	0.192307692	0.303030303	0.007680629	0.125444814	0.031040228	4.60E-08	0.000445229	4.53E-06	6.10E-07	0.000520837	1.78E-05	0.8768065	0.8827966	0.8797914	1.49E-09	0.8
100	0.012506977	0.239520953	0.266666667	0.217391304	0.012121207	0.013513514	0.010989011	0.176470583	0.206896552	0.153846154	0.003543546	0.083702184	0.017222154	1.14E-08	0.000284712	1.80E-06	5.91E-07	0.000378045	1.50E-05	0.8463208	0.84840924	0.84736377	4.65E-10	0.2
101	0	0.202247186	0.191489362	0.214285714	0.022988501	0.02173913	0.024390244	0.2051282	0.195121951	0.216216216	0.005510069	0.078493049	0.020796688	3.23E-08	0.00011833	1.98E-06	1.54E-06	0.000355054	2.34E-05	0.85912967	0.87147856	0.86526006	3.29E-10	0
102	0.005630056	0.409836061	0.304878049	0.625	0.216666662	0.160493827	0.333333333	0.44444444	0.338461538	0.647058824	0.014229879	0.139071215	0.044488268	9.49E-07	0.001273958	3.47E-05	1.14E-05	0.00156111	0.000133479	0.8735062	0.929464	0.90061677	2.20E-08	1
103	0.005238383	0.367999996	0.258426966	0.638888889	0.178861785	0.125	0.314285714	0.383838379	0.28358209	0.59375	0.011862887	0.066332747	0.028304588	1.06E-07	0.000124014	3.68E-06	5.01E-06	0.000662052	5.78E-05	0.8607881	0.9124533	0.885868	3.54E-09	0.5
104	0	0.372093018	0.432432432	0.326530612	0.119047614	0.138888889	0.104166667	0.371428567	0.464285714	0.30952381	0.01369768	0.083588571	0.03414238	3.93E-07	0.000434008	1.31E-05	5.58E-06	0.000743854	6.53E-05	0.88905597	0.8827244	0.88587886	9.77E-09	-0.5
105	0	0.458715591	0.390625	0.555555556	0.242990649	0.206349206	0.295454545	0.476190471	0.444444444	0.512820513	0.052008918	0.11738971	0.078919389	1.32E-06	0.000469384	2.56E-05	5.73E-06	0.000702019	7.05E-05	0.8692601	0.9039737	0.8862771	2.26E-08	0
106	0	0.485436888	0.543478261	0.438596491	0.277227718	0.311111111	0.25	0.484210521	0.575	0.418181818	0.024703233	0.067805075	0.04103161	2.40E-07	9.32E-05	4.76E-06	1.09E-06	0.00013993	1.25E-05	0.88260597	0.8736207	0.8780904	1.78E-09	0.5
107	0.005493148	0.333333329	0.277108434	0.418181818	0.058823525	0.048780488	0.074074074	0.265486721	0.220588235	0.333333333	0.014277694	0.12374428	0.042033118	9.76E-08	0.000486499	6.89E-06	6.76E-07	0.000281577	1.38E-05	0.844448	0.85488117	0.84963256	2.92E-09	0
108	0.019970629	0.329113919	0.282608696	0.393939394	0.103896099	0.088888889	0.125	0.338028164	0.3	0.387096774	0.012761994	0.117336881	0.038696927	1.05E-07	0.000452192	6.92E-06	9.59E-07	0.000160602	1.24E-05	0.86915076	0.88457525	0.8767952	5.91E-08	0.5
109	0.016088224	0.328124996	0.247058824	0.488372093	0.17460317	0.130952381	0.261904762	0.365384611	0.292307692	0.487179487	0.013560562	0.097410346	0.037573895	1.25E-07	0.000213782	5.21E-06	1.93E-06	0.000344104	2.63E-05	0.86528504	0.89563483	0.8801984	8.42E-10	0
110	0.010447139	0.357142852	0.454545455	0.294117647	0.127272723	0.162790698	0.104477612	0.377777773	0.472222222	0.314814815	0.011824315	0.060421527	0.026846681	7.47E-08	0.000128008	3.09E-06	7.89E-07	0.000164984	1.14E-05	0.8783292	0.8587783	0.8684437	3.27E-09	1
111	0.008328571	0.244897954	0.3	0.206896552	0.027586202	0.033898305	0.023255814	0.194690261	0.239130435	0.164179104	0.003021238	0.055210814	0.013259159	7.38E-09	0.00012114	9.46E-07	1.72E-07	0.000130406	4.74E-06	0.83832574	0.82294565	0.83056456	3.98E-11	0
112	0.010012403	0.299319723	0.231578947	0.423076923	0.165517237	0.127659574	0.235294118	0.349999995	0.287671233	0.446808511	0.015041161	0.131847169	0.044532404	1.44E-07	0.000474026	8.26E-06	3.25E-06	0.000964402	5.61E-05	0.83546984	0.8767526	0.8556135	4.97E-09	1
113	0.022451905	0.368421048	0.333333333	0.411764706	0.162162157	0.146341463	0.181818182	0.399999995	0.387096774	0.413793103	0.012382939	0.061111125	0.027508826	4.31E-07	0.000190886	9.07E-06	2.12E-06	0.000144738	1.75E-05	0.8808499	0.9024324	0.8915105	7.67E-09	0
114	0.006431535	0.373983735	0.323943662	0.442307692	0.066115698	0.057142857	0.078431373	0.378947364	0.327272727	0.45	0.021472398	0.090170619	0.044213997	2.46E-07	0.000304961	8.66E-06	3.08E-06	0.000644585	4.47E-05	0.8620472	0.88097495	0.8714083	1.60E-09	0
115	0.014011439	0.376470583	0.457142857	0.32	0.144578308	0.176470588	0.12244898	0.346666662	0.419354839	0.295454545	0.019026439	0.080679266	0.039255237	3.31E-07	0.000229256	8.72E-06	1.40E-06	0.000227218	1.79E-05	0.89643556	0.87603694	0.8861189	7.79E-10	0.5
116	0.019538768	0.482758616	0.428571429	0.552631579	0.282352936	0.25	0.324324324	0.447368416	0.414634146	0.485714286	0.022972969	0.120737967	0.052666013	8.61E-07	0.000892128	2.78E-05	2.45E-05	0.001311602	0.00017915	0.88545895	0.9084884	0.89682585	2.47E-08	0.5
117	0.024260504	0.335999996	0.552631579	0.24137931	0.081300809	0.135135135	0.058139535	0.336448594	0.529411765	0.246575342	0.004574582	0.054655138	0.016424516	1.22E-07	0.000137086	4.30E-06	1.58E-06	0.000215218	1.96E-05	0.88821936	0.8599279	0.8738447	1.13E-10	0
118	0.017321886	0.303030298	0.24691358	0.392156863	0.138461534	0.1125	0.18	0.315789469	0.268656716	0.382978723	0.007096304	0.070823044	0.022493188	1.08E-07	0.000190432	4.53E-06	1.77E-06	0.000357136	2.51E-05	0.8557991	0.8713515	0.86350524	5.79E-10	0
119	0.009486799	0.300751876	0.206185567	0.555555556	0.137404576	0.09375	0.257142857	0.345454541	0.246753247	0.575757576	0.009297635	0.085689208	0.028225998	8.54E-08	0.000283144	4.92E-06	1.93E-06	0.000399683	2.78E-05	0.85168344	0.90606654	0.87803364	2.46E-08	0
120	0.009174215	0.421052627	0.384615385	0.465116279	0.215053758	0.196078431	0.238095238	0.452380947	0.441860465	0.463414634	0.041334863	0.111353286	0.067844191	1.17E-06	0.000257283	1.74E-05	1.37E-06	0.000117931	1.30E-05	0.8352921	0.8750948	0.8547303	4.19E-09	0
121	0.031341416	0.175824171	0.181818182	0.170212766	0.022471905	0.023255814	0.02173913	0.189189184	0.212121212	0.170731707	0.00084859	0.039189759	0.005766801	5.64E-09	5.68E-05	5.66E-07	4.32E-07	0.000279664	1.10E-05	0.8279597	0.8458758	0.83682185	2.66E-11	-1
122	0.011512021	0.373333328	0.35	0.4	0.191780817	0.179487179	0.205882353	0.352941171	0.342857143	0.363636364	0.013604681	0.116377496	0.039790425	9.77E-07	0.000806192	2.81E-05	1.62E-05	0.002217863	0.000189444	0.87746155	0.8864524	0.88193405	1.15E-07	0
123	0.018255103	0.484076428	0.487179487	0.481012658	0.23225806	0.233766234	0.230769231	0.481203003	0.492307692	0.470588235	0.025076966	0.099142834	0.049992989	4.29E-06	0.000582919	5.05E-05	8.40E-06	0.000570666	6.95E-05	0.8899764	0.9070333	0.8984239	2.78E-08	0.5
124	0.008816154	0.267716531	0.303571429	0.23943662	0.095999995	0.109090909	0.085714286	0.196078426	0.222222222	0.175438596	0.004267217	0.074958668	0.017891102	2.24E-08	0.000218004	2.21E-06	1.30E-06	0.000564239	2.71E-05	0.8411819	0.8534873	0.8472899	6.30E-10	0.5
125	0	0.311688307	0.235294118	0.461538462	0.133333329	0.1	0.2	0.307692303	0.243902439	0.416666667	0.0118633	0.107072167	0.035640271	2.00E-07	0.000995958	1.41E-05	3.01E-06	0.001614936	6.97E-05	0.86010647	0.8622277	0.86116576	1.06E-09	0.5
126	0	0.137931029	0.133333333	0.142857143	0.035714281	0.034482759	0.037037037	0.181818177	0.235294118	0.148148148	0.002250703	0.034074696	0.008797423	1.18E-08	3.11E-05	6.06E-07	4.41E-07	9.19E-05	6.38E-06	0.8477266	0.82232565	0.8348329	4.62E-11	0
127	0.010447139	0.349999995	0.311111111	0.4	0.076923072	0.068181818	0.088235294	0.328767118	0.3	0.363636364	0.013512094	0.080097673	0.032898127	7.99E-08	0.000117284	3.07E-06	5.36E-07	0.000120535	8.05E-06	0.84958667	0.87026006	0.8597991	2.99E-08	0
128	0	0.126126122	0.189189189	0.094594595	0.018348619	0.027777778	0.01369863	0.148936166	0.24137931	0.107692308	0.002903079	0.041849356	0.011050643	1.94E-08	5.97E-05	1.08E-06	6.22E-07	0.000131501	9.09E-06	0.8575506	0.8382985	0.8478153	1.10E-10	0.5
129	0	0.399999995	0.377358491	0.425531915	0.061224485	0.057692308	0.065217391	0.268292678	0.25	0.289473684	0.020337575	0.113294743	0.048001462	2.00E-07	0.000448037	9.48E-06	1.54E-06	0.000437826	2.59E-05	0.8786638	0.8890544	0.8838285	4.36E-09	1
130	0.006085034	0.171428568	0.111111111	0.375	0	0	0	0.162790694	0.111111111	0.304347826	0.002107921	0.040330343	0.009263017	1.53E-08	9.13E-05	1.18E-06	8.25E-07	0.00020818	1.31E-05	0.8247971	0.874263	0.84881	9.34E-11	0.5
131	0	0.416666662	0.441176471	0.394736842	0.257142852	0.272727273	0.243243243	0.433333328	0.464285714	0.40625	0.024947679	0.106898998	0.051641856	4.98E-07	0.000347209	1.32E-05	5.22E-06	0.000692815	6.03E-05	0.9000646	0.9026527	0.9013568	5.62E-08	0
132	0.017983242	0.377777773	0.309090909	0.485714286	0.136363632	0.111111111	0.176470588	0.432432427	0.390243902	0.484848485	0.021757989	0.069817491	0.038979701	1.62E-07	0.000178802	5.40E-06	2.28E-07	7.60E-05	4.18E-06	0.83449614	0.8832406	0.8581767	3.02E-09	-0.5
133	0.010953758	0.201550383	0.30952381	0.149425287	0	0	0	0.137931032	0.5	0.08	0.002094704	0.047149644	0.009984733	1.43E-09	1.65E-05	1.54E-07	4.33E-08	4.63E-05	1.42E-06	0.8370557	0.80421734	0.82030797	1.64E-10	-1
134	0.009769384	0.44186046	0.404255319	0.487179487	0.357142852	0.326086957	0.394736842	0.49315068	0.461538462	0.529411765	0.014973244	0.057473257	0.029335325	7.40E-07	0.000190621	1.19E-05	3.76E-06	0.000318002	3.47E-05	0.89594996	0.8876225	0.8917668	2.55E-08	0.5
135	0.023626105	0.285714281	0.333333333	0.25	0.089887636	0.105263158	0.078431373	0.307692303	0.375	0.260869565	0.006478909	0.063386061	0.020265054	3.45E-08	0.000103026	1.89E-06	3.41E-07	0.000110195	6.16E-06	0.8891578	0.85527396	0.8718868	9.20E-10	0
136	0	0.166666662	0.131147541	0.228571429	0.042553187	0.033333333	0.058823529	0.186666662	0.155555556	0.233333333	0.005073454	0.076769201	0.020022504	3.84E-08	0.000107047	2.07E-06	1.08E-06	0.000348503	1.95E-05	0.83875316	0.8447072	0.8417196	9.17E-11	0
137	0	0.348623848	0.296875	0.422222222	0.149532705	0.126984127	0.181818182	0.340909086	0.306122449	0.384615385	0.020051085	0.109345022	0.046823977	3.30E-07	0.000423903	1.18E-05	1.11E-06	0.000256737	1.74E-05	0.85395277	0.8936738	0.8733619	1.96E-08	0.5
138	0.02809314	0.213592228	0.224489796	0.203703704	0.019801975	0.020833333	0.018867925	0.249999995	0.3125	0.208333333	0.00371038	0.031285164	0.010816966	1.80E-08	2.63E-05	6.88E-07	4.40E-07	0.000100912	6.73E-06	0.8422949	0.8309984	0.83660847	3.47E-10	-0.5
139	0.015715148	0.344827581	0.333333333	0.357142857	0.186046507	0.179775281	0.192771084	0.393939389	0.376811594	0.412698413	0.007230561	0.077814354	0.023839115	1.58E-07	0.000220153	5.91E-06	1.64E-06	0.000239346	2.02E-05	0.85100156	0.85638857	0.85368663	1.76E-09	0
140	0.008177812	0.316831678	0.285714286	0.355555556	0.101010096	0.090909091	0.113636364	0.324999995	0.317073171	0.333333333	0.016070581	0.096950869	0.039472228	8.06E-08	0.000156454	3.55E-06	1.05E-06	0.000408293	2.07E-05	0.87911004	0.86093247	0.86992633	1.63E-08	0.5
141	0.02367629	0.353846149	0.389830508	0.323943662	0.140624995	0.155172414	0.128571429	0.360360355	0.384615385	0.338983051	0.00756636	0.062783135	0.021807014	4.22E-08	0.000105528	2.11E-06	2.37E-06	0.000472574	3.35E-05	0.8705582	0.84303874	0.8565775	1.55E-10	1
142	0.0147533	0.18518518	0.158730159	0.222222222	0.037735844	0.032258065	0.045454545	0.197802193	0.191489362	0.204545455	0.004054146	0.0721118	0.017098881	1.54E-08	9.23E-05	1.19E-06	4.77E-07	0.000189596	9.59E-06	0.8299344	0.8360573	0.8329846	2.04E-10	-0.5
143	0.01872876	0.263736259	0.244897959	0.285714286	0.089887635	0.083333333	0.097560976	0.274999995	0.244444444	0.314285714	0.011916583	0.115151799	0.037043411	2.14E-07	0.000656088	1.18E-05	3.19E-06	0.001659699	7.28E-05	0.87555	0.90829295	0.89162093	4.80E-08	1
144	0.005119661	0.328124996	0.235955056	0.538461538	0.142857139	0.102272727	0.236842105	0.320754713	0.23943662	0.485714286	0.006650962	0.081396978	0.023273689	5.32E-08	0.000338655	4.24E-06	2.94E-06	0.000585912	4.16E-05	0.8378968	0.89673746	0.8663192	1.89E-09	1
145	0.009486799	0.628930813	0.515463918	0.806451613	0.522292989	0.427083333	0.672131148	0.687499995	0.586666667	0.830188679	0.096242135	0.323436887	0.176432038	6.96E-05	0.015637992	0.001043016	0.00043678	0.013557323	0.002437945	0.91716	0.94936776	0.93298596	1.12E-06	0.5
146	0.011225952	0.232558135	0.217391304	0.25	0.047619043	0.044444444	0.051282051	0.303030298	0.37037037	0.256410256	0.005960803	0.060522003	0.018993675	1.18E-07	0.000240971	5.33E-06	2.02E-06	0.000372169	2.74E-05	0.8309451	0.86393404	0.84711856	1.02E-09	-0.5
147	0	0.654205603	0.714285714	0.603448276	0.590476186	0.645833333	0.543859649	0.666666662	0.727272727	0.615384615	0.095031931	0.322456299	0.175053273	9.43E-05	0.007840108	0.000859858	0.000584239	0.018513092	0.003291824	0.9495997	0.94109	0.94532573	2.47E-06	1
148	0.027179842	0.373333328	0.4	0.35	0.136986296	0.147058824	0.128205128	0.399999995	0.419354839	0.382352941	0.013763874	0.078045991	0.032784303	5.50E-08	0.000117669	2.55E-06	1.69E-06	0.000220249	1.93E-05	0.8731304	0.87051463	0.87182057	3.22E-09	-0.5
149	0	0.438356159	0.47761194	0.405063291	0.249999995	0.272727273	0.230769231	0.413223136	0.454545455	0.378787879	0.021508674	0.095027649	0.045209731	3.86E-07	0.000340862	1.15E-05	4.65E-06	0.000739879	5.88E-05	0.8681554	0.8803099	0.87419045	1.06E-09	0.5
150	0	0.499999995	0.62	0.418918919	0.27868852	0.346938776	0.232876712	0.459999995	0.56097561	0.389830508	0.043695097	0.150643298	0.08165826	4.82E-06	0.000888046	6.54E-05	2.54E-05	0.001599599	0.000202166	0.8761612	0.8841554	0.8801402	3.51E-08	0
151	0	0.426966287	0.422222222	0.431818182	0.137931029	0.136363636	0.139534884	0.417910443	0.451612903	0.388888889	0.01753196	0.081590361	0.039364742	1.21E-07	9.01E-05	3.30E-06	1.08E-06	0.000274073	1.82E-05	0.86042607	0.86913913	0.8647607	7.45E-09	0
