cand id	ROUGE-1 Score	ROUGE-2 Score	ROUGE-L Score	score
4918	0.474226799128494	0.2568807289958759	0.4507042205197382	1
4919	0.5094339572926309	0.27722771783158523	0.5205479402814788	1
4920	0.5757575707575758	0.31999999510755556	0.5964912230717143	1
4922	0.6764705834472319	0.6060606012855833	0.7599999952880001	0
4923	0.4912280661372731	0.3636363596694215	0.4999999958680556	1
4925	0.6129032208181582	0.4047619004875284	0.6075949318058004	1
4926	0.6279069717685236	0.404761899787415	0.6060606010651974	1
4927	0.41666666167052474	0.2285714235755103	0.41379309845422124	1
4929	0.5849056553791385	0.40384614884800296	0.6105263108831026	1
4930	0.475409831099167	0.19469026059989047	0.4601769861508341	1
4931	0.5043478211327033	0.2264150893467427	0.43478260387313594	1
4932	0.5384615335141354	0.24999999513888896	0.4999999952000001	1
4933	0.539999995002	0.2653061174510622	0.5479452004878964	1
4934	0.39583332834201396	0.20289854660785558	0.37333332837688893	1
4935	0.40624999564575204	0.26415093842965076	0.44859812586252074	1
4937	0.5663716765572872	0.36036035550685824	0.5783132481753521	1
4938	0.7169811270772517	0.5631067911169761	0.7142857092857143	1
4939	0.5789473634764544	0.37837837343681524	0.586666661688889	1
4940	0.4835164790967275	0.18691588292427297	0.439999995002	1
4941	0.479999995002	0.17999999500000013	0.46753246260077597	0
4942	0.5405405355896438	0.29032257565036423	0.549999995078125	0
4943	0.4571428521650794	0.2037036987654322	0.4390243852558002	1
4945	0.5070422485300538	0.26506023605167667	0.4705882304022492	1
4947	0.6021505328431034	0.3296703248882985	0.5846153796449706	1
4949	0.6999999950031252	0.5937499951757812	0.7301587253111617	1
4950	0.4715447104739242	0.2830188629405483	0.4470588185854671	1
4951	0.42857142364955364	0.24347825590018915	0.4952380902421769	0
4952	0.5360824693463706	0.3124999951063368	0.5373134278369348	0
4953	0.7111111061135803	0.5116279019794485	0.6956521691493385	0
4954	0.47826086533081297	0.3181818140185951	0.4390243861035099	1
4955	0.647887319063678	0.3209876493217498	0.6268656666963689	1
4957	0.5103448225883472	0.2203389782246482	0.5333333283555556	1
4958	0.31578946928753465	0.0769230721893494	0.30769230289230776	1
4959	0.5217391258979208	0.22950819202364964	0.5116279020443484	1
4960	0.6122448930112453	0.3541666617209202	0.5588235245198963	1
4962	0.6666666617181265	0.5714285665810028	0.6764705833044983	1
4963	0.46913579753086426	0.31428570961632657	0.463768110968284	0
4964	0.542056069766792	0.23529411295224922	0.47368420574792247	1
4965	0.581818176877686	0.33333332839506175	0.5806451562955255	0
4966	0.5853658487061274	0.2891566215938453	0.5797101400546104	1
4967	0.6136363586389464	0.37333332840533334	0.6666666616682057	1
4968	0.4999999953503461	0.30769230303431955	0.46511627439697134	0
4969	0.5504587106169515	0.37647058339100353	0.5789473634764544	1
4970	0.5263157844742382	0.2545454496793389	0.5142857092857144	0
4971	0.6666666617488496	0.48648648157779395	0.6285714236734695	1
4972	0.6842105213469529	0.4545454497704316	0.621621616636231	1
4973	0.421052626634349	0.22222221728395072	0.3999999950040816	1
4975	0.5964912230717143	0.4303797426053517	0.6153846104142012	1
4976	0.48192770587893746	0.23157894239556798	0.42105262658241	1
4977	0.5301204770503702	0.25352112228526097	0.4666666622222223	1
4978	0.4444444394759386	0.19999999545000013	0.5128205080867851	1
4981	0.5666666616888889	0.3595505576619114	0.5434782559073724	1
4982	0.6538461488461539	0.41176470088235295	0.6376811544213402	1
4983	0.5932203340347602	0.34482758126040436	0.5869565167485822	1
4984	0.7166666617347223	0.5378151211100912	0.666666661781451	1
4985	0.36363635864669425	0.12244897472511472	0.3333333283333334	1
4986	0.4827586158012948	0.273684205531302	0.463768110968284	1
4987	0.5862068915576695	0.24390243460737665	0.5333333283555556	0
4988	0.6019417426298427	0.31818181318440086	0.5283018819366323	1
4989	0.5961538411556953	0.35294117147251064	0.5813953438399135	0
4990	0.5882352891208248	0.3488372050838291	0.5555555505580247	1
4991	0.52799999505408	0.2999999950500001	0.5217391254938564	1
4992	0.5624999950195313	0.2816901358698672	0.5490196028604384	1
4993	0.5647058775086505	0.27999999500200007	0.5428571379591837	0
4994	0.6363636314370984	0.4062499950781251	0.6296296246913582	0
4995	0.48421052138282555	0.25882352466159175	0.5102040766347355	1
4997	0.5274725225455864	0.25316455196282656	0.5454545404561983	0
5001	0.5106382928746039	0.2432432384769906	0.4657534196584725	0
5003	0.6666666616746667	0.3188405747111952	0.5846153797585799	1
5004	0.5961538411704882	0.41176470089965406	0.6499999950000002	0
5006	0.5454545404822075	0.3833333283555556	0.5376344036166032	0
5007	0.5360824693463706	0.37037036601127876	0.539999995242	0
5008	0.5481481431506173	0.417582413500785	0.5185185135558604	0
5009	0.5405405355604254	0.20183485740594237	0.49999999507086174	1
5010	0.40983606080086005	0.20202019703295596	0.4528301836810253	1
5011	0.3666666618055556	0.2258064468678461	0.32835820444642466	0
5012	0.5074626815771887	0.3859649073191752	0.4705882303114187	1
5013	0.4950494999509852	0.1818181768776861	0.46153845654174885	1
5014	0.619047614186508	0.39024389758477096	0.6376811545053561	0
5017	0.434782603747112	0.17391303856332718	0.434782603705104	0
5018	0.67499999505	0.537313428237915	0.6666666618992695	0
5019	0.41237112902115003	0.17391303924385643	0.4266666616888889	1
5020	0.6172839456241428	0.39999999534201186	0.6229508147057243	1
5021	0.5066666617102223	0.32876711833364614	0.5079365029680022	1
5022	0.714285709337776	0.5052631529396123	0.7179487129783038	0
5023	0.6213592183391461	0.3652173865043478	0.5799999952420001	1
5024	0.4752475198117832	0.17647058326605167	0.424999995	1
5025	0.589743584861933	0.38356163891161577	0.5901639296533192	1
5026	0.3908045927546572	0.16949152083883953	0.39473683711911356	1
5028	0.568181813205062	0.33333332871913585	0.5714285664285715	0
5029	0.39560439063398145	0.15730336581744747	0.4137930985017836	1
