cand id	F1 score	R score	P score	score
5695	0.21684462	0.29097506	0.16056384	1
5697	0.16849604	0.36252645	0.09249122	1
5698	0.17202802	0.364554	0.058869496	1
5699	0.18589069	0.46551967	0.08409499	1
5700	0.25925618	0.4861676	0.25540042	0
5701	0.4658397	0.4938413	0.48455796	1
5702	0.43735895	0.5204205	0.3944213	0
5703	0.36030078	0.41205245	0.39659935	1
5704	0.16230829	0.51643264	0.043620437	0
5705	0.24050683	0.44619358	0.10070668	1
5707	0.33761188	0.49675423	0.32653794	1
5709	0.18293154	0.3369366	0.15450165	0
5710	0.10464189	0.3497814	-0.045525376	1
5711	0.30344525	0.37632805	0.35099366	0
5712	0.21144937	0.3700841	0.17759298	0
5713	0.41349685	0.50953394	0.34509632	0
5714	0.42028216	0.47873443	0.5196895	0
5715	0.31416193	0.55515623	0.16991061	1
5716	0.43347558	0.51703286	0.36363098	1
5717	-0.00090586045	0.07439318	-0.04732525	0
5718	0.4189511	0.47761136	0.4158525	1
5721	0.33188254	0.48007047	0.2884703	1
5722	0.23974082	0.39769867	0.17451465	1
5723	0.06371889	0.21618997	-0.025746208	0
5724	0.23750989	0.32866335	0.22559246	0
5725	0.37719074	0.47363833	0.3859087	0
5727	0.3230842	0.46444222	0.24078529	2
5728	0.50677896	0.5900858	0.6207096	0
5729	0.46526828	0.44693074	0.51127595	0
5730	0.2710045	0.44918182	0.20339862	1
5735	0.2751213	0.40040678	0.36941478	0
5736	-0.040802214	0.19563822	-0.19867323	0
5737	0.414206	0.41985774	0.4434	1
5738	0.32210526	0.44460747	0.29197347	0
5739	0.2518292	0.38133714	0.16278787	0
5740	0.21968016	0.36647895	0.30318165	0
5742	0.30349398	0.4102909	0.26440722	1
5743	0.060899954	0.31207687	-0.0942398	1
5745	0.24651553	0.51324594	0.09801819	1
5746	0.23626782	0.4248845	0.14749317	0
5747	0.22877373	0.37661847	0.18782905	1
5748	0.31635576	0.53402615	0.21611589	1
5749	0.322926	0.4517414	0.26725066	1
5754	0.23390271	0.37951407	0.21090128	1
5755	0.28437307	0.397398	0.17379759	1
5756	0.31863615	0.457945	0.21583466	1
5757	0.46214387	0.4295006	0.5551995	1
5758	-0.0028705006	0.32868633	-0.19884232	0
5759	0.423028	0.43104002	0.5516026	1
5763	0.2546937	0.43292394	0.21486609	1
5764	0.25409403	0.35058364	0.31015864	1
5765	0.32331026	0.5269998	0.28564844	2
5766	0.22501397	0.39266518	0.17247777	1
5767	0.15412906	0.40239862	0.016175173	1
5768	0.38762668	0.4630726	0.42774022	1
5769	0.37806058	0.5886313	0.30757028	1
5770	0.13139744	0.37084886	0.029963603	0
5771	0.36106044	0.48531726	0.38891873	1
5772	0.45563367	0.46206024	0.47958922	0
5773	0.45896506	0.55706775	0.39507753	0
5775	0.2804113	0.43528965	0.36938506	1
5776	0.092275925	0.2512122	0.02775904	0
5777	0.026792632	0.24947225	-0.081350245	0
5778	0.5705109	0.6137224	0.63215196	1
5779	0.35057506	0.4792689	0.25875822	1
5780	0.31943113	0.41654864	0.3378908	1
5781	0.2160426	0.41457027	0.18109544	1
5782	0.36650124	0.5259121	0.29391733	1
5783	0.2994577	0.36961153	0.30385625	2
5784	0.34670192	0.4268834	0.3232838	0
5786	0.23751555	0.5018164	0.1252696	0
5787	0.16796312	0.3951278	0.075577416	1
5788	0.34523243	0.4565485	0.29779404	1
5789	0.29669383	0.5280758	0.17887992	1
5791	0.27301398	0.39522225	0.2694747	1
5792	0.20736188	0.4899224	0.05699887	1
5793	0.19906786	0.47373986	0.06544251	0
5794	0.5401524	0.55447817	0.6291504	1
5795	0.37517032	0.3563285	0.40072688	0
5796	0.19284551	0.25680175	0.23374179	0
5797	0.37273562	0.5308193	0.3323394	1
5798	0.103101045	0.29948357	0.07784636	0
5801	0.2856455	0.3904827	0.34334773	1
5802	0.47394443	0.49839196	0.5967385	1
5803	0.26345283	0.51342595	0.12078336	1
5804	0.23342557	0.42746916	0.24279952	0
5805	0.33624375	0.50419235	0.38146985	1
5806	0.22996813	0.54696965	0.0821292	1
5807	0.28144076	0.325234	0.31282485	1
5808	0.32930306	0.45173714	0.2595973	0
5810	0.22191356	0.3858245	0.18938766	1
5811	0.40370014	0.4187863	0.50369084	0
5812	0.0467258	0.36432585	-0.09741647	1
5813	0.23541318	0.32313004	0.25590485	1
5816	0.289762	0.3829632	0.24831022	1
5817	0.18969953	0.2067045	0.26798114	1
5818	0.3259512	0.59640616	0.28875083	1
5820	0.20034736	0.3876101	0.15935509	1
5821	0.34938878	0.4103238	0.44164646	1
5823	0.35526964	0.43242344	0.37083614	1
5824	0.13681212	0.097839095	0.27620688	1
5827	0.34571695	0.41682702	0.35336378	1
5828	0.24616838	0.64583594	0.17482276	1
5829	0.26837802	0.48615876	0.14366597	0
5830	0.37257105	0.5174075	0.35019347	1
5831	0.3536193	0.49741074	0.35157028	1
5835	0.35599858	0.5717675	0.29919314	0
5836	0.24647456	0.5394148	0.15565805	1
5837	0.51811546	0.56768054	0.4955058	1
5839	0.492852	0.5821033	0.4280296	0
5841	0.28146833	0.34831733	0.23788843	1
5842	0.4226621	0.57362986	0.49332175	0
5843	0.4110689	0.54046077	0.4432291	1
5845	0.42460698	0.47902378	0.4925336	1
5846	0.3640284	0.48435017	0.3780162	0
5847	0.3253388	0.47895554	0.17811085	1
5848	0.41022375	0.59671813	0.34657958	1
5851	0.20457755	0.33229858	0.2173724	0
5857	0.30095473	0.6223897	0.20004047	1
5858	0.40316442	0.401203	0.40318367	2
5859	0.09296494	0.3487004	-0.01896413	1
5860	0.30890653	0.47597292	0.20275585	1
5861	0.37364712	0.4936181	0.4329131	0
5862	0.22816029	0.40236288	0.19127952	1
5863	0.5202344	0.5728156	0.46711177	0
5864	0.40804332	0.51944566	0.46538123	2
5866	0.4408948	0.46473438	0.42140493	1
5867	0.31779808	0.5344715	0.24778561	1
5869	0.25238013	0.4370505	0.15999962	1
5872	0.27847034	0.5051449	0.17304412	1
5873	0.31151322	0.4445431	0.3279763	2
5874	0.13585716	0.38376653	0.0064460146	1
5879	0.32096878	0.41985312	0.30342928	1
5880	0.30248922	0.5137655	0.1601213	1
5882	0.46897012	0.58941126	0.4246166	1
5884	0.06571885	0.35916996	-0.10812763	1
5885	0.2582776	0.39395344	0.24771594	1
5887	0.48436305	0.51658934	0.50489146	1
5888	0.11668224	0.3727215	-0.057715565	1
5890	0.37224966	0.44992217	0.37573734	1
5891	0.2662527	0.6111915	0.21587676	1
5892	0.25278273	0.3726748	0.22660206	0
5894	0.5159905	0.49303377	0.5375563	1
5895	0.27340317	0.42387038	0.2197312	1
5896	0.34822547	0.5388771	0.4140282	1
5897	0.3663561	0.4943549	0.34149408	0
5899	0.20307095	0.43225825	0.11504166	1
5900	-0.05724402	0.18751706	-0.22254315	1
5901	0.40244254	0.49641997	0.36119896	1
5902	0.12500945	0.43066862	-0.044507287	0
5903	0.18088709	0.41677856	0.069266886	0
5907	0.4460008	0.5348429	0.5581484	1
5908	0.25776374	0.43932813	0.14101568	0
5909	0.32007068	0.540563	0.26681483	1
5910	0.45024088	0.5358482	0.3898247	0
5911	0.4048557	0.61502445	0.35064098	1
5912	0.35899478	0.4746829	0.35229582	1
5913	0.26983622	0.4945721	0.20736803	1
5915	0.17296213	0.19331956	0.27112386	0
5916	0.31546122	0.38048044	0.3658391	1
5918	0.5071897	0.46086004	0.63683206	0
5919	0.22636305	0.5699444	0.17687698	0
5920	0.2313956	0.4067809	0.26988962	1
5923	0.16711801	0.3207523	0.16903225	1
5924	0.15280011	0.28555956	0.17286654	1
5925	0.2953211	0.4286414	0.2300766	1
5926	0.20101096	0.47951087	0.143915	1
5929	0.10329175	0.2793266	0.022076415	1
5930	0.40393502	0.646415	0.34451827	0
5933	0.29981333	0.33278918	0.3904144	0
5936	0.3244852	0.43748242	0.31422782	0
5937	0.28509212	0.44125772	0.30040509	1
5938	0.20761262	0.42620745	0.19770254	1
5939	0.34188902	0.47995374	0.36916858	1
5940	0.29356483	0.42782468	0.23272051	1
5941	0.37100017	0.49084845	0.32226995	1
5942	0.19158931	0.26592115	0.19144367	1
5943	0.2060195	0.3286715	0.14613336	0
5944	0.5011488	0.5789364	0.5486258	1
5945	0.26685095	0.34718966	0.4070643	1
5946	0.47803828	0.42466873	0.6327721	1
5949	0.15945333	0.2739935	0.14184204	1
5950	0.24497575	0.4620896	0.20088345	1
5951	0.08301707	0.21334743	0.030580541	1
5953	0.41183242	0.44213068	0.5490241	0
5954	0.28114906	0.42466307	0.25098598	1
5955	0.27722895	0.41976115	0.27629036	0
5957	0.29543552	0.484	0.27179068	0
5958	0.25460577	0.40155497	0.24439847	1
5959	0.35207564	0.5182592	0.36943072	0
5961	0.38577083	0.5782555	0.2611499	0
5962	0.18424495	0.58880675	0.035999622	1
5963	0.52914184	0.6797344	0.5231368	1
5964	0.20925447	0.1955176	0.44255418	0
5965	0.31682655	0.3767228	0.43967217	1
5966	0.3132017	0.38806888	0.40604797	1
5969	0.34191304	0.44307336	0.4709054	1
5970	0.5330775	0.5972346	0.5014551	1
5972	0.27691817	0.54352015	0.2564171	1
5973	0.3125508	0.45503172	0.32060522	0
5975	0.45394063	0.5964345	0.350491	0
5976	0.40511492	0.52116334	0.47217748	0
5977	0.3731958	0.5841468	0.2928964	1
5978	0.42918608	0.5243755	0.37358832	1
5979	0.24144588	0.2564063	0.36450332	0
5982	0.1686073	0.13141072	0.27287915	1
5983	0.19752525	0.26444858	0.24017082	1
5985	0.3594892	0.48986828	0.43681175	0
5986	0.3813171	0.5308575	0.37233216	2
5988	0.42739132	0.5911491	0.2712894	1
5989	0.20702425	0.253221	0.16348298	1
5991	0.34790692	0.46195057	0.40078208	1
5992	0.08598576	0.24759574	0.044158842	1
5993	0.5843379	0.61000335	0.613416	1
5994	0.09879494	0.36439306	-0.008293645	0
5995	0.27965802	0.34763572	0.43375644	1
5996	0.25565606	0.50686157	0.1551101	1
5998	0.46859825	0.6640043	0.42614692	1
5999	0.26322326	0.30455738	0.28059584	2
6000	0.3227858	0.598613	0.15529759	1
6001	0.18174845	0.46066868	0.10244996	1
6004	0.3012694	0.47314277	0.27859503	1
6005	0.32071415	0.3829204	0.26650494	1
6007	0.3222504	0.3917943	0.33897468	1
6008	0.33708075	0.496617	0.35256395	1
6011	0.36633775	0.5064516	0.34900558	1
6012	0.07675799	0.2078725	0.07164054	0
6013	0.33208844	0.50025254	0.4181752	1
6015	0.2809181	0.3455077	0.38065836	1
6017	0.24471016	0.40399462	0.2261291	0
6019	0.14218053	0.33803385	0.095559634	1
6021	0.3080374	0.31142566	0.3750946	1
6022	0.18186463	0.29888824	0.122298814	1
6023	0.46262345	0.4928852	0.5498385	1
6024	0.36402807	0.48434982	0.3780162	0
6025	0.1931012	0.20984238	0.29311678	1
6026	0.29189295	0.4989774	0.19737355	1
6027	0.40064672	0.460235	0.423861	1
6028	0.26517627	0.48004994	0.11397263	1
6029	0.40695524	0.4897788	0.44768777	1
6031	0.22163986	0.38963056	0.23436934	1
6032	0.40863946	0.517607	0.41959763	1
6034	0.06131139	0.2766945	0.05007883	1
6035	0.08358743	0.33733347	-0.04597464	0
6036	0.38874373	0.43516585	0.39801824	1
6037	0.13390595	0.25412762	0.12010345	1
6038	0.35530284	0.5871796	0.25183535	1
6039	0.27047086	0.4049974	0.39268085	0
6040	0.07318328	0.31203866	-0.016683865	1
6041	0.11278687	0.28639752	0.09899348	1
6042	0.12880099	0.35427052	-0.0012936601	2
6043	0.3226018	0.41422608	0.33615884	0
6044	0.121144794	0.22472003	0.05266757	1
6046	0.1908805	0.4561948	0.090149045	0
6047	0.10746789	0.31181297	0.052604247	1
6048	0.2945717	0.2802774	0.40432805	0
6049	0.37378487	0.52034837	0.39717418	2
6051	0.32244924	0.4702691	0.28362003	0
6053	0.4806499	0.44928372	0.57064384	1
6054	0.32051957	0.36557484	0.37514836	1
6055	0.337026	0.08003544	0.70632815	0
6056	0.34851435	0.28419665	0.58262146	0
6057	0.30534488	0.53670067	0.15684241	0
6059	0.3477388	0.42365462	0.34801155	0
6060	0.26698902	0.49857804	0.12887253	1
6061	0.31902426	0.42292628	0.331529	0
6062	0.23871912	0.45134804	0.30242816	1
6063	0.2785918	0.32880166	0.3664327	0
6064	0.41840017	0.4705489	0.37349918	1
6065	0.2971607	0.4083182	0.2616324	0
6066	0.24897106	0.37574512	0.19859718	1
6067	0.37167612	0.48907202	0.38494825	0
6068	0.24998853	0.42367265	0.1516271	1
6069	0.22127327	0.52456933	0.077584945	1
6071	0.2125982	0.345519	0.15237385	0
6072	0.55132294	0.58768755	0.5674523	1
6073	0.47132006	0.55933446	0.40963924	1
6074	-0.042421814	0.024290606	-0.04999995	1
6076	0.18736902	0.28678805	0.1588701	0
6078	0.4025538	0.45395747	0.58949476	0
6079	0.26195294	0.4734024	0.107720464	1
6080	0.39746612	0.4744434	0.3256776	1
6083	0.3124	0.2684301	0.3548474	1
6085	0.40496165	0.5834308	0.38383642	1
6086	0.3156929	0.47159877	0.22766331	1
6089	0.26198402	0.45350152	0.21013647	1
6090	0.15286687	0.3337283	0.13642827	0
6092	0.35619423	0.42922187	0.40565425	2
6093	0.13712148	0.4380512	-0.006630318	1
6095	0.24434394	0.36358336	0.20809604	1
6096	0.26473057	0.43114188	0.22261107	1
6097	0.2145911	0.3240759	0.14854416	1
6098	0.17389871	0.3223384	0.08279708	0
6100	0.21623188	0.2833134	0.23438278	0
6101	0.60568374	0.6597005	0.5611793	1
6102	0.24043444	0.26064003	0.27090028	1
6103	0.35045534	0.4806771	0.49746555	0
6104	0.29297116	0.48731616	0.24670775	0
6106	0.12230069	0.48011893	-0.017022403	0
6108	0.269666	0.2768544	0.3890252	1
6109	0.20287672	0.32550493	0.27041176	1
6110	0.4396365	0.4105463	0.6092577	1
6111	0.3349893	0.39838383	0.37004092	0
6112	0.33255568	0.43097848	0.3373386	0
6113	0.48747158	0.5632021	0.56376237	1
6114	0.2916302	0.5162169	0.2594664	1
6115	0.332253	0.39172992	0.40517846	1
6116	0.19331732	0.27672	0.13925117	1
6117	0.41744274	0.52845216	0.4224407	1
6118	0.25454608	0.5701269	0.15013357	0
6119	0.036334716	0.30908823	-0.072892815	1
6120	0.18607256	0.36556315	0.12608817	0
6122	0.2929309	0.2974256	0.28614652	1
6123	0.42516744	0.49488798	0.47562757	1
6124	0.45844942	0.4856922	0.54251975	1
6125	0.29264838	0.39754868	0.31441107	1
6126	0.2139653	0.42537194	0.121868655	0
6127	0.25944868	0.41820654	0.26065642	1
6128	0.31563744	0.46969643	0.186748	1
6129	0.14972195	0.43441737	0.13170217	2
6131	0.29304004	0.3561311	0.31695876	0
6132	0.23438406	0.36538666	0.13374755	1
6133	0.23111767	0.32530826	0.2116452	1
6134	0.3140023	0.42614412	0.26558274	0
6136	0.19965376	0.30261827	0.22600953	0
6137	0.40085578	0.55937654	0.24937183	1
6138	0.26366684	0.4104568	0.1737937	1
6139	0.19889128	0.27832767	0.36335152	1
6140	0.35598266	0.47611263	0.39327446	0
6141	0.06395339	0.30655733	-0.06833158	1
6143	0.15835571	0.3646311	-0.017926585	1
6144	0.2551348	0.40726584	0.11063713	1
6145	0.27984095	0.30548698	0.40260917	1
6148	0.28657115	0.44114804	0.25632265	2
6149	0.38184756	0.3749181	0.5276888	1
6150	0.2864737	0.51108146	0.2988401	0
6151	0.18455467	0.4467896	0.07072752	2
6154	0.2464336	0.3462813	0.20329991	2
6155	0.26801816	0.4334478	0.22528647	1
6156	0.26028815	0.39360112	0.22328071	1
6157	0.19068451	0.38272482	0.11540071	0
6158	0.27188775	0.505996	0.11051402	2
6161	0.24166238	0.3883805	0.2136966	1
6163	0.2960797	0.40917772	0.3280817	2
6164	0.1246916	0.33771798	0.049438193	1
6165	-0.030084455	0.16037048	-0.11289511	1
6166	0.26420718	0.4969997	0.22671704	2
6168	0.26971474	0.43921813	0.28125063	0
6169	0.37941778	0.34328878	0.61448324	0
6170	0.22512203	0.49753878	0.052550476	1
6171	0.33186984	0.47782928	0.26807135	1
6174	0.2462835	0.44722927	0.06673016	1
6178	0.019009296	0.16001394	-0.049976952	1
6181	0.32353133	0.44666296	0.20379375	1
6182	0.27428782	0.42067555	0.16783161	0
6183	0.35238078	0.49191597	0.31793866	1
6184	0.5862372	0.63230246	0.6752262	1
6185	0.4214105	0.5641345	0.5362966	0
6186	0.31311235	0.394935	0.27184197	1
6187	0.24200317	0.4192175	0.3159863	0
6188	0.23374131	0.27266276	0.3982821	1
6189	0.36797005	0.49338853	0.2877076	1
6190	0.4068627	0.48772082	0.3384699	1
6191	0.24839436	0.4182398	0.32047114	1
6192	0.071675636	0.113483265	0.073682025	0
6193	0.16835725	0.3740108	0.16995835	1
6194	0.15778428	0.4017007	0.0152412765	2
6195	0.30232254	0.50419444	0.24938668	0
6196	0.2588091	0.46539938	0.27464542	1
6197	0.3074907	0.5964649	0.1977227	1
6198	0.18019913	0.31853196	0.13637096	1
6199	0.22009301	0.3564155	0.16234002	2
6200	0.04311013	0.34207234	-0.124765866	0
6201	0.4699346	0.57133806	0.5475706	1
6202	0.30982333	0.3812533	0.30584928	1
6203	0.3438558	0.5009971	0.3240486	1
6204	0.3197659	0.53606576	0.36035174	0
6205	0.3212326	0.41690025	0.27869657	1
6206	0.21783489	0.24828798	0.3121046	1
6208	0.06333359	0.13953118	-0.013575118	0
6209	0.47482803	0.48154762	0.50210357	1
6210	0.3039937	0.5206108	0.2808548	1
6213	0.35012725	0.62987417	0.19923781	2
6215	0.40671828	0.42034268	0.41786143	1
6216	0.21985993	0.48116487	0.11623344	1
6217	0.21161571	0.26246276	0.3710972	1
6219	0.49527362	0.54200125	0.4477182	1
6220	0.06576087	0.2984054	-0.12678011	1
6222	0.33097634	0.540985	0.26743355	1
6223	0.34031147	0.42478865	0.34007767	2
6224	0.35303447	0.3745895	0.38407308	2
6225	0.33807805	0.48038352	0.3293269	1
6226	0.45184565	0.57573736	0.48378643	1
6227	0.2602645	0.41746902	0.34080356	0
6228	0.36151177	0.36941522	0.42113784	0
6229	0.3382836	0.44815144	0.27373064	1
6230	0.16427152	0.505123	-0.03456128	0
6231	0.21981683	0.4275636	0.13638757	0
6232	0.14584671	0.36597985	0.052443292	1
6235	0.38982546	0.5697824	0.37585056	1
6236	0.17354132	0.42758095	0.10930561	0
6237	0.2785918	0.3288013	0.3664327	0
6238	0.38602686	0.4360767	0.3769988	1
6239	0.18593588	0.40905535	0.20616704	1
6243	0.28698117	0.5153969	0.19103402	1
6244	0.26515788	0.34518546	0.27934462	1
6245	0.34939337	0.52743554	0.32490325	1
6247	0.2857942	0.40279937	0.252049	1
6248	0.2220912	0.30109724	0.20162562	2
6249	0.2151166	0.402677	0.17722331	1
6250	0.28051126	0.35422027	0.329687	0
6251	0.31390482	0.36505452	0.3303701	0
6252	0.399239	0.6219122	0.39493954	1
6253	0.34242973	0.5455162	0.24208672	0
6254	0.45187038	0.5317188	0.46226117	1
6255	0.4904106	0.5800892	0.4663972	0
6256	0.18004973	0.4296902	0.02848953	0
6257	0.24132016	0.37571257	0.1878439	0
6258	0.41459307	0.4507308	0.48530367	1
6260	0.35306343	0.34775385	0.473983	0
6265	0.12051511	0.21362476	0.18651912	0
6266	0.30922508	0.369249	0.3530058	0
6268	0.37454382	0.52932304	0.37650675	1
6269	0.3337497	0.50503105	0.23196137	0
6271	0.5323009	0.55485415	0.65324104	2
6272	0.37696192	0.53427374	0.31417298	1
6273	0.12458071	0.48153734	0.031383198	1
6274	0.11990061	0.3048064	0.044285838	0
6275	0.49140087	0.523679	0.5730366	1
6276	0.14281623	0.27952537	0.10040706	1
6278	0.21194239	0.36739227	0.21786553	0
6279	0.19114998	0.33504242	0.10686404	0
6280	0.45794758	0.5806895	0.4522568	1
6281	0.29090127	0.3716748	0.37428167	0
6282	0.2773275	0.35451812	0.3076343	1
6283	0.08077414	0.25450292	0.043472923	1
6284	0.22178006	0.5354842	0.28381532	0
6286	0.32454208	0.24930316	0.51853096	1
6288	0.48024234	0.5201619	0.44878688	1
6289	0.40761778	0.5161482	0.38405293	0
6290	0.1975249	0.27023092	0.16551952	1
6291	0.18058972	0.3310938	0.13179839	1
6293	0.21435907	0.35896373	0.22097959	0
6294	0.31411567	0.4329968	0.38208395	1
6295	0.20336938	0.32610485	0.25417328	1
6296	0.242107	0.37915784	0.35499775	1
6297	0.048462298	0.2713186	-0.013635609	0
6298	0.0005247987	0.29656532	-0.074991256	1
6299	0.31180635	0.42027017	0.33201325	0
6300	0.47036123	0.47773623	0.5472313	1
6302	0.2952674	0.49635735	0.25343463	0
6303	0.20519769	0.3776913	0.13424315	0
6304	0.36263236	0.51638204	0.36633363	1
6305	0.307318	0.5307524	0.2553898	1
6306	0.3065453	0.50414705	0.3432455	1
6307	0.5135053	0.565878	0.493453	1
6308	0.33080858	0.5063387	0.2712307	1
6309	0.58123505	0.5831026	0.58532727	1
6310	0.43714458	0.4950422	0.52972007	1
6311	0.056567717	0.17886461	0.0038558643	1
6313	0.22812179	0.30690327	0.19512972	0
6314	0.4300637	0.57285273	0.45729524	1
6318	0.4319397	0.57607305	0.47526816	2
6319	0.17183095	0.28351077	0.23374815	1
6321	0.32783177	0.4350357	0.31383234	1
6322	0.2923178	0.34779206	0.34264767	0
6323	0.055559795	0.26097077	-0.0660414	1
6324	0.2623778	0.5127907	0.24343663	1
6325	0.1192582	0.2914961	0.08117974	0
6326	0.16670021	0.31768975	0.17903945	1
6327	0.26092523	0.37411517	0.3168109	1
6328	0.07754024	0.29588372	0.079199806	1
6329	0.34841654	0.4621897	0.40551913	1
6330	0.248115	0.27816954	0.37411293	1
6331	0.14784701	0.4346703	0.037868124	1
6332	0.33088273	0.3735775	0.3289855	1
6333	0.42369476	0.63772964	0.40793982	1
6334	0.2153564	0.2845221	0.20534176	1
6335	0.26132572	0.37951407	0.22544849	1
6336	0.33587822	0.43998784	0.33913988	1
6337	0.20788349	0.3853123	0.1986704	1
6338	0.29697424	0.5161882	0.16265734	1
6340	-0.06522901	0.29927945	-0.24055393	1
6341	0.3830098	0.49841425	0.42939258	1
6342	0.058142114	0.16338351	0.0073876944	1
6343	0.32735184	0.37882146	0.2747176	1
6344	0.2549593	0.34090328	0.2610084	0
6346	0.55332214	0.517329	0.5883232	1
6347	-0.00047570918	0.13152923	-0.052096616	0
6349	0.32556623	0.5267083	0.35336307	1
6350	0.29066747	0.3792155	0.28604746	1
6351	0.32568103	0.41253173	0.32361278	2
6353	0.11659501	0.26664415	0.07120083	1
6354	0.25107166	0.4830909	0.14302213	1
6355	0.20742473	0.6190466	0.091327384	0
6356	0.18023339	0.5111664	-0.02330357	0
6357	0.3137664	0.4536692	0.29677278	1
6358	0.21636821	0.33390695	0.25161707	0
6359	0.27942282	0.45157266	0.3075363	0
6360	0.45567888	0.5352062	0.5832476	1
6361	0.31719983	0.48680678	0.28894997	0
6362	0.24694179	0.54153395	0.23876502	1
6364	0.2956333	0.5445753	0.33855796	0
6365	0.27589118	0.44677898	0.2862077	1
6366	0.2910842	0.40282804	0.22130433	0
6367	0.076936334	0.2851199	-0.0021341678	1
6368	0.39015216	0.5544813	0.27059394	1
6369	0.5612803	0.68369365	0.49806342	1
6371	0.25668764	0.12811685	0.54809415	1
6372	0.22780147	0.3763468	0.22004321	1
6373	0.30126905	0.5360208	0.36480367	1
6374	0.4541073	0.53281856	0.45673066	0
6375	0.2143633	0.08971511	0.38271752	1
6376	0.3573766	0.52474725	0.37265053	1
6377	0.2668732	0.39434502	0.2800355	0
6378	0.29010418	0.47140387	0.20087248	0
6379	0.42738035	0.5017499	0.38559526	1
6380	0.27701494	0.29357284	0.3735487	1
6381	0.47747356	0.60453403	0.46746695	1
6382	0.25292966	0.5537219	0.13242948	1
6383	0.35711068	0.5117521	0.21405813	1
6384	0.15287781	0.41899112	0.062193677	1
6386	0.38918132	0.29980367	0.47961468	0
6387	0.41998762	0.43947315	0.8081605	1
6388	0.24346703	0.53202516	0.091357805	0
6389	0.32269645	0.40202013	0.3657082	2
6391	0.3920564	0.4914314	0.37953943	0
6392	0.22328524	0.35133037	0.14702056	2
6393	0.3263831	0.42763966	0.3377942	1
6395	0.04061292	0.23828854	-0.0090124635	1
6396	0.29570428	0.3615707	0.3032354	1
6398	0.43964216	0.61705554	0.3665459	1
6399	0.24211337	0.53406894	0.17820284	1
6401	0.2718012	0.38867447	0.24603209	0
6404	0.59243554	0.6190569	0.5647525	1
6406	0.13368416	0.48232615	-0.006061489	1
6407	0.33677313	0.551862	0.36136982	2
6408	0.2924718	0.41696072	0.28736836	1
6409	0.49127162	0.4404427	0.6923834	1
6410	0.3210228	0.49053645	0.25845432	0
6411	0.40788335	0.49234188	0.41916746	1
6413	0.16178173	0.37539777	0.056217793	1
6414	0.34416586	0.31356746	0.53916585	1
6415	0.19391982	0.3640517	0.17629719	1
6416	0.45328233	0.5374672	0.43631616	0
6417	0.26068473	0.39215156	0.3142777	1
6418	0.1900979	0.546264	-0.029865261	0
6419	0.4360332	0.42461038	0.5162387	1
6421	0.31267548	0.3409846	0.35969767	1
6422	0.25076938	0.39024746	0.20664921	1
6424	0.35551932	0.3882192	0.38049564	1
6426	0.5169274	0.636267	0.5293433	1
6427	0.16018578	0.33198446	0.103522524	1
6428	0.39181662	0.5303135	0.40143898	1
6429	0.31522638	0.54136276	0.42585933	1
6430	0.42552733	0.47119835	0.3994679	1
6432	0.32003644	0.44234434	0.32354876	1
6433	0.42304918	0.41266686	0.5453098	1
6434	0.3290774	0.5125749	0.25493488	1
6437	0.24653989	0.3816707	0.25268117	1
6438	0.22941224	0.38989657	0.28084135	1
6439	0.17321217	0.36174965	0.15111557	2
6440	0.21764241	0.38766032	0.1624879	1
6441	0.2206609	0.33156493	0.18445854	1
6442	0.31937706	0.58006305	0.21447378	1
6443	0.21855146	0.32386294	0.19469921	0
6444	0.19172068	0.35936698	0.186823	1
6445	0.29656	0.3992296	0.33526456	2
6446	0.19860028	0.41050702	0.033249576	1
6448	0.2999712	0.5567317	0.342561	1
6452	0.17440303	0.32807332	0.10142586	0
6453	0.1335157	0.2546964	0.096489646	0
6454	0.22277845	0.44338325	0.29870707	1
6455	0.2945717	0.2802774	0.40432805	0
6458	0.28999683	0.53932	0.28038466	0
6459	0.116633505	0.34929115	0.050677024	1
6461	0.39057383	0.53326637	0.49576864	2
6462	0.39057383	0.53326637	0.49576864	2
6463	0.059664596	0.36450094	-0.094333544	1
6464	0.31037852	0.2928774	0.32573953	1
6465	0.30184895	0.42214596	0.30197537	1
6466	0.25425825	0.44481122	0.13562171	1
6467	0.28009063	0.37894562	0.26914215	1
6468	0.38330892	0.5707102	0.4368291	1
6469	0.16727799	0.44106668	0.009144765	0
6470	0.42107818	0.5474125	0.40869084	1
6471	0.36878374	0.6401527	0.25108927	1
6472	0.47381303	0.7197226	0.30485275	0
6473	0.21530555	0.34090185	0.09310391	0
6475	0.25862405	0.45410922	0.23958607	1
6477	0.22410387	0.49678713	0.106507815	1
6478	0.22106102	0.50456446	0.20097649	1
6479	0.53134066	0.5368411	0.70613927	1
6480	0.30681017	0.39123082	0.22924846	1
6482	0.5744091	0.5976534	0.5697237	0
6483	0.4209779	0.4175083	0.6365144	1
6484	0.36916903	0.45090377	0.37313586	0
6486	0.26971474	0.43921813	0.28125063	0
6487	0.43654844	0.50118816	0.4431244	1
6489	0.25266936	0.3522451	0.2432877	1
6490	0.37193218	0.33210933	0.41029012	1
6491	0.26816788	0.59943193	0.2648862	1
6492	0.27890897	0.4507492	0.29869047	1
6493	-0.07495651	0.2312137	-0.1938824	1
6494	0.33512032	0.4541835	0.33706763	1
6495	0.42316255	0.49671248	0.39337847	1
6497	0.12311721	0.34576273	0.042970955	1
