cand id	similarity score	score
5190	0.001876321803662585	0
5191	0.0030910795314106343	1
5192	0.0053584261884801	1
5193	0.0018400076426762816	1
5194	0.0017068991524441706	1
5195	0.00044222618355047803	1
5196	0.0015665052736582904	1
5197	0.004992090436621068	0
5198	0.0017084894648028881	1
5199	0.0011042604491281211	1
5201	0.0007753066346031362	1
5202	0.003982893067546021	1
5203	0.001902518180951737	1
5204	0.0010885088482649775	1
5205	0.002249332630238788	1
5206	0.001549957571881929	1
5208	0.002344285325637748	1
5209	0.003946077521385686	0
5210	0.014438894809118641	1
5211	0.0011071576486384241	1
5212	0.0020542131571773922	1
5213	0.0010634456841982084	1
5214	0.0057170172400044	1
5215	0.0034352305227972643	1
5216	0.0021092804167456205	1
5218	0.003470330119661831	1
5219	0.001919837711578148	1
5220	0.0051440865100966	1
5221	0.001809963076808889	1
5226	0.003160978625747959	1
5227	0.003581096369436519	1
5228	0.0037030199614247264	1
5229	0.001012735577683616	1
5230	0.002206553526335168	1
5231	0.0019817945653426115	0
5232	0.004105958660139593	1
5233	0.003646797452989268	1
5234	0.000647145518013025	1
5235	0.002284810027937059	1
5236	0.011023192143272551	0
5237	0.002031633753906417	1
5238	0.0010230500686169318	1
5239	0.0012260115398252274	1
5240	0.0006233103654436357	0
5241	0.002843365927902247	1
5243	0.0028367815542639802	1
5244	0.006746826884778927	1
5245	0.0020228419736859006	0
5247	0.010861788081059313	1
5249	0.0020445991564773886	1
5250	0.0011625419228457547	1
5251	0.0016846433796817886	0
5253	0.0011846770600541696	1
5254	0.01845739787570913	1
5255	0.0012637753919979516	1
5256	0.0028545367428054603	1
5257	0.0013768731058938649	1
5258	0.0014087257938887807	0
5259	0.0006806944559001384	0
5260	0.008020904381022159	1
5262	0.0046950966900898795	1
5263	0.010762019216084363	1
5264	0.00042254096095088544	1
5267	0.00485379760162416	1
5268	0.0020162637412202127	1
5269	0.002970277479451981	1
5270	0.003499561823011984	1
5271	0.006581668042286648	1
5272	0.006102008460271923	1
5273	0.0003703780954071635	1
5274	0.006463591301623851	1
5275	0.01893364546193528	1
5277	0.0013817098077540165	1
5278	0.0012154820446726555	0
5279	0.006021975162148954	1
5280	0.0010040119320301726	1
5281	0.0003870659469338694	0
5282	0.0012437968033015242	1
5283	0.00294170519007443	1
5284	0.0004974325983074575	1
5285	0.0006639234429792418	0
5287	0.005125013929653313	0
5291	0.00048180507983981995	0
5292	0.0042225496510523465	1
5293	0.00384010571605866	1
5294	0.0013162199642834454	1
5298	0.0022037355205260863	1
5299	0.0027735951497279954	0
5301	0.0005672324015751673	1
5303	0.0020982157500599122	1
5304	0.0014314088534895474	1
5306	0.005525553325357121	1
5307	0.0018082739985544442	0
5308	0.001643222385057182	0
5309	0.006334322943226382	1
5313	0.0014128441503388175	1
5314	0.0006452477432273103	1
5315	0.003065746626071739	1
5316	0.017988612892635567	1
5317	0.0011224349121235974	1
5318	0.001128870025407476	1
5319	0.006541073220177833	1
5320	0.00156251185315616	0
5321	0.002522887240119548	1
5322	0.005343716283690457	1
5323	0.0009855367113160874	1
5324	0.0057494731158681004	0
5326	0.0019035281529209056	0
5327	0.005010040007045598	1
5330	0.0014783861604439569	1
5331	0.01347413989269981	1
5332	0.0010489743138183368	0
5334	0.0042468878605223075	1
5335	0.00035438944027458967	0
5337	0.0014302292127347895	1
5338	0.00182774164396882	0
5339	0.0014462487847244614	1
5340	0.0072354210273992674	1
5341	0.0008909281574293996	0
5342	0.002245087137822235	1
5343	0.0050859309949638	1
5344	0.0010909552404722099	1
5346	0.0007883218332896911	1
5347	0.0011346449576199115	1
5348	0.0010802012732570325	1
5349	0.007225725798159613	1
5352	0.0025816691943683304	0
5353	0.0029334953588356014	1
5355	0.0036948906135958522	1
5357	0.00019212809415245681	0
5360	0.0019204813807772922	1
5361	0.0010540766154796377	0
5362	0.001104555357853039	1
5363	0.0004325529807042942	1
5364	0.014027727935556036	1
5365	0.000582397089260805	1
5366	0.0020929047869702178	1
5367	0.003423123817420061	0
5368	0.006964838925166864	0
5369	0.0037843309280302297	1
5370	0.0021596290388164355	1
5371	0.0013325723691932875	1
5372	0.003861967014051112	1
5373	0.002364000429602912	0
5374	0.0009927171169381924	0
5376	0.001809579919773901	1
5377	0.0029389599571295107	1
5378	0.010522702641463398	1
5379	0.004580654569149157	1
5380	0.0007791948221960786	0
5381	0.0020401543647520248	1
5383	0.0011561689865836268	1
5384	0.0016835456256307627	1
5386	0.0009229658002889383	1
5387	0.000395252161093542	1
5388	0.000506846336172968	0
5390	0.004162551766080558	1
5391	0.005643384153956129	1
5393	0.0040866759520801245	1
5396	0.011912980595432924	0
5397	0.0007951372693317131	0
5398	0.003220929585538795	1
5400	0.006061851058511019	0
5403	0.0032354762019625853	0
5404	0.0010421584571529915	1
5405	0.003291419375523613	1
5407	0.018900270329346845	0
5410	0.0014468537124676724	0
5411	0.0008247639593474352	1
5412	0.0017102802354157095	0
5413	0.0017837010244883633	0
5414	0.0013041369194505114	1
5415	0.0016671601233448135	1
5416	0.0014746490201768788	1
5417	0.0015767474217115265	1
5418	0.0040722578378231625	0
5419	0.005080356182512322	1
5420	0.001425447632824626	1
5421	0.005014356350997725	0
5422	0.0014733438161813135	0
5423	0.0003580776948010287	1
5424	0.0015731299079533134	1
5426	0.001461787546330767	1
5428	0.0033686939821177364	1
5429	0.00111676845261552	0
5431	0.0037375464776680228	1
5433	0.011868624420890438	0
5434	0.002099836196685675	0
5435	0.0028367869650005586	1
5437	0.0040312278469476215	0
5438	0.0011863282769115115	1
5439	0.002210539573327452	1
5442	0.004523382622136678	0
5444	0.0019050827234666434	1
5445	0.0012439261033220176	0
5446	0.02323845851489217	1
5447	0.005749996778136797	1
5450	0.005035785002311921	1
5452	0.0005897552506398883	0
5454	0.0019324526816471336	1
5455	0.004674870318913831	1
5456	0.004590980106029421	1
5458	0.007025743530881292	1
5460	0.004465499985434801	1
5461	0.0017079461654745164	0
5462	0.01187579704859858	1
5463	0.029379028809431745	1
5464	0.0044902941863865075	1
5465	0.006574992948591405	1
5466	0.0012201683225889002	0
5469	0.0001364110923160096	0
5471	0.00201404406184462	1
5473	0.001455350010711838	1
5474	0.006858438507330782	1
5475	0.0009143071276957996	0
5477	0.0007151971301250151	1
5478	0.001907073189749311	1
5479	0.0012477131889162881	0
5480	0.011793120185877264	1
5481	0.002248077006767504	1
5483	0.0011959811602770347	1
5484	0.004971909718775994	1
5485	0.0017501505689414382	1
5486	0.0034775823239921373	1
5487	0.003366498860283562	1
5488	0.0008541331281026209	0
5489	0.0065704234142216975	0
5491	0.0035032616634150656	0
5492	0.00135944476891379	1
5493	0.0012044708062364314	1
5494	0.002851643046170515	1
5495	0.0022046835667228802	1
5496	0.0016630734611344912	1
5497	0.0020469432820830005	0
5499	0.0031903386371436968	1
5501	0.001555586975313579	0
5502	0.0017159959948227332	1
5503	0.004302890777531202	1
5504	0.0017365589428301113	1
5505	0.0026189393627590826	0
5506	0.005002050490838987	1
5507	0.0026882670074191263	1
5508	0.0008673293818503308	1
5509	0.002673384874196605	1
5511	0.003220504180715812	1
5512	0.00691538820427118	0
5513	0.00547174327322754	0
5514	0.004245454350164436	0
5515	0.0018358981848866718	1
5516	0.0009009948185242386	0
5517	0.00675228857703793	1
5519	0.0016836395531729294	1
5520	0.0007808723114913924	0
5521	0.001047184662074259	1
5522	0.003310799536277571	1
5523	0.0016397596157906545	1
5524	0.004661887964935798	1
5525	0.0020844709753311728	0
5526	0.002615522358613142	1
5527	0.0003703307669410248	1
5528	0.002790773872479024	1
5529	0.008048473945121	1
5531	0.00418178768107241	0
5532	0.010265626273338792	1
5533	0.006405119098607021	1
5534	0.004250757513638232	1
5536	0.006616435553012503	1
5537	0.0016963251272675381	1
5538	0.0030477413269022584	1
5539	0.004005599708358119	1
5540	0.0031847148931462344	1
5542	0.0027796312284403784	0
5546	0.0012143726421586858	0
5547	0.000826303899129921	1
5549	0.0014876626701331706	0
5550	0.025821211066059068	1
5552	0.0014728647583376012	0
5553	0.0013116275211847088	1
5555	0.0007619255192711878	1
5556	0.022300751128010558	0
5557	0.0027558387616954025	1
5558	0.001397808325884136	0
5559	0.0024777205393271056	1
5560	0.0030227679234013124	1
5561	0.00093788447848901	1
5562	0.0011514028879120511	0
5563	0.014825187470718603	1
5564	0.002151652624247311	1
5566	0.002890768512053528	1
5567	0.0015789646863762154	1
5568	0.002584552658252002	1
5571	0.0040301745974658494	1
5572	0.0014784185884745538	0
5575	0.009429049525835748	0
5578	0.014199655398261362	0
5579	0.0011419295517293864	1
5580	0.007027593049120164	0
5582	0.017395035744698775	0
5584	0.006439740046682586	1
5585	0.0015182727743367982	1
5589	0.0003350776627587091	0
5590	0.005792646780557197	1
5591	0.0024703096548425343	1
5592	0.0023908562217116783	1
5593	0.002060442568277354	0
5594	0.00026415397507233883	1
5596	0.0025186237829795664	1
5597	0.003838113990410432	1
5598	0.0029073085156999987	0
5599	0.008350636155260173	1
5600	0.002311507862281769	0
5603	0.0013577998992596622	1
5604	0.004770477946517056	0
5605	0.005102770025030383	1
5606	0.0011935035465261714	0
5607	0.005854716530440911	0
5608	0.003215397570290705	0
5609	0.0011489244849694552	1
5610	0.0006170728722335354	1
5611	0.0021029675288953115	1
5612	0.0008513847376006781	1
5613	0.0017367932984425774	1
5614	0.003653765031579829	0
5617	0.004519883300232626	0
5620	0.00901857093064507	1
5621	0.0015232466061893574	0
5624	0.002689841599337211	1
5625	0.005635744269257796	1
5626	0.004741280371971725	1
5627	0.0010932314408926157	0
5628	0.001640066930622619	1
5629	0.009987099706660169	1
5631	0.009030327251326556	0
5632	0.0018684515756730946	0
5633	0.0002809909994370352	0
5634	0.0017388624644865105	1
5635	0.0035914593897745867	1
5636	0.0035211462731771907	0
5637	0.0048304223640335976	1
5639	0.005090303012956299	0
5640	0.0015618123949337846	1
5641	0.002950029430790229	1
5642	0.008548502733572121	1
5644	0.0022920217742354986	0
5646	0.0014377617415422038	1
5647	0.00040153199806510176	0
5648	0.0015872321149075364	1
5649	0.0012167003671451875	0
5650	0.002008637719445872	0
5651	0.000878205792184617	0
5652	0.004667348530736786	1
5653	0.004212566612726209	1
5654	0.001478979847059154	1
5657	0.0003652388795764149	1
5658	0.001934912715418581	0
5661	0.0005973598878675532	1
5662	0.002397358767977943	0
5663	0.002273641891768675	1
5664	0.00038067058457318836	1
5665	0.0003889859494175796	0
5666	0.0022425684981962047	0
5667	0.0017745938610142272	1
5668	0.007742249476704637	1
5673	0.001618807608404225	1
5674	0.0016969707290314193	1
5675	0.003782718040248325	1
5676	0.001422548917549049	1
5677	0.0022386549246391435	1
5678	0.0016357822392179212	0
5679	0.0016559421414729316	0
5680	0.0030019029552692525	1
5681	0.0017691189977104733	1
5682	0.0013069289502528182	0
5683	0.0064240617072001275	0
5685	0.0004188788464268549	1
5686	0.00100608514295216	0
5687	0.0006923663095293117	1
5689	0.004685638359201116	1
5690	0.005672359359310052	1
5692	0.0014410569730305273	1
5693	0.006861837251489963	0
5695	0.0021276267806653853	0
5697	0.0010988392526369358	1
5698	0.0036121428555983	1
5699	0.002231655788081027	1
5700	0.0014740858906004775	0
5701	0.002754373944881193	1
5702	0.002865005434694033	0
5703	0.0019728600095753413	1
5704	0.005258321543565345	0
5705	0.0009273795648290107	1
5707	0.0007791587827722182	1
5709	0.0015975587397370947	0
5710	0.001175803710625437	1
5711	0.002696822946439289	0
5712	0.003401188102594145	0
5713	0.0031429115385317678	0
5714	0.002220092085498573	0
5715	0.002305009549141996	1
5716	0.0012522794822882946	1
5717	0.00038617661690837807	0
5718	0.0014869357406329866	1
5721	0.00313030620330322	1
5722	0.0008023991223240727	1
5723	0.003918794465987204	0
5724	0.0010793301091971774	0
5725	0.0003790290376180007	0
5727	0.0015173861714337102	1
5728	0.010101678581149812	0
5729	0.0020389318946414767	0
5730	0.0017173081520434465	1
5735	0.0013984129965756114	0
5736	0.0009633956058486233	0
5737	0.013639523076772443	1
5738	0.0034698684660948572	0
5739	0.0006096116131896253	0
5740	0.0013208228186803075	1
5742	0.002877412190988704	1
5743	0.0037874666596457492	1
5745	0.002595780823385829	1
5746	0.0023700117571927204	0
5747	0.004234609395403693	1
5748	0.00418990527688551	1
5749	0.001598407582930085	1
5754	0.000716541036409869	1
5755	0.0007596969444918325	1
5756	0.0007097366654598247	1
5757	0.001093771634245259	1
5758	0.002116394221666425	1
5759	0.0026493608133830978	1
5763	0.002896351006386055	1
5764	0.0005364106450633436	1
5765	0.002165972583897405	1
5766	0.002497529843166555	1
5767	0.0029111094950953226	1
5768	0.0010586341720022461	1
5769	0.00887983908039423	1
5770	0.002398465592351755	0
5771	0.0006153383964026137	1
5772	0.02106880040578381	0
5773	0.0013974651066490686	0
5775	0.0035529891665495913	1
5776	0.0007734271687396193	1
5777	0.0007947756415405907	0
5778	0.02140957276678345	1
5779	0.002519853880040825	1
5780	0.004617285576321112	0
5781	0.004205846822697714	1
5782	0.0019708422292079846	1
5783	0.002502457941561135	1
5784	0.002559417420629976	0
5786	0.003114261215868631	0
5787	0.004267333463019285	1
5788	0.0008349007452608236	1
5789	0.003581531833863892	1
5791	0.0025796719961838	1
5792	0.0016783948752903846	1
5793	0.0010106602284229507	1
5794	0.020852499498445382	1
5795	0.007870136814011561	0
5796	0.0006585959401017808	0
5797	0.004982045686231066	1
5798	0.0005144981728931502	0
5801	0.001728507433895795	1
5802	0.02214788451623149	0
5803	0.0021622669144369037	1
5804	0.0012369542529791359	0
5805	0.006683354019228139	1
5806	0.0009963468678671314	0
5807	0.0007787828832343202	1
5808	0.001444856412581899	0
5810	0.004656154030687093	1
5811	0.0009039891333894824	0
5812	0.0007554188880802312	1
5813	0.0009273826602974307	1
5816	0.0012588700084222204	1
5817	0.00024227836102735424	1
5818	0.004169876379332	1
5820	0.0012316707035757502	1
5821	0.0010992443540813605	0
5823	0.006535439566264532	1
5824	0.000494784518427194	1
5827	0.002399806357012183	0
5828	0.0016139203345515993	1
5829	0.0031119069034090353	0
5830	0.0009032058138665393	1
5831	0.003008857674889222	1
5835	0.0035245395141511493	0
5836	0.0014201916612636245	1
5837	0.007171443667183745	1
5839	0.002509622996080321	0
5841	0.0017887799815421703	1
5842	0.006761506545465849	0
5843	0.002642546434823537	1
5845	0.0063663811987047705	1
5846	0.006427159380680213	1
5847	0.0028450856307079032	1
5848	0.00431464914086073	1
5851	0.0006209318249919822	0
5857	0.016651485426244866	0
5858	0.004552531969699893	1
5859	0.0017130732406427525	0
5860	0.002839541015859689	1
5861	0.002992586023976521	0
5862	0.0034370934855691834	1
5863	0.01067890501147098	1
5864	0.0011082129632144961	1
5866	0.0011197753550557593	1
5867	0.011206540840357231	1
5869	0.0038221662978159842	1
5872	0.0032912655709532628	1
5873	0.0008714421787485842	1
5874	0.0030129393929625914	1
5879	0.004683509567911574	1
5880	0.0045277956685295245	1
5882	0.0014834231261178338	1
5884	0.008098547481621999	1
5885	0.0036779715553180775	1
5887	0.005289853025024625	1
5888	0.0014260710598817848	1
5890	0.0017759423574331874	1
5891	0.001497215833714526	1
5892	0.0008876739875765033	0
5894	0.0037501392905903187	1
5895	0.002592797050999884	1
5896	0.008219615385330633	1
5897	0.007381698721942298	1
5899	0.003445348860200015	1
5900	0.00033017830749198504	0
5901	0.05660449339815332	1
5902	0.0027294476783968663	0
5903	0.0008519220078484933	0
5907	0.00459699764106325	1
5908	0.0011657710134569564	0
5909	0.006009164681498086	1
5910	0.0049606162607949145	0
5911	0.006181133296365663	1
5912	0.0027317523094881626	1
5913	0.0025970411737775297	1
5915	0.0010393669157665914	0
5916	0.01001175075831012	1
5918	0.0022184052825238686	0
5919	0.005508556148966349	0
5920	0.004777466515839841	1
5923	0.005818391810468087	1
5924	0.0006564288479913558	1
5925	0.0014933819591258224	0
5926	0.004168635832251568	1
5929	0.0010023171520966417	1
5930	0.0008755410782763537	1
5933	0.004103065942334622	0
5936	0.003253381878996384	0
5937	0.0012081268261179706	1
5938	0.00030827261217150783	0
5939	0.0029571699447460678	1
5940	0.0015343812309427413	1
5941	0.0014881138996777849	1
5942	0.0008598024968783532	1
5943	0.002097521512914981	0
5944	0.012231427622284631	1
5945	0.0013444591344493296	1
5946	0.016209379819534617	1
5949	0.0010825030397498766	1
5950	0.0020558996118737057	1
5951	0.0009989695134539564	1
5953	0.002886623802825697	0
5954	0.0022805062732955948	1
5955	0.0005389177636352991	0
5957	0.005268933368242663	1
5958	0.0010441202321520026	1
5959	0.004140435877822619	0
5961	0.0037032353876676346	0
5962	0.0014201022736562204	1
5963	0.0015505652125527474	1
5964	0.003469812211435436	0
5965	0.0010539313674704069	1
5966	0.0010733800623083374	1
5969	0.005780376517047445	1
5970	0.008574978087919388	1
5972	0.0010217172150703523	1
5973	0.002340861641303565	0
5975	0.006046625630787399	0
5976	0.0008545849237462703	0
5977	0.001800265080952289	1
5978	0.004915440540529043	1
5979	0.0013578555810536558	0
5982	0.0006816695440266577	1
5983	0.0021650329250287865	1
5985	0.0036945188795961827	0
5986	0.003055229069779987	1
5988	0.002392265737705442	1
5989	0.0013214849226618089	1
5991	0.0025670748174198748	1
5992	0.0018735770842693102	1
5993	0.00584994458987418	1
5994	0.00136826199329102	0
5995	0.0038889990728208533	1
5996	0.010057916178148005	1
5998	0.0023706300078084968	1
5999	0.003194215670812103	1
6000	0.005812959248815843	0
6001	0.0014998611298203534	1
6004	0.0003490920079598987	1
6005	0.0016780099650118	1
6007	0.0028687018626077	1
6008	0.00400710699669862	1
6011	0.0013697797531883795	1
6012	0.00028815559480132246	0
6013	0.0011978788727323992	1
6015	0.007857050525762438	1
6017	0.000632604610493449	0
6019	0.000804025729268407	1
6021	0.0060802713412466325	1
6022	0.0007668336518880566	1
6023	0.001421637541914215	1
6024	0.006468487498979625	1
6025	0.002427079331646237	1
6026	0.0012722214198695552	1
6027	0.0013167315760975636	1
6028	0.0021101365120017325	1
6029	0.006637841821339735	1
6031	0.006865515941594368	1
6032	0.017413442898408613	1
6034	0.0022417238786989397	0
6035	0.00250821968117826	0
6036	0.0014395494689099788	1
6037	0.001111132188941343	1
6038	0.0055004246886733565	1
6039	0.0028577317855515328	1
6040	0.00115061145635305	0
6041	0.004769131489810817	0
6042	0.0010071761803542882	1
6043	0.00022956837231795816	0
6044	0.0027448748675562287	1
6046	0.0073513601366848235	0
6047	0.001045850287003789	1
6048	0.006661982047685596	1
6049	0.005524676010226643	1
6051	0.005982424334074739	1
6053	0.012197343998693377	1
6054	0.0033617506076250143	1
6055	0.0016597983652706328	0
6056	0.003425981486674996	1
6057	0.003818231614485536	0
6059	0.0012305805583944006	0
6060	0.0009586691634942596	1
6061	0.006533056000600766	0
6062	0.0024125511514354807	0
6063	0.0012992520453193287	1
6064	0.0047718156818401785	1
6065	0.0014412225855786071	0
6066	0.001688035916119266	1
6067	0.003426613761863837	0
6068	0.0020486941035268145	1
6069	0.002595006098285112	1
6071	0.0026930885770704844	0
6072	0.006925056672959624	1
6073	0.0020166906610972514	1
6074	0.0003746064277161055	1
6076	0.0002500659064890209	0
6078	0.000830288667561362	0
6079	0.0036324327074134586	1
6080	0.0025017361203992713	1
6083	0.0033659643472288593	1
6085	0.011426621950935313	1
6086	0.0011176682355979646	1
6089	0.009229046573163905	1
6090	0.00041247932670673636	0
6092	0.002429914109142806	1
6093	0.002036088137560915	0
6095	0.0007359970701532017	1
6096	0.0026931014187481397	1
6097	0.0006989651514876764	1
6098	0.0020534120618379615	0
6100	0.001871742064624784	0
6101	0.009345595352338051	1
6102	0.0012347632236281464	0
6103	0.00347422103780042	0
6104	0.0032428065998200612	0
6106	0.004249045111980775	1
6108	0.0064504780407763605	1
6109	0.0013011181744835318	1
6110	0.001877113780219945	1
6111	0.005245064303473585	0
6112	0.005122966436807581	0
6113	0.0043539232981321145	1
6114	0.002425972027533293	1
6115	0.0008287171962694251	1
6116	0.0017415443570295262	1
6117	0.00468495024949655	1
6118	0.003457788075977561	0
6119	0.0030840200551261127	1
6120	0.001353568948259628	0
6122	0.0004309609297933958	1
6123	0.0011764082649099606	1
6124	0.0029307298376481184	1
6125	0.0005243243693555158	1
6126	0.0025636582469160275	0
6127	0.0022058507908970615	1
6128	0.0020256913781356548	1
6129	0.0026468492736679253	1
6131	0.0017438403557383405	0
6132	0.0003255172506267246	1
6133	0.0020310787311328066	1
6134	0.001878473895612196	0
6136	0.0033435259000317488	0
6137	0.002003240158085665	1
6138	0.004620933020378864	1
6139	0.00036376498918032384	1
6140	0.001427463706958382	1
6141	0.0012091619085302335	1
6143	0.0021562817242447674	1
6144	0.0027913541374773587	1
6145	0.0015390555316115062	1
6148	0.0037889641336118283	1
6149	0.0035477528767720976	1
6150	0.005026294613642647	0
6151	0.00488419809271625	1
6154	0.0011521679431034779	1
6155	0.001532013976278206	1
6156	0.0009805604285605608	1
6157	0.0013729041184872	0
6158	0.002654360667595747	1
6161	0.000599162813394383	1
6163	0.0017986751066124019	1
6164	0.001263727786304358	1
6165	0.0018489840485097187	1
6166	0.0028874071088446657	1
6168	0.005604967289580954	1
6169	0.0017109368591910349	0
6170	0.0018666927833767067	1
6171	0.0017463991794783276	1
6174	0.001547279255009566	0
6178	0.0009536429945074693	1
6181	0.001797039406668358	0
6182	0.0016200199571134205	0
6183	0.003660079171728164	1
6184	0.009604128969976807	0
6185	0.008110086696108612	0
6186	0.004043639591393562	0
6187	0.0016355240790108675	0
6188	0.0017444233542138704	1
6189	0.0012391763506358726	1
6190	0.0005948363934383548	1
6191	0.0011991190033779286	1
