candidate_id	reference_id	similarity	dist	score
5978	1	0.000137098009339457	8.894814491271973	1.0
5979	1	0.00014535169701230798	8.83635425567627	2.0
5980	1	6.751093726635175e-05	9.60322093963623	1.0
5981	1	0.00010460387792514576	9.165329933166504	1.0
5982	1	0.00027393817697292074	8.202608108520508	2.0
5983	1	0.0001721285884759448	8.667268753051758	1.0
5984	1	3.751011796660319e-05	10.190899848937988	1.0
5985	1	3.096608605866461e-05	10.382617950439453	0.0
5986	1	0.0002156870891650122	8.441681861877441	2.0
5987	1	0.0002753252451969679	8.19755744934082	3.0
5988	1	0.0003311833648398312	8.012838363647461	3.0
5989	1	0.00010684293127838613	9.144150733947754	1.0
5990	1	0.00022270124063378957	8.409679412841797	3.0
5991	1	0.00018709362361899585	8.583901405334473	2.0
5992	1	0.00043743020714481274	7.734593391418457	1.0
5993	1	0.00017279634812955602	8.663396835327148	2.0
5994	1	0.00014817991823594555	8.817083358764648	2.0
5995	1	9.061391763085389e-05	9.308902740478516	2.0
5996	1	0.0002083818977359365	8.4761381149292	1.0
5997	1	0.00017984400614731684	8.623420715332031	2.0
5998	1	0.00020642531921456468	8.48557186126709	2.0
5999	1	0.00011662964039126478	9.056507110595703	1.0
6000	1	0.00023516488402515508	8.355223655700684	2.0
6001	1	0.00011268010967764292	9.090957641601562	1.0
6002	1	0.00015490339509190805	8.772708892822266	2.0
6003	1	0.00032862863981069897	8.02058219909668	3.0
6004	1	7.884131573498034e-05	9.448073387145996	1.0
6005	1	0.00016222593427706202	8.726520538330078	3.0
6006	1	0.00015122792651363568	8.796722412109375	2.0
6007	1	0.00015833443473105797	8.750801086425781	3.0
6008	1	0.00012315714134203303	9.002049446105957	1.0
6010	1	0.0002596093913746837	8.256332397460938	1.0
6011	1	0.00011586480627270478	9.06308650970459	1.0
6012	1	6.121358858302787e-05	9.701141357421875	0.0
6013	1	0.00011191128827228273	9.097804069519043	1.0
6014	1	0.0003489653548495689	7.960537910461426	3.0
6015	1	0.0003075030222240764	8.08702564239502	2.0
6016	1	0.00017128902196813684	8.672158241271973	3.0
6017	1	0.0001080093077313949	9.133293151855469	1.0
6018	1	0.00014010860986545236	8.873092651367188	2.0
6019	1	0.00015808985366619376	8.752346992492676	1.0
6020	1	0.00040734482073196657	7.805850505828857	2.0
6021	1	8.4626422042382e-05	9.377264022827148	2.0
6022	1	0.00018819632385307604	8.578024864196777	2.0
6023	1	0.0002955950375176864	8.126520156860352	2.0
6024	1	0.00012236653785929177	9.008489608764648	1.0
6025	1	8.574204778326884e-05	9.364167213439941	1.0
6026	1	0.00023906874239571716	8.338759422302246	3.0
6027	1	0.0004635385707017675	7.676620960235596	3.0
6028	1	8.034573381638987e-05	9.429171562194824	2.0
6029	1	0.00010472645254846443	9.164158821105957	1.0
6030	1	0.0002832937040988398	8.169026374816895	3.0
6031	1	0.0003420749575038356	7.980480670928955	3.0
6032	1	0.00011045368884324886	9.11091423034668	2.0
6033	1	0.00033219591683013126	8.009785652160645	3.0
6034	1	0.0001936962918584997	8.549219131469727	2.0
6035	1	0.00015328089405296772	8.783238410949707	1.0
6036	1	0.00018651694798468274	8.58698844909668	2.0
6037	1	0.00014315023199744243	8.851615905761719	2.0
6038	1	5.470430688116267e-05	9.813568115234375	2.0
6039	1	0.00012822985858224707	8.961686134338379	1.0
6040	1	0.0002890065507935783	8.14906120300293	1.0
6041	1	9.112138641444178e-05	9.30331802368164	2.0
6042	1	0.000331791917324216	8.011002540588379	2.0
6043	1	0.00012417670932164657	8.993804931640625	1.0
6044	1	2.8544276704041597e-05	10.464054107666016	2.0
6045	1	0.00013397540641395698	8.917854309082031	2.0
6046	1	0.0001618552075390434	8.728808403015137	1.0
6047	1	3.5561178041459506e-05	10.244256019592285	1.0
6048	1	7.929495246703992e-05	9.442336082458496	1.0
6049	1	0.00019356296762911463	8.549907684326172	1.0
6050	1	0.00030927646069328147	8.08127498626709	3.0
6051	1	0.00011708834915905622	9.052581787109375	1.0
6052	1	0.00013622609730311273	8.90119457244873	2.0
6053	1	0.00016952851840121104	8.682489395141602	1.0
6054	1	0.00018519840791944372	8.594082832336426	1.0
6055	1	8.032236699776975e-05	9.429462432861328	2.0
6056	1	0.0001597244106413852	8.742060661315918	1.0
6057	1	0.0003066566742248923	8.089781761169434	3.0
6058	1	0.00011755256151383059	9.048624992370605	2.0
6059	1	0.0001991745611405628	8.521328926086426	1.0
6060	1	9.649049098937502e-05	9.246066093444824	1.0
6061	1	0.0004736128355022337	7.655120372772217	3.0
6062	1	0.0001240298318985031	8.994988441467285	1.0
6063	1	0.000160307353597984	8.738417625427246	2.0
6064	1	0.00027449860349969106	8.20056438446045	2.0
6065	1	0.00012387792996953803	8.996213912963867	2.0
6066	1	9.171475227021194e-05	9.29682731628418	1.0
6067	1	9.699349330198639e-05	9.240866661071777	1.0
6068	1	0.00014767839269658507	8.820473670959473	2.0
6069	1	0.00010382320628553812	9.172821044921875	2.0
6070	1	0.0003203129099513662	8.046212196350098	2.0
6071	1	0.00015062498492222044	8.8007173538208	2.0
6072	1	0.0001475780099837441	8.82115364074707	2.0
6073	1	0.00013447437646888015	8.91413688659668	2.0
6074	1	4.3622229131536664e-05	10.03994369506836	2.0
6075	1	0.0004672198180314697	7.668710708618164	3.0
6076	1	0.00010277885195896034	9.182930946350098	2.0
6077	1	0.00020083685333961343	8.513017654418945	1.0
6078	1	0.00015599092304179442	8.76571273803711	2.0
6079	1	0.000380752821054237	7.8733601570129395	3.0
6080	1	0.00018219802510571206	8.610416412353516	2.0
6081	1	6.800559595323629e-05	9.59592056274414	2.0
6082	1	0.00017546410648405732	8.648076057434082	1.0
6083	1	7.105879629444684e-05	9.552002906799316	1.0
6084	1	0.00015357236148174478	8.781338691711426	3.0
6085	1	0.0004806121275648553	7.6404500007629395	3.0
6086	1	0.0002048628587203758	8.493169784545898	1.0
6087	1	0.00014264477860678485	8.85515308380127	2.0
