candidate_id	reference_id	similarity	score
4918	6033	4.198352519019144e-06	1
4918	6045	4.236570104733108e-06	1
4918	6050	2.6960962265308364e-06	1
4918	6052	1.070595176408367e-05	1
4918	6058	2.1608413052670687e-05	1
4918	6070	4.248854255028054e-06	1
4918	6075	1.8747190063148196e-06	1
4918	6077	5.88868639716257e-06	1
4918	6081	6.869395752605781e-06	1
4918	6082	2.9588664840258994e-06	1
4918	6084	1.0084904811792926e-05	1
4918	6087	7.06065059700732e-06	1
4918	6088	8.959645950678031e-06	1
4918	6091	4.194174568372055e-06	1
4918	6094	4.083512130765133e-06	1
4918	6099	3.133567640519301e-05	1
4918	6105	3.031819979340891e-06	1
4918	6107	5.845596859929875e-06	1
4918	6121	6.273994239609725e-06	1
4918	6130	1.4052517170831166e-06	1
4918	6135	6.497731353006672e-06	1
4918	6142	8.450685716798353e-06	1
4918	6146	2.6743217372637804e-06	1
4918	6147	5.522241858034484e-06	1
4918	6152	1.2751201402251852e-05	1
4918	6153	3.0413446213291443e-06	1
4918	6159	2.996196640459227e-07	1
4918	6160	5.759174905377271e-06	1
4918	6162	2.079899634688698e-06	1
4918	6167	4.281292338278014e-06	1
4918	6172	1.562254727410148e-05	1
4918	6173	7.70072421297613e-07	1
4918	6175	3.5195092779994913e-06	1
4918	6176	1.214429313504769e-05	1
4918	6177	1.0511342868802541e-05	1
4918	6179	4.431646771714974e-06	1
4918	6180	3.8065095680398943e-06	1
4918	6207	9.825954587950954e-06	1
4918	6211	7.696667977312627e-06	1
4918	6212	8.631943672937243e-06	1
4918	6214	5.921168100432455e-06	1
4918	6218	2.083673777377677e-06	1
4918	6221	6.201526870137926e-06	1
4918	6233	4.32051625980374e-06	1
4918	6234	1.1613489601278765e-05	1
4918	6240	1.1974344520095903e-06	1
4918	6241	1.5506493539461208e-06	1
4918	6242	1.0091350739775079e-05	1
4918	6246	4.4806198201463455e-06	1
4918	6259	1.0885046263303464e-05	1
4918	6261	8.486993362489624e-07	1
4918	6262	2.472843277453014e-06	1
4918	6263	8.405979109962608e-06	1
4918	6264	1.7371848992452902e-06	1
4918	6267	3.1532945607185276e-06	1
4918	6270	9.487254473193647e-06	1
4918	6277	7.77949592930162e-06	1
4918	6285	7.902095595937502e-06	1
4918	6287	3.405221993379873e-06	1
4918	6292	4.0431687604582125e-06	1
4918	6301	4.5072599956442455e-06	1
4918	6312	4.57519681795662e-06	1
4918	6315	3.0197955534819746e-06	1
4918	6316	2.905776764897799e-06	1
4918	6317	4.276326260156249e-06	1
4918	6320	1.5784511849559207e-05	1
4918	6339	2.4210673274709924e-06	1
4918	6345	6.19732327301477e-06	1
4918	6348	5.2795409273331465e-06	1
4918	6352	3.1615933492951565e-06	1
4918	6363	3.4486950376313303e-06	1
4918	6370	4.40619301123739e-06	1
4918	6385	6.285708589170181e-06	1
4918	6390	5.273698570744037e-06	1
4918	6394	5.913188813218118e-06	1
4918	6397	1.3757192967461458e-05	1
4918	6400	2.633450347292835e-06	1
4918	6402	1.5401963035154847e-05	1
4918	6403	1.8457721161213456e-06	1
4918	6405	3.417434854656211e-06	1
4918	6412	8.814180507158966e-06	1
4918	6420	4.132620634945449e-06	1
4918	6423	5.673267697918794e-06	1
4918	6425	4.469199711318869e-06	1
4918	6431	3.541819634944609e-06	1
4918	6435	2.269260485860891e-06	1
4918	6436	3.136895498880978e-05	1
4918	6447	1.113075603638273e-06	1
4918	6449	3.2593348186709227e-06	1
4918	6450	1.0981357194802233e-05	1
4918	6451	1.0381968804521062e-05	1
4918	6456	1.3915788013006918e-05	1
4918	6457	1.7127986343821616e-06	1
4918	6460	5.092283542281898e-06	1
4918	6474	3.279811366216098e-06	1
4918	6476	7.424584993229241e-06	1
4918	6481	8.030547560181874e-06	1
4918	6485	2.5951654782479592e-06	1
4918	6488	1.8064278238834274e-06	1
4918	6496	2.2304002463695432e-06	1
4918	6498	9.072260208388468e-07	1
4918	6500	1.1261129888261326e-05	1
4918	6504	6.866369780442767e-06	1
4918	6507	6.7090633903988435e-06	1
4918	6509	1.171152037226197e-05	1
4918	6518	7.155525285961712e-06	1
4918	6526	1.7050361455086284e-06	1
4918	6527	1.443629755039209e-06	1
4918	6528	4.717377953595676e-06	1
4918	6530	2.856531249012124e-06	1
4918	6534	5.618804110803422e-06	1
4918	6536	1.329658853149047e-06	1
4918	6541	3.653897094545253e-06	1
4918	6554	5.246709743721773e-06	1
4918	6557	2.8317861697516438e-06	1
4918	6561	1.6367924964137422e-06	1
4918	6566	1.325143362440156e-06	1
4918	6569	4.24205635203233e-06	1
4918	6576	7.424790334513267e-06	1
4918	6577	2.9956267400119073e-06	1
4918	6578	4.63094257950311e-06	1
4918	6581	4.191967217565374e-06	1
4918	6597	4.351260043127724e-06	1
4918	6598	6.553441856083361e-06	1
4918	6611	1.0107984843868337e-05	1
4918	6615	1.4358514816810187e-06	1
4918	6629	1.7362590459359587e-06	1
4918	6633	3.2077632324640305e-06	1
4918	6641	1.1138252831878272e-06	1
4918	6644	3.298962721172537e-06	1
4918	6649	4.356263287746612e-06	1
4918	6651	7.796563729236615e-06	1
4918	6657	2.164591941063163e-06	1
4918	6669	9.161456512574264e-07	1
4918	6674	3.5100734986036387e-06	1
4918	6677	5.741450871504982e-06	1
4918	6680	5.981847554280829e-06	1
4918	6684	2.7267429347758527e-06	1
4918	6689	6.549961614516939e-06	1
4918	6695	7.104927340413745e-06	1
4918	6697	7.836702265507927e-07	1
4918	6699	1.0525406474199326e-05	1
4918	6711	5.745504152509401e-06	1
4918	6712	6.390036311790661e-06	1
4918	6716	1.2312126110597759e-05	1
4918	6717	1.6571671279636032e-06	1
4918	6718	1.924273421602885e-06	1
4918	6721	8.213917738671654e-06	1
4918	6722	4.856899517979502e-06	1
4918	6728	9.495174559310259e-06	1
4918	6729	8.66586863918705e-06	1
4918	6732	1.5911717133808884e-06	1
4918	6733	3.0322045557865138e-06	1
4918	6734	3.3712776093165097e-06	1
4918	6752	8.733427766324782e-06	1
4918	6755	7.579886290929562e-06	1
4918	6761	3.5110343531057736e-06	1
4918	6766	5.273552720425402e-06	1
4918	6769	9.631355686614512e-06	1
4918	6774	2.347951133314299e-06	1
4918	6776	3.427788434996053e-06	1
4918	6784	4.528013300568122e-06	1
4918	6785	3.3671198347793797e-06	1
4918	6787	1.0973264828557207e-05	1
4918	6796	4.76472132042938e-06	1
4918	6803	9.415439400847339e-07	1
4919	4921	7.050301971271482e-06	1
4919	4924	3.224106999006174e-06	1
4919	4928	4.206018896114285e-06	1
4919	4936	1.0872078008203841e-05	1
4919	4944	2.974207394143498e-05	1
4919	4946	8.520296106005412e-06	1
4919	4948	9.158914970734729e-05	1
4919	4956	2.1193661742769192e-05	1
4919	4961	2.904189321314999e-06	1
4919	4974	5.644664662086546e-06	1
4919	4979	4.3080660073565385e-06	1
4919	4980	7.125263421289133e-06	1
4919	4996	1.062439011386168e-05	1
4919	4998	5.838782859429759e-06	1
4919	4999	8.248386328227814e-06	1
4919	5000	6.437630198696745e-06	1
4919	5002	1.616388611749955e-05	1
4919	5005	1.1421004690265525e-05	1
4919	5015	3.246021072931761e-06	1
4919	5016	3.4743648349857357e-06	1
4919	5027	1.842292773392138e-05	1
4919	5032	9.61856005778288e-06	1
4919	5035	4.872701420588177e-06	1
4919	5044	4.212072095418525e-06	1
4919	5045	6.721647761818159e-06	1
4919	5049	6.530781671061708e-06	1
4919	5052	1.83161000171788e-05	1
4919	5055	8.833585744631033e-06	1
4919	5057	1.0594870144246793e-06	1
4919	5070	2.8486338321096277e-06	1
4919	5072	1.0455934210261278e-05	1
4919	5077	6.721154189702356e-06	1
4919	5078	5.303035836838084e-06	1
4919	5080	8.248504323184674e-06	1
4919	5081	1.7986560653201444e-06	1
4919	5082	9.871451559890379e-06	1
4919	5088	9.40698951998634e-06	1
4919	5093	3.564026687738259e-06	1
4919	5097	1.1973322890143307e-05	1
4919	5103	1.1712670833312115e-05	1
4919	5111	3.4713310744150114e-06	1
4919	5113	1.92837195551644e-06	1
4919	5140	1.9547711819537278e-05	1
4919	5141	4.0743745633258185e-06	1
4919	5142	1.1141010007167135e-05	1
4919	5149	2.941706310602062e-06	1
4919	5151	3.899291341060835e-06	1
4919	5156	1.6370961849951416e-05	1
4919	5158	4.0616341273912835e-06	1
4919	5161	2.869954860725552e-06	1
4919	5171	1.0474597656791585e-05	1
4919	5172	6.366750957447168e-06	1
4919	5174	1.2796042839343385e-05	1
4919	5175	4.829030892900637e-06	1
4919	5187	4.04269451673055e-06	1
4919	5200	1.6447516962383414e-05	1
4919	5207	6.362926868020746e-06	1
4919	5217	7.58539659492778e-06	1
4919	5222	8.438018096084313e-06	1
4919	5223	9.315820247488065e-06	1
4919	5224	3.0004300987261315e-06	1
4919	5225	2.0804680650314535e-05	1
4919	5242	2.839853534361999e-06	1
4919	5246	3.016958840352515e-05	1
4919	5248	7.58539659492778e-06	1
4919	5252	4.0017696587040735e-06	1
4919	5261	8.975047970088493e-06	1
4919	5265	1.0423278607709904e-05	1
4919	5266	5.113306379970307e-06	1
4919	5276	3.264531549856896e-05	1
4919	5286	6.186770690008996e-06	1
4919	5288	1.4922486306671336e-05	1
4919	5289	1.0403585395672795e-05	1
4919	5290	3.297684170189618e-05	1
4919	5295	2.886178967015619e-06	1
4919	5296	3.792768822375451e-06	1
4919	5297	7.260601605268451e-06	1
4919	5300	2.562699863300636e-05	1
4919	5302	1.8244509033310096e-06	1
4919	5305	1.0952741405520928e-05	1
4919	5310	5.986652869687383e-06	1
4919	5311	4.350135623814e-06	1
4919	5312	9.038714050638823e-06	1
4919	5325	2.5058058538889236e-06	1
4919	5328	9.206681802105253e-06	1
4919	5329	1.775997289004593e-05	1
4919	5333	4.3306251610489986e-05	1
4919	5336	4.584554779651501e-05	1
4919	5345	1.4691008505701344e-05	1
4919	5350	2.527193823440767e-06	1
4919	5351	4.839117859317186e-06	1
4919	5354	1.9492924890209618e-05	1
4919	5356	4.506142535085363e-06	1
4919	5358	2.7365015464840716e-06	1
4919	5359	1.0818522661697129e-05	1
4919	5375	3.1775261135051055e-06	1
4919	5382	4.906723942363373e-06	1
4919	5385	7.3653311999915865e-06	1
4919	5389	1.192475537127656e-05	1
4919	5392	3.696664879186497e-06	1
4919	5394	3.039355561796576e-06	1
4919	5395	4.721133882671105e-05	1
4919	5399	8.975047970088493e-06	1
4919	5401	1.0757482690232707e-05	1
4919	5402	2.7011289813319898e-05	1
4919	5406	7.222673041898783e-06	1
4919	5408	6.8972552435104995e-06	1
4919	5409	9.673589605613206e-06	1
4919	5425	6.873557003069818e-06	1
4919	5427	2.1590028093077287e-06	1
4919	5430	1.4549835502858405e-05	1
4919	5432	9.285724676515319e-06	1
4919	5436	3.7720671825048884e-06	1
4919	5440	1.6045502305544008e-05	1
4919	5441	1.8658872896624882e-05	1
4919	5443	1.2527942369528065e-05	1
4919	5448	3.5267835330446604e-06	1
4919	5449	5.1613833886226596e-06	1
4919	5451	5.611920147373717e-05	1
4919	5453	1.0237419775739477e-05	1
4919	5457	3.008834430588102e-06	1
4919	5459	4.5916583522000956e-06	1
4919	5467	3.876104095258374e-06	1
4919	5468	7.105618504275504e-06	1
4919	5470	2.673730102503036e-06	1
4919	5472	8.898836372073448e-06	1
4919	5476	5.029310114536778e-06	1
4919	5482	5.206276716804788e-06	1
4919	5490	1.9609514832668177e-05	1
4919	5498	3.880638704857292e-06	1
4919	5500	2.4910820703846764e-05	1
4919	5510	5.113306379970307e-06	1
4919	5518	7.370833145557006e-06	1
4919	5530	2.0023212557315455e-06	1
4919	5535	6.0918528776367775e-06	1
4919	5541	1.4191402679738909e-05	1
4919	5543	1.1488515497749467e-05	1
4919	5544	3.391679537909132e-05	1
4919	5545	4.8363958091683185e-06	1
4919	5548	6.871433467495366e-06	1
4919	5551	9.907186297906431e-06	1
4919	5554	6.220404216127256e-06	1
4919	5565	3.353989479978586e-06	1
4919	5569	2.2463762237306346e-06	1
4919	5570	4.206018896114285e-06	1
4919	5573	2.514022097807085e-05	1
4919	5574	6.0238901804271625e-06	1
4919	5576	5.142952905652173e-06	1
4919	5577	7.5218890163614195e-06	1
4919	5581	8.574793542459675e-05	1
4919	5583	5.221387519184074e-06	1
4919	5586	1.1853437515074474e-05	1
4919	5587	2.4596615946917433e-05	1
4919	5588	1.9792445353627447e-06	1
4919	5595	9.171050733465396e-06	1
4919	5601	1.279698252466526e-05	1
4919	5602	1.8003834335073052e-05	1
4919	5615	3.297684170189618e-05	1
4919	5616	1.3432741990997958e-05	1
4919	5618	3.57635727427708e-05	1
4919	5619	2.6154535974483936e-05	1
4919	5622	9.369269662997815e-06	1
4919	5623	2.310909290400958e-05	1
4919	5630	3.692877000756524e-06	1
4919	5638	1.3372106431908617e-05	1
4919	5643	1.935782773265749e-06	1
4919	5645	2.6082973078888956e-05	1
4919	5655	1.1421004690265525e-05	1
4919	5656	1.7268266839641967e-06	1
4919	5659	4.271785532711794e-06	1
4919	5660	1.9463713555676354e-06	1
4919	5669	8.090059303427715e-06	1
4919	5670	6.0477842305675135e-06	1
4919	5671	7.187012243847076e-06	1
4919	5672	1.7109285914124063e-05	1
4919	5684	2.4055115957037433e-06	1
4919	5688	7.77864277895789e-06	1
4919	5691	6.267027511000372e-06	1
4919	5694	1.7730449890184368e-06	1
4919	5696	4.012699418373629e-06	1
4919	5706	3.2373864358306888e-06	1
4919	5708	5.5372240450242726e-06	1
4919	5719	1.0897364844321696e-05	1
4919	5720	1.6447767933490097e-05	1
4919	5726	5.519598747817261e-06	1
4919	5731	2.4938690345259262e-06	1
4919	5732	1.1476437050252681e-05	1
4919	5733	1.6459104312986545e-06	1
4919	5734	9.736582257509403e-06	1
4919	5741	2.746960407461975e-06	1
4919	5744	2.7034109039475055e-06	1
4919	5750	2.0891088097926473e-05	1
4919	5751	1.5222931221347254e-05	1
4919	5752	1.803235876632786e-05	1
4919	5753	6.276585563928472e-06	1
4919	5760	9.080401337726803e-06	1
4919	5761	3.241127451954502e-06	1
4919	5762	3.8103958328751414e-06	1
4919	5774	2.8911376764484968e-06	1
4919	5785	9.367822267250313e-06	1
4919	5790	8.397381733801009e-06	1
4919	5799	9.644913355371284e-06	1
4919	5800	1.3372106431908617e-05	1
4919	5809	3.5378057753336286e-06	1
4919	5814	8.086796397415818e-06	1
4919	5815	3.4010807383759447e-06	1
4919	5819	7.538837382191271e-06	1
4919	5822	6.399495120515464e-06	1
4919	5825	9.28500740409168e-06	1
4919	5826	6.332785118061672e-06	1
4919	5832	1.557781069224684e-05	1
4919	5833	1.1808925761506553e-05	1
4919	5834	4.52159661370549e-06	1
4919	5838	1.9714464684080634e-05	1
4919	5840	5.10177689053225e-06	1
4919	5844	2.513888956459846e-06	1
4919	5849	1.4278693512676914e-05	1
4919	5850	3.053593273564339e-05	1
4919	5852	1.0474597656791585e-05	1
4919	5853	3.792768822375451e-06	1
4919	5854	2.559225575528157e-06	1
4919	5855	2.738702434501426e-06	1
4919	5856	1.0701623602924185e-05	1
4919	5865	1.0682178708244318e-05	1
4919	5868	8.537572345497268e-06	1
4919	5870	1.917531979225769e-06	1
4919	5871	1.1266597595449002e-05	1
4919	5875	5.198279136880719e-06	1
4919	5876	1.1498490060272794e-05	1
4919	5877	8.049463389227083e-06	1
4919	5878	9.367822267250313e-06	1
4919	5881	7.957012159063143e-06	1
4919	5883	4.525453302269287e-06	1
4919	5886	2.095359046070594e-06	1
4919	5889	6.5483502079841e-06	1
4919	5893	5.55822819387489e-06	1
4919	5898	1.2206448494724052e-05	1
4919	5904	1.5038090604871191e-05	1
4919	5905	4.1552812293454025e-06	1
4919	5906	3.6494812569611327e-06	1
4919	5914	5.460050699624929e-06	1
4919	5917	3.516109256001006e-05	1
4919	5921	3.858688272353216e-06	1
4919	5922	9.028040191089745e-06	1
4919	5927	1.915697816855234e-05	1
4919	5928	1.5203583662234077e-06	1
4919	5931	1.533532604534904e-06	1
4919	5932	1.7350838076452305e-06	1
4919	5934	7.173262442803169e-06	1
4919	5935	3.371258318766484e-06	1
4919	5947	9.966889314052027e-06	1
4919	5948	1.8961936169314816e-06	1
4919	5952	1.2404893227967874e-05	1
4919	5956	5.6556030854162665e-06	1
4919	5960	2.7034109039475055e-06	1
4919	5967	3.956996304049539e-06	1
4919	5968	1.0737076132311275e-05	1
4919	5971	1.4278693512676914e-05	1
4919	5974	5.365804930662123e-05	1
4919	5980	3.4134089557361167e-06	1
4919	5981	1.2011762546942425e-05	1
4919	5984	2.746960407461975e-06	1
4919	5987	1.2978067797935562e-05	1
4919	5990	4.344696047824791e-06	1
4919	5997	8.895586600992041e-06	1
4919	6002	1.784863970612105e-05	1
4919	6003	3.718668761502053e-06	1
4919	6006	1.0952741405520928e-05	1
4919	6009	3.036655308425224e-06	1
4919	6010	3.7503016610926445e-06	1
4919	6014	1.2370467799781522e-05	1
4919	6016	7.009640486899515e-06	1
4919	6018	1.3979848772835774e-05	1
4919	6020	1.9234707811388093e-05	1
4919	6030	5.451970043041301e-06	1
4919	6033	5.176334272395199e-06	1
4919	6045	3.0107317337415503e-06	1
4919	6050	5.098197187862399e-06	1
