cand id	similarity score	R score	P score	score
1154	0.9128315	0.93717515	0.88972044	0.5
1155	0.8750677	0.8669842	0.8833034	0.5
1156	0.8687033	0.8733554	0.8641006	0.5
1157	0.84700465	0.8602174	0.83419156	1.0
1158	0.876262	0.90004784	0.8537009	0.0
1159	0.8638381	0.86573267	0.86195177	0.0
1160	0.84889513	0.8545131	0.8433506	1.0
1161	0.8789842	0.8660042	0.8923592	-1.0
1162	0.8559808	0.8572798	0.8546858	0.5
1163	0.86748433	0.84947157	0.8862775	1.0
1164	0.8977633	0.9084644	0.88731146	0.5
1165	0.82637566	0.8251582	0.8275967	-0.5
1166	0.8972728	0.8938965	0.9006747	0.0
1167	0.8454227	0.8510561	0.8398635	-0.5
1168	0.86018884	0.85646325	0.86394703	-0.5
1169	0.8544133	0.85173786	0.85710543	0.0
1170	0.8461118	0.84085405	0.85143566	0.5
1171	0.89129347	0.8856791	0.89697945	-0.5
1172	0.82372093	0.80835485	0.8396824	-0.5
1173	0.84300894	0.83840847	0.8476602	0.0
1174	0.8254241	0.8118179	0.8394941	0.0
1175	0.8869813	0.87838805	0.89574426	1.0
1176	0.85975933	0.8639522	0.8556069	-0.5
1177	0.8815385	0.87826395	0.88483757	0.0
1178	0.8784356	0.8906334	0.8665674	0.5
1179	0.8508925	0.8400816	0.8619853	0.0
1180	0.86318606	0.88189054	0.8452585	0.5
1181	0.8763814	0.8885187	0.86457133	0.5
1182	0.9021553	0.91902673	0.8858922	0.0
1183	0.8124406	0.80825216	0.8166727	-1.0
1184	0.8353496	0.8370208	0.83368504	0.0
1185	0.8657339	0.87746006	0.8543171	0.5
1186	0.8376641	0.83658063	0.83875036	-0.5
1187	0.8771554	0.85337704	0.90229696	-0.5
1188	0.8731743	0.8728112	0.87353784	0.5
1189	0.87816477	0.8935883	0.86326456	0.5
1190	0.8752566	0.88233024	0.8682955	0.0
1191	0.8893692	0.89740723	0.881474	1.0
1192	0.8548525	0.87276936	0.83765644	0.0
1193	0.8511532	0.85303354	0.84928125	0.0
1194	0.8653026	0.8656419	0.86496365	0.0
1195	0.90117884	0.9023907	0.8999701	0.0
1196	0.85924095	0.8795241	0.83987224	0.0
1197	0.88274646	0.9017981	0.8644831	0.0
1198	0.87964666	0.9011018	0.85918945	0.5
1199	0.8657785	0.86007845	0.87155455	0.5
1200	0.8571203	0.8421487	0.87263393	1.0
1201	0.92258006	0.93496484	0.910519	0.5
1202	0.905721	0.90099585	0.91049606	-0.5
1203	0.89810646	0.91471744	0.882088	0.5
1204	0.8550379	0.8495934	0.86055267	-0.5
1205	0.8797813	0.8810242	0.878542	0.0
1206	0.8344959	0.8362697	0.8327296	-0.5
1207	0.864176	0.83744127	0.8926741	0.0
1208	0.8323228	0.8318976	0.8327484	0.5
1209	0.89306074	0.87144446	0.9157767	0.0
1210	0.837032	0.82834095	0.84590745	1.0
1211	0.8478479	0.86024714	0.835801	0.5
1212	0.8848182	0.8803235	0.889359	1.0
1213	0.9039386	0.9057774	0.9021073	0.0
1214	0.84045446	0.85316944	0.8281129	1.0
1215	0.86732864	0.86922926	0.8654364	-0.5
1216	0.8754006	0.8779749	0.8728413	-0.5
1217	0.8667282	0.8777998	0.85593224	0.0
1218	0.8650501	0.85606176	0.8742293	-0.5
1219	0.850736	0.81369483	0.8913104	-0.5
1220	0.8497187	0.84074354	0.8588876	0.0
1221	0.87372375	0.8755545	0.8719006	-1.0
1222	0.89013475	0.8890155	0.8912568	0.5
1223	0.8853419	0.90837955	0.86344385	0.0
1224	0.8958834	0.88907325	0.90279865	0.0
1225	0.88426787	0.8925141	0.8761725	0.5
1226	0.879642	0.8958723	0.86398935	-1.0
1227	0.84720707	0.82540995	0.8701867	-1.0
1228	0.87936455	0.8870438	0.87181723	1.0
1229	0.8752679	0.89307696	0.85815537	0.0
1230	0.8940647	0.8878322	0.9003853	-1.0
1231	0.8773659	0.8828669	0.871933	0.5
1232	0.8523008	0.8864206	0.8207105	1.0
1233	0.9056116	0.9290095	0.8833633	0.5
1234	0.8478984	0.8689274	0.8278633	1.0
1235	0.9254354	0.9276892	0.9231925	-0.5
1236	0.8638786	0.884139	0.84452605	1.0
1237	0.88024193	0.9100518	0.85232294	0.5
1238	0.8505655	0.84748036	0.85367316	0.5
1239	0.9163621	0.93453115	0.898886	0.0
1240	0.8575439	0.84453785	0.8709567	0.5
1241	0.8455141	0.8530506	0.8381098	0.0
1242	0.86832815	0.88880223	0.848776	0.0
1243	0.8717512	0.885798	0.858143	0.0
1244	0.8852757	0.89537907	0.87539774	0.0
1245	0.85195696	0.85866135	0.84535635	0.0
1246	0.8918207	0.86971885	0.91507524	1.0
1247	0.88507974	0.8851533	0.8850062	0.0
1248	0.86296606	0.86434144	0.86159503	-0.5
1249	0.8515502	0.83405846	0.8697913	0.0
1250	0.8395898	0.8420754	0.83711874	0.5
1251	0.87258774	0.8658136	0.8794687	-0.5
1252	0.8883715	0.8993583	0.8776499	0.5
1253	0.8296899	0.8302547	0.829126	1.0
1254	0.89840996	0.9031494	0.8937199	0.5
1255	0.8696613	0.87969327	0.85985553	0.0
1256	0.90027845	0.9244483	0.87734026	1.0
1257	0.89326644	0.9213793	0.86681837	0.5
1258	0.83666	0.8507367	0.8230416	0.0
1259	0.8494322	0.8434497	0.8555002	1.0
1260	0.87056607	0.8852507	0.8563608	0.5
1261	0.8675377	0.8722505	0.8628755	0.5
1262	0.87715423	0.8615362	0.8933488	0.5
1263	0.8518451	0.8455504	0.8582341	0.5
1264	0.8705998	0.8870409	0.85475713	0.5
1265	0.83973855	0.82845616	0.8513325	0.5
1266	0.85783523	0.8619821	0.85372806	-0.5
1267	0.81593436	0.81548357	0.81638557	0.0
1268	0.8443533	0.83314514	0.85586715	0.0
1269	0.8497781	0.839459	0.86035407	0.0
1270	0.8559747	0.84526026	0.8669642	0.0
1271	0.8478443	0.8678297	0.8287588	-0.5
1272	0.8915205	0.8949579	0.8881094	0.0
1273	0.8578241	0.86319494	0.85251963	1.0
1274	0.83507603	0.82940143	0.8408288	-0.5
1275	0.8334246	0.82266986	0.84446424	-0.5
1276	0.85906357	0.88828504	0.8317034	0.5
1277	0.90020436	0.91027313	0.89035594	0.5
1278	0.88916504	0.9059517	0.87298924	1.0
1279	0.85827047	0.8535436	0.86305	0.5
1280	0.8489518	0.8597639	0.83840823	0.0
1281	0.8346435	0.84704506	0.82259977	0.0
1282	0.8780768	0.86867183	0.8876876	-0.5
1283	0.84814584	0.84682983	0.8494661	-0.5
1284	0.8586133	0.85513306	0.86212194	0.5
1285	0.85681945	0.8348219	0.88000774	0.0
1286	0.8619458	0.87467194	0.84958464	1.0
1287	0.85917205	0.87818754	0.8409627	-0.5
1288	0.8432027	0.8498841	0.8366255	0.5
1289	0.86551964	0.8693158	0.86175644	0.0
1290	0.872879	0.8651234	0.880775	1.0
1291	0.8535378	0.84453684	0.8627327	-1.0
1292	0.849099	0.84679604	0.8514146	1.0
1293	0.8410135	0.8422029	0.8398275	0.0
1294	0.8686161	0.8617931	0.87554806	1.0
1295	0.8982791	0.9083142	0.88846314	1.0
1296	0.849709	0.85797155	0.84160405	0.0
1297	0.8943189	0.89306116	0.8955802	0.0
1298	0.88592875	0.8868958	0.8849638	0.5
1299	0.8684811	0.85007507	0.88770187	0.0
1300	0.8905996	0.9013332	0.8801186	0.0
1301	0.8537417	0.86019903	0.84738064	0.5
1302	0.8882102	0.919418	0.8590514	0.0
1303	0.8876046	0.8840052	0.8912334	0.0
1304	0.8870712	0.88468087	0.8894744	0.0
1305	0.9167794	0.9530788	0.8831436	0.5
1306	0.8829922	0.88529694	0.88069946	0.0
1307	0.86490816	0.9067679	0.82674265	0.5
1308	0.8475054	0.86516297	0.8305541	-0.5
1309	0.8518628	0.8618012	0.842151	0.0
1310	0.86532116	0.8924221	0.83981776	0.5
1311	0.85522866	0.8669591	0.8438115	-0.5
1312	0.8542373	0.83859915	0.87046987	-0.5
1313	0.8447053	0.8442193	0.84519166	-1.0
1314	0.88850754	0.8972885	0.87989676	0.0
1315	0.87871957	0.88591576	0.8716394	0.0
1316	0.83192337	0.8302458	0.83360773	1.0
1317	0.8665705	0.8717878	0.86141527	0.5
1318	0.84978473	0.86333495	0.8366533	1.0
1319	0.87454796	0.8900562	0.85957086	0.5
1320	0.8627675	0.872488	0.85326123	0.5
1321	0.79249763	0.7916416	0.79335546	0.0
1322	0.8493477	0.8440193	0.85474384	0.0
1323	0.8770449	0.89520776	0.8596044	0.5
1324	0.86845267	0.87285316	0.8640964	0.0
1325	0.866439	0.87587184	0.8572071	1.0
1326	0.85811454	0.86790717	0.8485404	-0.5
1327	0.8520287	0.8395489	0.86488515	0.0
1328	0.86853683	0.86765087	0.86942464	-0.5
1329	0.9108725	0.9103181	0.91142774	0.5
1330	0.8573486	0.8547241	0.8599894	-1.0
1331	0.8842255	0.89813554	0.8707397	1.0
1332	0.84004617	0.8358515	0.84428316	0.0
1333	0.8790534	0.8769405	0.8811765	0.0
1334	0.8635751	0.88585144	0.84239167	-0.5
1335	0.8606797	0.8472886	0.8745008	0.0
1336	0.8473379	0.8459609	0.8487195	0.0
1337	0.8715979	0.8930171	0.851182	0.0
1338	0.91330326	0.92057794	0.90614265	0.5
1339	0.8775812	0.89489454	0.860925	0.0
1340	0.88579106	0.89036095	0.8812679	0.5
1341	0.9200844	0.9111923	0.9291518	1.0
1342	0.8674732	0.86518687	0.8697716	-0.5
1343	0.8841725	0.9246662	0.8470767	0.0
1344	0.8440844	0.8594502	0.82925844	-1.0
1345	0.8515448	0.8602945	0.8429713	0.0
1346	0.88841134	0.9088616	0.86886114	0.0
1347	0.8876065	0.86887425	0.90716434	0.5
1348	0.87757814	0.87771064	0.87744564	-0.5
1349	0.8790123	0.8776221	0.88040704	0.0
1350	0.8694438	0.871479	0.86741805	0.5
1351	0.8491833	0.8501034	0.84826523	0.5
1352	0.8780654	0.8654907	0.8910108	0.0
1353	0.8830084	0.9113122	0.8564098	0.5
1354	0.8912706	0.883565	0.8991117	1.0
1355	0.90218467	0.92326117	0.88204896	0.5
1356	0.88012564	0.8766437	0.8836354	0.0
1357	0.8834044	0.8970765	0.8701427	0.0
1358	0.84768313	0.85670006	0.838854	0.0
1359	0.8695125	0.86213136	0.8770211	0.0
1360	0.890477	0.8967409	0.8843	0.0
1361	0.8635843	0.86382556	0.8633431	0.0
1362	0.85779023	0.86479324	0.85089976	1.0
1363	0.8600878	0.85848814	0.86169344	0.0
1364	0.85767126	0.878838	0.83750004	-1.0
1365	0.8532256	0.83600277	0.87117314	1.0
1366	0.8363316	0.8606783	0.8133245	0.5
1367	0.85108143	0.85408443	0.8480995	-0.5
1368	0.83393055	0.83555216	0.83231527	-0.5
1369	0.8654168	0.89074874	0.841486	-0.5
1370	0.86726886	0.8751164	0.8595607	1.0
1371	0.83663523	0.85271996	0.82114625	0.0
1372	0.88913643	0.9117211	0.86764365	1.0
1373	0.8552045	0.86588156	0.84478754	0.5
1374	0.8384301	0.8503946	0.82679754	-0.5
1375	0.81341535	0.81103426	0.81581056	-0.5
1376	0.87178385	0.8887851	0.8554208	0.5
1377	0.89418787	0.89568704	0.89269376	-1.0
1378	0.8647133	0.8910484	0.8398901	0.0
1379	0.78564847	0.7587779	0.8144919	0.0
1380	0.8667042	0.8630183	0.87042177	0.5
1381	0.8757843	0.8814159	0.8702241	0.5
1382	0.8529796	0.86467165	0.8415995	0.0
1383	0.86611164	0.8609752	0.87130964	1.0
1384	0.86552763	0.8634634	0.8676017	0.5
1385	0.8530101	0.8643098	0.8420021	1.0
1386	0.85065013	0.8484001	0.8529121	0.0
1387	0.86364454	0.8511844	0.8764748	1.0
1388	0.8806678	0.87994236	0.88139445	0.5
1389	0.8579576	0.8649854	0.85104305	0.0
1390	0.8738481	0.8919663	0.8564512	0.0
1391	0.87777555	0.88293517	0.87267596	0.0
1392	0.8660717	0.8786535	0.8538451	1.0
1393	0.8669226	0.87092555	0.8629563	0.0
1394	0.8816085	0.87977153	0.88345325	0.5
1395	0.8932355	0.8871225	0.89943343	1.0
1396	0.92069894	0.935247	0.9065966	0.0
1397	0.8477898	0.8708392	0.82592916	1.0
1398	0.88999605	0.88880163	0.8911937	-1.0
1399	0.78001225	0.7933198	0.76714367	0.0
1400	0.84706384	0.85457087	0.8396875	1.0
1401	0.8830338	0.88254434	0.8835238	0.5
1402	0.8351954	0.8585261	0.81309927	0.0
1403	0.85375005	0.8697821	0.8382983	0.5
1404	0.83113617	0.8452301	0.8175046	0.5
1405	0.8644996	0.84775615	0.8819178	0.0
1406	0.87252396	0.874128	0.8709258	0.0
1407	0.8473866	0.841328	0.85353297	-0.5
1408	0.8425416	0.85379857	0.83157754	0.0
1409	0.83564377	0.85321087	0.8187855	-0.5
1410	0.82581675	0.81643254	0.8354192	-0.5
1411	0.8548098	0.85715646	0.85247594	0.5
1412	0.89736676	0.9059671	0.88892823	1.0
1413	0.8740619	0.890403	0.85830975	-0.5
1414	0.86869764	0.8734704	0.8639767	0.0
1415	0.88191545	0.8774541	0.88642246	1.0
1416	0.8973559	0.8918091	0.90297216	0.0
1417	0.8754011	0.8396146	0.914374	-1.0
1418	0.8631405	0.8776594	0.8490943	1.0
1419	0.8458966	0.8676988	0.8251632	0.0
1420	0.88172257	0.8946582	0.86915565	0.0
1421	0.91098374	0.9129366	0.90903914	0.5
1422	0.83461994	0.84708196	0.8225194	0.0
1423	0.83718127	0.8197433	0.8553773	-0.5
1424	0.86950535	0.86727345	0.87174875	-1.0
1425	0.857923	0.87166953	0.8446031	0.5
1426	0.89313114	0.910309	0.87658954	0.5
1427	0.87708837	0.88202834	0.87220347	1.0
1428	0.8616922	0.8590987	0.86430126	0.5
1429	0.87822115	0.8877011	0.8689416	0.0
1430	0.86177224	0.87657106	0.8474648	0.0
1431	0.87942904	0.88643193	0.87253594	0.5
1432	0.85152745	0.84523726	0.8579119	0.5
1433	0.87736636	0.87691146	0.8778217	0.5
1434	0.8599701	0.86395496	0.8560219	0.0
1435	0.85740507	0.8740002	0.8414284	0.0
1436	0.90328014	0.90633416	0.90024674	0.0
1437	0.819286	0.80403936	0.835122	0.5
1438	0.8352862	0.83198076	0.83861816	-0.5
1439	0.86679184	0.9018199	0.83438313	0.5
1440	0.8794106	0.8851977	0.8736988	0.5
1441	0.82094604	0.8193576	0.82254064	0.0
1442	0.8592574	0.8638613	0.8547023	0.5
1443	0.86764586	0.85190374	0.8839807	0.0
1444	0.8910675	0.8939686	0.88818514	0.0
1445	0.88166654	0.88163215	0.88170093	0.5
1446	0.8139889	0.827792	0.8006386	-0.5
1447	0.8282628	0.8276358	0.8288906	0.0
1448	0.85412085	0.8416958	0.86691815	-1.0
1449	0.817748	0.82204413	0.8134965	0.0
1450	0.82636786	0.8527521	0.8015674	0.5
1451	0.9444925	0.95105255	0.9380224	0.0
1452	0.87884974	0.89051116	0.8674897	0.0
1453	0.8603307	0.870554	0.8503448	0.0
1454	0.83703095	0.82270116	0.8518688	0.0
1455	0.8558883	0.85428697	0.8574956	0.5
1456	0.8943704	0.9047797	0.88419783	1.0
1457	0.8728585	0.8862156	0.859898	0.5
1458	0.90275115	0.8983745	0.90717065	0.5
1459	0.8172375	0.8261424	0.80852246	-0.5
1460	0.8376116	0.8427556	0.8325301	0.0
1461	0.86834496	0.8661358	0.8705655	1.0
1462	0.85804147	0.85957617	0.85651225	0.0
1463	0.8649967	0.86549515	0.86449885	0.0
1464	0.8951504	0.89970547	0.89064133	0.5
1465	0.8828903	0.91127795	0.85621786	0.5
1466	0.83968776	0.8318422	0.8476827	0.5
1467	0.83244544	0.8150268	0.85062486	0.0
1468	0.8495768	0.86279833	0.8367543	1.0
1469	0.87444943	0.8674175	0.88159627	-1.0
1470	0.83525556	0.8102056	0.8619039	0.0
1471	0.8595319	0.84294707	0.8767825	0.0
1472	0.8437795	0.83560956	0.85211086	0.0
1473	0.8632729	0.8509898	0.87591577	-0.5
1474	0.85616183	0.8863625	0.82795143	1.0
1475	0.8408909	0.8280796	0.8541049	0.5
1476	0.8379694	0.8348088	0.8411541	0.0
1477	0.8338646	0.8456861	0.82236904	0.5
1478	0.85135597	0.85302645	0.849692	0.0
1479	0.84242225	0.8317183	0.85340536	0.0
1480	0.8478607	0.8469468	0.8487765	0.0
1481	0.83027726	0.83001626	0.8305384	0.5
1482	0.8240881	0.8366018	0.81194323	-0.5
1483	0.8414723	0.8276707	0.855742	1.0
1484	0.89230824	0.91052794	0.8748035	0.0
1485	0.85995775	0.8726672	0.8476132	-0.5
1486	0.8780687	0.8765011	0.87964183	0.5
1487	0.86093026	0.8470016	0.8753247	-0.5
1488	0.8399613	0.86626184	0.8152108	0.5
1489	0.8308155	0.82534736	0.83635664	0.0
1490	0.87828475	0.8879109	0.8688651	0.0
1491	0.83968115	0.83506894	0.84434456	0.5
1492	0.8583047	0.86190283	0.85473645	0.5
1493	0.8500704	0.8403844	0.8599823	0.0
1494	0.85063046	0.8550983	0.84620905	-1.0
1495	0.8366092	0.83143586	0.8418474	-0.5
1496	0.839452	0.84757966	0.8314787	-0.5
1497	0.8172573	0.82157916	0.81298065	0.0
1498	0.85451585	0.8844596	0.8265332	0.0
1499	0.86121136	0.8591367	0.86329603	0.0
1500	0.81300765	0.81127536	0.81474733	-0.5
1501	0.80377513	0.7922679	0.8156215	1.0
1502	0.8308303	0.8221534	0.83969223	-1.0
1503	0.83122027	0.8338691	0.8285881	-1.0
1504	0.85314316	0.87061906	0.83635503	1.0
1505	0.85560423	0.83686936	0.8751972	-0.5
1506	0.85571724	0.8584295	0.85302204	0.5
1507	0.85611975	0.8704483	0.84225523	-1.0
1508	0.87002295	0.8653054	0.8747923	0.5
1509	0.8371792	0.84054154	0.83384365	-0.5
1510	0.83901477	0.87335247	0.8072751	0.0
1511	0.8857385	0.88752675	0.8839574	1.0
1512	0.83167005	0.81966025	0.844037	-1.0
1513	0.86287093	0.85672015	0.86911076	0.0
1514	0.87128675	0.86820096	0.87439466	-0.5
1515	0.8842659	0.89601433	0.8728216	0.0
1516	0.80401284	0.86089736	0.75417984	0.0
1517	0.8666598	0.8934705	0.84141135	0.0
1518	0.8652909	0.86221355	0.8683902	0.0
1519	0.84336203	0.8253511	0.86217654	1.0
1520	0.8811058	0.90889055	0.85496926	-0.5
1521	0.8948521	0.90609527	0.8838846	0.5
1522	0.83471924	0.83721215	0.83224106	-0.5
1523	0.8600969	0.86529243	0.8549633	0.5
1524	0.87160224	0.8890505	0.8548257	0.5
1525	0.8412864	0.84207326	0.8405012	0.5
1526	0.8319868	0.8396521	0.82446015	0.0
1527	0.84798175	0.8269349	0.87012804	-0.5
1528	0.9215643	0.929694	0.91357553	1.0
1529	0.88022256	0.88186496	0.8785863	0.5
1530	0.85615087	0.85629064	0.85601115	1.0
1531	0.8551998	0.8504737	0.8599788	1.0
1532	0.8377613	0.8234122	0.8526194	-1.0
1533	0.80581367	0.80686224	0.80476785	-0.5
1534	0.8819355	0.88120764	0.8826645	0.5
1535	0.87084806	0.8821978	0.85978657	0.5
1536	0.86944765	0.8681535	0.87074554	-0.5
1537	0.85328597	0.84557676	0.8611371	0.5
1538	0.8793461	0.91057473	0.85018843	0.0
1539	0.830839	0.8329129	0.8287752	0.0
1540	0.90173477	0.9127462	0.8909859	1.0
1541	0.8849507	0.8949889	0.8751351	0.0
1542	0.82602817	0.84140587	0.8112025	-1.0
1543	0.85964584	0.8592062	0.86008596	0.0
1544	0.85293245	0.8606723	0.8453305	0.0
1545	0.8591952	0.8929317	0.8279151	1.0
1546	0.88398	0.8922833	0.8758297	0.5
1547	0.85441	0.8426973	0.86645293	1.0
1548	0.8836807	0.89617085	0.871534	0.5
1549	0.8880721	0.8848933	0.8912737	1.0
1550	0.8752313	0.8798063	0.8707037	1.0
1551	0.86197776	0.8626461	0.8613105	-0.5
1552	0.81689095	0.8073984	0.8266095	-0.5
1553	0.8456613	0.85582465	0.8357364	0.5
1554	0.86939657	0.8480457	0.89185035	-0.5
1555	0.8321753	0.82827055	0.8361171	0.0
1556	0.88093776	0.8812286	0.88064706	0.5
1557	0.87156606	0.8573038	0.8863109	1.0
1558	0.87092054	0.8719474	0.86989605	0.0
1559	0.880028	0.8851781	0.8749374	1.0
1560	0.89654136	0.9096656	0.8837905	1.0
1561	0.89094484	0.8983531	0.8836578	0.5
1562	0.8762529	0.89333344	0.8598132	0.5
1563	0.8589096	0.8641203	0.8537614	0.5
1564	0.8884328	0.9216656	0.8575131	0.5
1565	0.8371058	0.88328564	0.7955148	0.5
1566	0.82580686	0.8256078	0.826006	0.0
1567	0.9135451	0.9024725	0.9248928	1.0
1568	0.85080147	0.87008435	0.8323548	0.5
1569	0.8958323	0.902343	0.8894149	1.0
1570	0.8728747	0.8760233	0.8697486	0.5
1571	0.84798324	0.84437186	0.8516257	0.0
1572	0.83610547	0.8626222	0.81117034	1.0
1573	0.8663239	0.8675366	0.86511457	0.0
1574	0.8996134	0.898595	0.90063405	0.5
1575	0.90200925	0.9139517	0.8903749	0.5
1576	0.8833423	0.8808859	0.88581246	0.5
1577	0.8481999	0.8688852	0.82847655	0.0
1578	0.8718343	0.8613364	0.8825912	0.5
1579	0.8588517	0.895582	0.82501537	0.0
1580	0.8665038	0.8586708	0.8744809	1.0
1581	0.8550759	0.84499454	0.8654006	0.5
1582	0.8699333	0.88664997	0.8538353	1.0
1583	0.8479971	0.8674977	0.82935405	0.5
1584	0.85151315	0.858092	0.8450343	0.0
1585	0.79042387	0.8398067	0.7465263	-1.0
1586	0.8645324	0.86696273	0.86211574	0.5
1587	0.85777164	0.84337497	0.87266845	0.5
1588	0.8557214	0.8508424	0.8606567	0.5
1589	0.8729091	0.8777353	0.86813575	0.0
1590	0.89210045	0.9104287	0.87449574	1.0
1591	0.8888869	0.89461535	0.8832314	0.0
1592	0.8772366	0.8660656	0.8886996	0.5
1593	0.87059385	0.8778284	0.86347747	0.0
1594	0.9018919	0.91305727	0.8909963	0.0
1595	0.87857985	0.8853368	0.87192523	1.0
1596	0.86743844	0.87035865	0.8645376	0.5
1597	0.86944956	0.87914336	0.8599672	0.5
1598	0.86683315	0.8745027	0.8592969	1.0
1599	0.91985804	0.92541945	0.914363	1.0
1600	0.8688078	0.8701953	0.8674246	0.0
1601	0.8550325	0.85456914	0.85549635	0.5
1602	0.8651015	0.8694573	0.86078924	0.0
1603	0.8797872	0.89125496	0.86861086	-1.0
1604	0.8454145	0.8391585	0.85176456	0.5
1605	0.88876414	0.8951907	0.8824292	1.0
1606	0.85775685	0.8834536	0.83351266	0.5
1607	0.84266245	0.84308946	0.84223586	-0.5
1608	0.828263	0.8393012	0.81751126	-1.0
1609	0.87832946	0.87011003	0.88670564	-0.5
1610	0.9047423	0.92268735	0.887482	0.5
1611	0.83567137	0.85997444	0.81270415	0.0
1612	0.8697616	0.87138766	0.86814165	-0.5
1613	0.8629392	0.84908223	0.877256	-0.5
1614	0.84716904	0.84511006	0.8492381	-1.0
1615	0.8613884	0.86351347	0.85927373	0.5
1616	0.87023544	0.86832917	0.8721502	0.0
1617	0.86350006	0.8772325	0.85019094	1.0
1618	0.9069042	0.89356416	0.92064863	0.0
1619	0.88467324	0.8985871	0.87118363	0.5
1620	0.84808326	0.8633746	0.83332413	0.0
1621	0.86303014	0.86813474	0.8579852	0.5
1622	0.837096	0.817553	0.8575961	0.0
1623	0.87257755	0.87760055	0.86761177	0.5
1624	0.9043929	0.87444776	0.93646175	1.0
1625	0.8653916	0.8425675	0.8894867	0.5
1626	0.8344942	0.8220933	0.8472748	-0.5
1627	0.85591376	0.8598528	0.8520107	1.0
1628	0.87622446	0.87988365	0.87259555	0.5
1629	0.8761621	0.87390685	0.87842906	0.5
1630	0.887923	0.9097276	0.8671393	0.5
1631	0.8853924	0.9009948	0.8703212	0.0
1632	0.8705686	0.8926791	0.84952694	1.0
1633	0.89881086	0.9014706	0.89616686	0.0
1634	0.8576556	0.82935363	0.88795745	-0.5
1635	0.86284983	0.87003696	0.8557805	1.0
1636	0.86827284	0.8631581	0.87344855	-0.5
1637	0.88268226	0.8891655	0.876293	0.5
1638	0.8423246	0.84938055	0.83538496	0.0
1639	0.90151143	0.9061824	0.8968884	0.5
1640	0.89066035	0.89069426	0.89062643	0.0
1641	0.871953	0.9107822	0.8362993	0.5
1642	0.8932823	0.89578295	0.8907956	0.0
1643	0.8459937	0.8410239	0.8510226	-0.5
1644	0.86067986	0.8571998	0.8641883	0.5
1645	0.84533924	0.83300257	0.85804695	-0.5
1646	0.8383331	0.83061236	0.8461986	-0.5
1647	0.8850913	0.88766277	0.88253474	0.5
1648	0.8749661	0.87832624	0.8716315	0.0
1649	0.863882	0.8559623	0.8719497	1.0
1650	0.94070816	0.95296973	0.928758	0.5
1651	0.889815	0.8869486	0.89269996	1.0
1652	0.8417274	0.8470785	0.8364435	-0.5
1653	0.8441638	0.87912005	0.81188107	0.5
1654	0.8960664	0.91488487	0.8780066	0.0
1655	0.8140414	0.8038368	0.8245084	-0.5
1656	0.8747236	0.87267333	0.8767835	1.0
1657	0.86496484	0.8823389	0.8482619	1.0
1658	0.87684023	0.8786321	0.8750557	-0.5
1659	0.912809	0.92385477	0.90202415	-1.0
1660	0.8819358	0.8671736	0.8972094	0.0
1661	0.8470208	0.84426254	0.8497972	0.5
1662	0.8778069	0.88799703	0.86784804	1.0
1663	0.88095725	0.88151467	0.8804004	0.5
1664	0.8676643	0.88122356	0.8545159	0.5
1665	0.8703583	0.8733921	0.86734545	1.0
1666	0.87799215	0.88921523	0.86704886	0.5
1667	0.85809773	0.8491787	0.8672062	0.5
1668	0.83710766	0.8596086	0.81575453	0.5
1669	0.8530188	0.86154157	0.844663	0.0
1670	0.9110962	0.9235023	0.899019	0.0
1671	0.8712957	0.86280304	0.87995726	0.0
1672	0.83508384	0.8339245	0.8362464	0.0
1673	0.86586875	0.8605579	0.8712456	0.0
1674	0.8551786	0.86725724	0.8434318	0.5
1675	0.86680686	0.8543679	0.8796134	1.0
1676	0.89188296	0.9001828	0.88373476	0.0
1677	0.8463256	0.8527839	0.8399644	-1.0
1678	0.86253715	0.8802419	0.8455306	0.0
1679	0.87676156	0.88457966	0.86908036	0.5
1680	0.842914	0.84348595	0.8423429	0.0
1681	0.8362952	0.82472086	0.848199	0.0
1682	0.8565801	0.8761517	0.83786374	0.5
1683	0.8493843	0.8827151	0.8184791	0.0
1684	0.8469751	0.8670166	0.8278392	0.0
1685	0.87939185	0.9017009	0.8581601	1.0
1686	0.8157722	0.82949233	0.8024986	0.5
1687	0.86008984	0.8653791	0.85486484	0.5
1688	0.8674168	0.8789135	0.85621685	-0.5
1689	0.86469764	0.8714303	0.8580682	0.0
1690	0.88109636	0.880707	0.881486	1.0
1691	0.8687694	0.8551489	0.88283074	1.0
1692	0.82864004	0.8225656	0.8348048	-0.5
1693	0.8153801	0.8127344	0.8180431	-1.0
1694	0.84036046	0.86795616	0.8144654	0.5
1695	0.8731032	0.8912239	0.8557047	0.5
1696	0.85484135	0.86293197	0.84690106	0.5
1697	0.86164325	0.8559585	0.8674041	0.0
1698	0.83556515	0.8476807	0.82379097	1.0
1699	0.86918306	0.8672243	0.8711508	0.5
1700	0.85410726	0.8688478	0.8398584	0.5
1701	0.8841095	0.89761853	0.8710012	0.0
1702	0.91841924	0.9225064	0.9143683	1.0
1703	0.8848758	0.880082	0.88972205	1.0
1704	0.8942582	0.8904223	0.8981272	-0.5
1705	0.8562861	0.8715872	0.841513	0.5
1706	0.87341946	0.87673	0.8701338	0.5
1707	0.8853633	0.8750794	0.89589185	-0.5
1708	0.8398727	0.83497214	0.84483105	-0.5
1709	0.868352	0.86741596	0.86929005	0.5
1710	0.9033601	0.9099059	0.896908	1.0
1711	0.86382425	0.8504829	0.8775908	0.5
