cand id	similarity score	R score	P score	score
579	0.8740025	0.8801677	0.8679231	-0.5
580	0.8169228	0.81013805	0.82382214	-0.5
581	0.8813538	0.89312243	0.86989135	0.0
582	0.86032784	0.86776686	0.85301524	1.0
583	0.84172046	0.83475626	0.8488019	0.0
584	0.83593774	0.82841516	0.8435983	0.0
585	0.87681234	0.88041234	0.87324154	0.0
586	0.9045422	0.88835216	0.92133343	1.0
587	0.85651624	0.8567383	0.85629416	0.0
588	0.8611675	0.85393065	0.868528	0.5
589	0.85180455	0.8730601	0.8315595	0.5
590	0.85193413	0.82982445	0.8752543	-0.5
591	0.8963874	0.907194	0.88583523	0.5
592	0.9129569	0.9030936	0.92303807	0.5
593	0.9014863	0.9062099	0.89681166	1.0
594	0.8490272	0.83560663	0.86288595	0.5
595	0.8760638	0.8715583	0.88061625	0.0
596	0.86715	0.8701172	0.86420304	0.0
597	0.85823876	0.8568492	0.8596328	0.0
598	0.9058465	0.9104222	0.9013165	1.0
599	0.857708	0.8542889	0.86115456	1.0
600	0.8503087	0.84991074	0.8507071	-1.0
601	0.89724255	0.90790224	0.8868302	0.0
602	0.83463097	0.8280689	0.8412979	0.0
603	0.84017557	0.84624666	0.83419096	0.0
604	0.8598907	0.88268054	0.83824813	-0.5
605	0.84518874	0.83519685	0.85542256	-1.0
606	0.8625859	0.8646316	0.8605498	0.5
607	0.8582407	0.87409705	0.84294945	1.0
608	0.8439006	0.85530055	0.8328006	0.0
609	0.8884332	0.88578814	0.89109415	0.0
610	0.8627861	0.8791423	0.8470274	0.0
611	0.8501903	0.8631262	0.8376365	0.5
612	0.8901668	0.9088472	0.8722388	0.0
613	0.83996046	0.8515369	0.8286946	-0.5
614	0.88471466	0.9009272	0.8690754	-0.5
615	0.8456995	0.83969396	0.8517916	-0.5
616	0.8645462	0.87739956	0.8520639	0.0
617	0.8961515	0.9037025	0.8887256	1.0
618	0.8659429	0.8996736	0.83465004	1.0
619	0.8416922	0.82983047	0.85389817	0.0
620	0.881095	0.8780147	0.884197	0.5
621	0.8653541	0.841936	0.8901122	1.0
622	0.8864132	0.9011046	0.87219316	0.0
623	0.8780243	0.8579286	0.899084	-0.5
624	0.85642904	0.8420067	0.8713539	0.0
625	0.8797145	0.8734232	0.8860971	0.5
626	0.8767096	0.87066627	0.8828374	0.0
627	0.8596609	0.859641	0.85968083	0.0
628	0.84121853	0.8417535	0.84068424	0.0
629	0.8560418	0.8394572	0.8732948	0.0
630	0.86996025	0.8588051	0.8814088	-0.5
631	0.8600031	0.8796244	0.8412381	0.5
632	0.8640575	0.8601568	0.86799365	-1.0
633	0.8544108	0.8485249	0.860379	0.5
634	0.83622414	0.83393306	0.83852786	-0.5
635	0.8619658	0.8760703	0.8483082	0.5
636	0.8583494	0.86073434	0.8559776	0.0
637	0.8550076	0.87289906	0.83783484	0.0
638	0.85388356	0.8396816	0.86857426	-0.5
639	0.8666612	0.8650139	0.86831486	0.5
640	0.8340531	0.8381442	0.8300017	1.0
641	0.8759835	0.88774693	0.8645277	0.0
642	0.8540185	0.8462492	0.86193174	0.0
643	0.87184	0.8548269	0.889544	0.0
644	0.8750511	0.86833423	0.8818727	0.5
645	0.8462895	0.88180184	0.8135268	-0.5
646	0.8672256	0.87509894	0.8594926	0.5
647	0.86135286	0.85757506	0.86516416	0.0
648	0.8410494	0.8547558	0.8277756	-0.5
649	0.88173765	0.8816577	0.8818176	0.5
650	0.8502824	0.8725582	0.8291156	0.0
651	0.87678504	0.86077195	0.8934053	1.0
652	0.86691326	0.8714964	0.8623782	-0.5
653	0.899136	0.9047073	0.8936328	0.0
654	0.86059904	0.8651356	0.85610986	0.5
655	0.86935973	0.8727942	0.8659521	0.0
656	0.8824654	0.9105465	0.85606456	0.0
657	0.83374727	0.83239853	0.8351004	-0.5
658	0.90593404	0.90835416	0.9035267	0.5
659	0.88414735	0.8981611	0.8705641	0.5
660	0.84831405	0.86177677	0.8352656	-0.5
661	0.8470328	0.8233342	0.8721361	1.0
662	0.85594904	0.85676295	0.8551367	0.5
663	0.8626274	0.88087696	0.8451186	0.0
664	0.8258834	0.8474882	0.8053528	0.0
665	0.8590766	0.8831938	0.8362415	1.0
666	0.85516423	0.86082286	0.84957945	0.5
667	0.8724973	0.89421916	0.8518058	1.0
668	0.84505063	0.8409438	0.8491977	-1.0
669	0.8470101	0.8507058	0.84334624	0.5
670	0.84706587	0.8505168	0.84364283	0.0
671	0.855477	0.85800546	0.8529633	0.0
672	0.87632287	0.8570039	0.89653295	0.5
673	0.826237	0.8191755	0.8334213	-0.5
674	0.8907225	0.9029098	0.87885994	0.5
675	0.90532625	0.90401995	0.9066363	1.0
676	0.8681911	0.8663106	0.87007993	-0.5
677	0.89420146	0.90975666	0.8791692	0.5
678	0.88024086	0.8839467	0.8765659	0.5
679	0.8965513	0.90681875	0.8865138	0.0
680	0.8645329	0.85748714	0.8716954	0.5
681	0.8907274	0.88793117	0.8935413	0.0
682	0.85528636	0.85496646	0.8556065	1.0
683	0.8728916	0.8785132	0.86734146	-0.5
684	0.8975967	0.92327166	0.87331116	0.5
685	0.8841895	0.9050403	0.8642778	0.5
686	0.86177355	0.84844947	0.87552285	0.5
687	0.9062614	0.9029504	0.9095966	0.0
688	0.86587834	0.8697676	0.8620237	0.0
689	0.87449175	0.87201196	0.87698555	0.0
690	0.8464023	0.8593834	0.83380747	0.0
691	0.90699494	0.90247977	0.91155547	1.0
692	0.9162058	0.92923856	0.9035336	0.0
693	0.8725435	0.85402566	0.8918823	-0.5
694	0.886572	0.87004465	0.90373933	0.5
695	0.83929354	0.8338139	0.84484565	0.5
696	0.8685263	0.87948334	0.8578388	0.0
697	0.85977346	0.8770667	0.84314907	0.5
698	0.8685026	0.83261085	0.90762824	0.5
699	0.87926096	0.8799163	0.8786066	1.0
700	0.86630416	0.8683611	0.864257	0.5
701	0.9096676	0.92389035	0.89587605	0.5
702	0.81914234	0.8076738	0.8309412	0.0
703	0.87459755	0.87127	0.8779508	1.0
704	0.84073097	0.83531964	0.8462129	0.0
705	0.8521067	0.8745268	0.83080757	0.0
706	0.87752223	0.88428724	0.8708599	0.5
707	0.87904227	0.8847353	0.87342215	1.0
708	0.8605086	0.862256	0.8587683	0.5
709	0.89684606	0.8899145	0.9038864	0.0
710	0.85857	0.8948508	0.8251165	-0.5
711	0.85632193	0.8569756	0.8556692	-0.5
712	0.88505507	0.89388233	0.8764006	0.5
713	0.87171793	0.8912617	0.8530129	1.0
714	0.8559083	0.8650031	0.84700274	0.0
715	0.84694195	0.8422777	0.8516581	-1.0
716	0.85350186	0.8598081	0.84728736	0.5
717	0.84936994	0.82990664	0.8697681	-1.0
718	0.84206814	0.83230567	0.85206234	0.5
719	0.8920009	0.9028916	0.8813697	0.0
720	0.8339378	0.83067507	0.8372264	-0.5
721	0.8607195	0.8670479	0.85448295	-1.0
722	0.8783479	0.8777233	0.87897325	0.5
723	0.88054144	0.8806373	0.8804456	1.0
724	0.8589618	0.86228305	0.85566604	0.5
725	0.8663439	0.87022835	0.862494	0.0
726	0.84638983	0.8505753	0.8422453	1.0
727	0.84517	0.8490514	0.84132403	0.5
728	0.8621643	0.8748085	0.8498804	0.5
729	0.90499455	0.8962312	0.91393095	0.5
730	0.8648768	0.8808637	0.8494598	0.0
731	0.90069216	0.93119323	0.8721259	0.5
732	0.8775459	0.8955323	0.86026776	0.5
733	0.8380635	0.85488266	0.82189333	1.0
734	0.87395	0.86263275	0.88556814	1.0
735	0.84226084	0.8266252	0.8584993	0.0
736	0.84722114	0.8460897	0.8483556	-0.5
737	0.8684487	0.8819196	0.85538304	0.0
738	0.86039543	0.89150566	0.8313832	0.5
739	0.8470209	0.8508543	0.84322196	0.0
740	0.83737534	0.87061733	0.8065785	0.0
741	0.8346066	0.8304335	0.83882195	0.0
742	0.87822336	0.850539	0.9077706	0.0
743	0.8626798	0.86932147	0.8561388	0.5
744	0.85974365	0.8762169	0.84387845	0.0
745	0.8799451	0.86345184	0.8970806	0.5
746	0.8601827	0.8727849	0.8479394	0.0
747	0.83684146	0.83494985	0.8387417	-0.5
748	0.870698	0.88065517	0.86096346	0.0
749	0.8580594	0.8615756	0.8545718	1.0
750	0.8530564	0.8639911	0.8423948	0.5
751	0.8654379	0.8722618	0.85872	0.5
752	0.8741108	0.8653386	0.88306266	0.0
753	0.8974869	0.9024087	0.89261854	1.0
754	0.88804364	0.88438666	0.8917311	1.0
755	0.8640284	0.8719147	0.85628355	0.0
756	0.8686794	0.8701529	0.8672109	1.0
757	0.87998337	0.87626517	0.8837332	0.0
758	0.8494557	0.8489273	0.8499848	0.0
759	0.83112186	0.8019407	0.86250687	-0.5
760	0.86500746	0.86816627	0.86187154	0.5
761	0.8775838	0.87542593	0.87975234	-1.0
762	0.8705759	0.9054153	0.83831835	0.0
763	0.8827721	0.8899441	0.8757148	1.0
764	0.850067	0.85747606	0.842785	0.5
765	0.8633652	0.89040613	0.8379181	0.5
766	0.8707835	0.88886267	0.853425	1.0
767	0.8354775	0.8348724	0.8360833	0.0
768	0.8613735	0.8537153	0.8691703	0.5
769	0.86020577	0.8894644	0.8328107	0.5
770	0.86033744	0.8737117	0.84736645	0.5
771	0.90093935	0.9013644	0.9005148	0.5
772	0.8773161	0.8885401	0.86637205	0.0
773	0.8882245	0.91020495	0.86728066	0.5
774	0.8822433	0.8799804	0.8845177	0.5
775	0.8523573	0.8248883	0.88171893	0.0
776	0.82032317	0.83648115	0.8047776	-0.5
777	0.87333524	0.8849581	0.86201376	1.0
778	0.89504254	0.9118078	0.87888277	-0.5
779	0.898227	0.9236241	0.8741892	0.0
780	0.8285579	0.8252792	0.8318628	-0.5
781	0.8236443	0.84322655	0.8049509	-1.0
782	0.85656935	0.8778209	0.8363224	0.0
783	0.89230275	0.89829874	0.88638633	0.0
784	0.82822806	0.824649	0.83183837	0.0
785	0.89482963	0.90221214	0.88756704	0.0
786	0.8880643	0.89024675	0.88589257	0.5
787	0.845936	0.8205906	0.87289697	0.0
788	0.85893303	0.8558593	0.8620289	1.0
789	0.862856	0.842437	0.88428944	0.0
790	0.89042515	0.89463687	0.8862529	0.0
791	0.85024434	0.8479621	0.85253906	0.0
792	0.9308279	0.9320964	0.9295627	0.5
793	0.88608956	0.8858379	0.88634133	0.0
794	0.8763829	0.8857839	0.8671792	0.5
795	0.9160331	0.9048995	0.92744404	-0.5
796	0.8955034	0.8985755	0.8924521	0.5
797	0.81604576	0.81156665	0.8205746	0.5
798	0.8634437	0.8532843	0.8738479	0.0
799	0.8881577	0.89713395	0.87935925	0.5
800	0.8351596	0.8211196	0.8496882	-0.5
801	0.8720659	0.87855124	0.86567557	0.0
802	0.88438046	0.89903426	0.87019664	0.5
803	0.87918776	0.88758504	0.87094796	0.5
804	0.88300985	0.9038001	0.8631546	-0.5
805	0.8886926	0.9256326	0.85458773	1.0
806	0.87126356	0.88210803	0.8606825	0.5
807	0.9011611	0.90411794	0.8982235	1.0
808	0.8551919	0.8760083	0.8353419	0.0
809	0.8584386	0.8487653	0.8683349	0.5
810	0.8421701	0.83576775	0.8486714	0.5
811	0.8902271	0.8892652	0.89119095	0.5
812	0.8160494	0.8148699	0.81723225	0.0
813	0.89558744	0.90855837	0.88298166	0.5
814	0.88396037	0.89005435	0.8779493	-0.5
815	0.8500502	0.8606544	0.83970404	0.5
816	0.86910945	0.8840558	0.8546601	-0.5
817	0.87192225	0.88053584	0.86347556	1.0
818	0.8743744	0.8929201	0.8565834	0.5
819	0.87440944	0.88918096	0.8601206	0.5
820	0.8924034	0.89783865	0.8870336	0.0
821	0.8972971	0.9039176	0.89077294	1.0
822	0.8520847	0.861033	0.84332037	0.5
823	0.89775616	0.9191848	0.87730384	1.0
824	0.8715676	0.8801588	0.86314255	0.0
825	0.8921033	0.8869046	0.89736336	1.0
826	0.8458321	0.8670878	0.8255936	-0.5
827	0.8671747	0.8548304	0.8798806	1.0
828	0.8595429	0.85947603	0.8596098	0.5
829	0.8814691	0.86208034	0.9017499	-0.5
830	0.8244502	0.8181371	0.8308615	-0.5
831	0.84798473	0.8554011	0.840696	-0.5
832	0.8637641	0.8715806	0.8560865	0.5
833	0.8904275	0.8981871	0.8828008	-0.5
834	0.8597165	0.8300508	0.8915812	-0.5
835	0.84612864	0.84689486	0.84536386	0.5
836	0.89731187	0.88969445	0.9050609	1.0
837	0.87544906	0.8962538	0.8555883	0.0
838	0.85327214	0.87167776	0.83562773	0.5
839	0.84270716	0.8571769	0.8287178	0.0
840	0.80413455	0.81281924	0.7956335	0.0
841	0.909808	0.9132973	0.90634525	0.0
842	0.8587405	0.84598255	0.8718892	0.0
843	0.85209244	0.87862855	0.8271122	0.0
844	0.87572855	0.8868445	0.8648877	0.0
845	0.8968191	0.92237896	0.8726377	1.0
846	0.8603409	0.8557268	0.86500514	-0.5
847	0.86732	0.86903715	0.86560965	0.0
848	0.85857105	0.87359405	0.84405595	-0.5
849	0.8873571	0.90035105	0.8747328	0.5
850	0.8516591	0.84596723	0.85742813	0.5
851	0.87796885	0.88009423	0.8758538	0.5
852	0.85289305	0.83808875	0.8682297	-0.5
853	0.8554888	0.83692783	0.87489176	0.0
854	0.8875241	0.8914107	0.8836712	0.5
855	0.85642487	0.8566045	0.8562453	1.0
856	0.8861323	0.8917489	0.88058597	0.5
857	0.8643419	0.856929	0.87188435	0.5
858	0.8738292	0.86994666	0.8777466	-0.5
859	0.8692401	0.8857352	0.8533482	0.0
860	0.8603457	0.89215356	0.8307279	0.0
861	0.8657674	0.86862445	0.8629291	0.5
862	0.80966556	0.8118015	0.8075409	0.0
863	0.87274677	0.87574613	0.86976796	1.0
864	0.88630766	0.88561845	0.88699794	0.5
865	0.88635445	0.8839271	0.88879514	0.5
866	0.8742288	0.8732345	0.8752253	0.5
867	0.8640843	0.8553053	0.8730455	0.0
868	0.8885332	0.8876145	0.88945377	0.0
869	0.86399984	0.8515864	0.8767806	1.0
870	0.8897031	0.90923667	0.8709912	1.0
871	0.8696896	0.87778264	0.86174434	-0.5
872	0.86557204	0.87883955	0.85269916	0.0
873	0.86825746	0.87746423	0.8592419	0.0
874	0.84576917	0.8476684	0.8438783	0.5
875	0.8504195	0.84098613	0.8600669	0.0
876	0.86219025	0.8646335	0.85976076	0.5
877	0.87056184	0.8591361	0.8822954	-0.5
878	0.8534238	0.8598621	0.8470812	0.0
879	0.8734231	0.88257766	0.8644564	0.0
880	0.8416056	0.83693224	0.8463314	-0.5
881	0.8727695	0.8725977	0.8729413	1.0
882	0.8413601	0.8487781	0.83407056	0.5
883	0.90027124	0.91113794	0.8896607	-0.5
884	0.8721887	0.8939818	0.8514328	0.0
885	0.8954486	0.9221418	0.87025726	0.5
886	0.84312826	0.84017706	0.84610015	0.0
887	0.8976206	0.8976849	0.8975563	0.0
888	0.8674947	0.86171687	0.8733506	0.0
889	0.88723934	0.9075962	0.8677758	0.0
890	0.83965486	0.8508663	0.82873505	0.5
891	0.8328864	0.83381397	0.8319609	1.0
892	0.88546574	0.8875369	0.8834042	0.0
893	0.90093875	0.9113885	0.8907259	-0.5
894	0.83904874	0.83464813	0.8434959	0.0
895	0.84890634	0.8652812	0.8331398	0.5
896	0.85536873	0.85728735	0.8534587	0.5
897	0.8315672	0.82230794	0.8410376	-0.5
898	0.8848957	0.88708526	0.88271695	0.5
899	0.8760295	0.88316727	0.8690063	0.5
900	0.8210992	0.82057685	0.8216224	0.5
901	0.87722355	0.8672974	0.8873796	0.5
902	0.8453278	0.8317718	0.8593329	1.0
903	0.8397443	0.86088634	0.81961584	0.0
904	0.84828585	0.85700536	0.83974206	0.5
905	0.89633924	0.8861466	0.906769	-1.0
906	0.88156617	0.8705254	0.89289063	0.5
907	0.8955133	0.89139426	0.8996705	0.5
908	0.93327004	0.9179451	0.9491155	1.0
909	0.815136	0.8183138	0.81198275	-1.0
910	0.8433768	0.84709686	0.8396893	-1.0
911	0.882093	0.86509275	0.8997749	1.0
912	0.87496126	0.8719324	0.8780113	0.0
913	0.8688862	0.87202203	0.86577284	1.0
914	0.8907266	0.9030319	0.8787522	0.0
915	0.893951	0.8997948	0.8881825	0.5
916	0.8881567	0.90910167	0.8681552	0.0
917	0.88783467	0.9356191	0.844694	1.0
918	0.851627	0.840352	0.8632088	0.5
919	0.8575096	0.869538	0.8458094	1.0
920	0.8140298	0.8284573	0.80009615	0.0
921	0.8595383	0.87422734	0.84533477	0.5
922	0.9007586	0.912525	0.8892919	-0.5
923	0.8495024	0.8635382	0.83591557	-0.5
924	0.859803	0.8639866	0.8556598	0.0
925	0.8804869	0.8791346	0.8818434	-0.5
926	0.88099533	0.9029866	0.86004984	0.0
927	0.9257435	0.92582893	0.92565805	0.0
928	0.8704362	0.863892	0.87708044	-0.5
929	0.82347125	0.862177	0.7880914	-1.0
930	0.91050404	0.91693646	0.9041613	0.5
931	0.79381883	0.760752	0.8298907	-0.5
932	0.8634848	0.87377274	0.85343635	1.0
933	0.84367406	0.8430613	0.84428775	0.0
934	0.8855439	0.88787633	0.88322365	0.0
935	0.8697036	0.86786747	0.87154746	0.0
936	0.8753771	0.86878115	0.88207394	0.0
937	0.86937624	0.8834057	0.8557854	0.5
938	0.86839086	0.86921227	0.867571	0.5
939	0.844313	0.834995	0.8538415	0.0
940	0.9006506	0.9106537	0.8908648	0.5
941	0.895215	0.89207363	0.89837843	1.0
942	0.8633352	0.86561745	0.861065	-0.5
943	0.85270745	0.85743093	0.84803575	0.5
944	0.84798115	0.8682855	0.8286047	0.0
945	0.8548808	0.85186434	0.85791856	1.0
946	0.879454	0.8600421	0.89976245	1.0
947	0.8588924	0.8717446	0.8464135	0.0
948	0.8206756	0.8305495	0.8110337	0.5
949	0.886028	0.90512216	0.8677228	0.0
950	0.87987304	0.88994676	0.8700247	-0.5
951	0.88208306	0.8884384	0.8758179	0.5
952	0.8657925	0.8555919	0.8762393	0.5
953	0.85848576	0.8737885	0.8437098	0.5
954	0.8718177	0.8790978	0.8646573	0.5
955	0.8617524	0.8607724	0.86273456	0.0
956	0.8689649	0.8727128	0.86524904	-0.5
957	0.87327206	0.8616038	0.88526064	0.5
958	0.8743492	0.8648638	0.88404495	-0.5
959	0.86933756	0.87864065	0.8602294	1.0
960	0.8640114	0.86705184	0.8609922	1.0
961	0.8473457	0.83994716	0.8548757	-0.5
962	0.86524457	0.884121	0.8471574	-0.5
963	0.79633975	0.77140933	0.82293534	1.0
964	0.8775235	0.86542857	0.8899613	0.0
965	0.84361756	0.84632903	0.8409233	-0.5
966	0.8475435	0.8487136	0.84637654	-0.5
967	0.8365291	0.83448255	0.8385857	0.0
968	0.90942055	0.9263202	0.8931265	1.0
969	0.86057436	0.8512119	0.8701451	0.0
970	0.85009176	0.8368221	0.8637892	0.0
971	0.8991739	0.9171035	0.8819319	0.0
972	0.8933453	0.9033453	0.8835643	0.0
973	0.8630735	0.8398971	0.8875654	-0.5
974	0.87921023	0.8704647	0.8881332	0.0
975	0.87105274	0.88896364	0.8538493	1.0
976	0.86872697	0.88787067	0.85039127	-0.5
977	0.85312575	0.85788524	0.84841865	0.5
978	0.91643846	0.9339652	0.8995574	0.0
979	0.8487354	0.85561776	0.8419628	-0.5
980	0.8429453	0.8340747	0.85200655	-0.5
981	0.84105384	0.8267102	0.8559039	-0.5
982	0.8647061	0.8431201	0.8874265	0.5
983	0.8659102	0.87539357	0.85662997	1.0
984	0.8462748	0.8514642	0.84114826	0.5
985	0.87146413	0.86089694	0.88229394	0.5
986	0.86633956	0.8553007	0.87766695	-0.5
987	0.86525345	0.85472596	0.8760436	0.5
988	0.8401225	0.8375478	0.8427131	1.0
989	0.8934874	0.9181801	0.870088	0.0
990	0.83739734	0.8227801	0.85254335	0.0
991	0.8557758	0.8436346	0.8682714	0.0
992	0.7984795	0.8103174	0.78698254	0.0
993	0.88007545	0.8866068	0.8736395	1.0
994	0.89585495	0.8927281	0.8990038	-0.5
995	0.8527965	0.86608076	0.8399136	1.0
996	0.90607584	0.89754564	0.91476977	0.5
997	0.793429	0.8367586	0.7543659	-1.0
998	0.8495443	0.87570864	0.8248981	0.5
999	0.8558697	0.86037576	0.8514106	1.0
1000	0.8499759	0.8471508	0.8528198	-0.5
1001	0.8599191	0.8589797	0.8608605	0.5
1002	0.9244073	0.9433722	0.9061898	0.0
1003	0.8785752	0.8719085	0.8853446	1.0
1004	0.84171325	0.86795413	0.81701255	0.0
1005	0.85191447	0.87319523	0.8316463	0.0
1006	0.874356	0.87187463	0.87685144	1.0
1007	0.87134933	0.8799932	0.86287373	0.5
1008	0.84457153	0.8511948	0.83805054	1.0
1009	0.8525871	0.84538794	0.85990995	0.0
1010	0.8728081	0.8776033	0.86806506	1.0
1011	0.8765532	0.89796823	0.8561358	0.0
1012	0.84419703	0.8513869	0.83712757	0.0
1013	0.84432	0.8357459	0.85307205	-0.5
1014	0.8698982	0.86319935	0.8767018	0.0
1015	0.8433762	0.8376303	0.8492015	-1.0
1016	0.85376555	0.83510256	0.8732819	-0.5
1017	0.8892457	0.89140886	0.8870929	0.5
1018	0.8632549	0.8847414	0.84278727	-0.5
1019	0.86608183	0.8529704	0.8796028	-0.5
1020	0.8522879	0.8702699	0.835034	-0.5
1021	0.8276092	0.82447535	0.8307669	1.0
1022	0.8785352	0.8987732	0.8591887	0.0
1023	0.8633418	0.8743382	0.85261846	0.0
1024	0.8617826	0.87498	0.84897745	0.5
1025	0.8892442	0.8759491	0.90294915	0.0
1026	0.8654192	0.8669268	0.8639169	0.5
1027	0.87705004	0.8923242	0.86229	-1.0
1028	0.85274136	0.86025906	0.84535396	0.0
1029	0.8961334	0.9113974	0.8813723	1.0
1030	0.8774862	0.89206356	0.8633778	0.0
1031	0.8207766	0.8018912	0.8405728	-0.5
1032	0.86942106	0.8597801	0.87928075	-1.0
1033	0.839041	0.8308252	0.84742093	0.0
1034	0.84859174	0.83858746	0.8588375	-0.5
1035	0.8669253	0.86821926	0.86563516	0.0
1036	0.85411805	0.8695805	0.83919597	0.5
1037	0.86020577	0.84839565	0.8723494	0.5
1038	0.8622766	0.87244046	0.85234696	0.0
1039	0.87590486	0.8750763	0.876735	0.5
1040	0.86035174	0.86492676	0.8558249	0.0
1041	0.88438666	0.85867965	0.9116805	0.5
1042	0.8839087	0.87254447	0.8955729	0.0
1043	0.8383461	0.85225815	0.82488096	0.5
1044	0.8380802	0.8544943	0.8222848	0.5
1045	0.94182146	0.93966436	0.94398856	0.0
1046	0.80805564	0.8128511	0.8033164	-0.5
1047	0.88031	0.8944658	0.8665953	0.0
1048	0.90221196	0.91983926	0.8852475	0.0
1049	0.8957556	0.9012013	0.89037514	1.0
1050	0.87164676	0.88019943	0.8632587	1.0
1051	0.86851376	0.8602397	0.87694865	1.0
1052	0.86452127	0.8818977	0.8478163	0.0
1053	0.8697062	0.85739034	0.8823811	0.5
1054	0.8480443	0.8475449	0.84854424	0.0
1055	0.8535161	0.8544965	0.852538	-0.5
1056	0.8440972	0.84164435	0.8465644	-0.5
1057	0.84097904	0.8516573	0.83056515	0.0
1058	0.86044556	0.86082655	0.8600648	-0.5
1059	0.86699045	0.8526411	0.88183105	-1.0
1060	0.9272842	0.95186985	0.9039366	0.5
1061	0.8688013	0.8428331	0.89642054	0.5
1062	0.8676863	0.84607077	0.89043516	0.5
1063	0.85930777	0.8577632	0.860858	1.0
1064	0.85647607	0.8720269	0.8414701	0.5
1065	0.9019094	0.90298736	0.90083396	1.0
1066	0.84916836	0.86860585	0.8305817	0.5
1067	0.86045736	0.84745586	0.873864	0.5
1068	0.87702256	0.8695665	0.8846077	0.0
1069	0.81660676	0.8177152	0.8155012	0.0
1070	0.84336907	0.8433289	0.84340924	0.5
1071	0.83572793	0.85023016	0.82171226	0.5
1072	0.89482784	0.8957463	0.8939112	0.0
1073	0.86328197	0.8520338	0.8748311	0.5
1074	0.83208114	0.8160529	0.84875154	-0.5
1075	0.8960717	0.90739167	0.8850306	-0.5
1076	0.8738866	0.87131953	0.8764688	1.0
1077	0.8500674	0.8709885	0.8301278	0.5
1078	0.90132576	0.906569	0.8961427	0.5
1079	0.8507518	0.87212497	0.8304012	0.0
1080	0.85263354	0.831601	0.8747575	-0.5
1081	0.89172554	0.89831585	0.8852312	-0.5
1082	0.86505127	0.85718817	0.8730599	0.0
1083	0.8509476	0.8529049	0.8489994	0.0
1084	0.8814991	0.88802326	0.8750701	0.0
1085	0.86703426	0.87544686	0.8587819	0.0
1086	0.87924063	0.8608252	0.8984613	0.5
1087	0.86136353	0.8483311	0.8748026	0.0
1088	0.87949747	0.8925456	0.8668254	-0.5
1089	0.8647624	0.8587025	0.8709086	0.0
1090	0.85952157	0.84759593	0.8717876	0.0
1091	0.8974393	0.91815203	0.8776405	0.0
1092	0.87300473	0.90455747	0.84357905	0.5
1093	0.87921536	0.8837296	0.87474704	0.5
1094	0.8534748	0.85766363	0.84932667	1.0
1095	0.840268	0.8436817	0.83688176	0.5
1096	0.8602807	0.8830293	0.83867484	0.0
1097	0.8566502	0.8586969	0.85461324	0.0
1098	0.8894216	0.90294546	0.8762969	0.0
1099	0.8436747	0.85733396	0.83044386	0.5
1100	0.8542545	0.8456058	0.863082	0.0
1101	0.89806956	0.90227365	0.89390445	1.0
1102	0.85573524	0.8558581	0.8556124	-0.5
1103	0.8677601	0.86722887	0.8682921	0.0
1104	0.88124955	0.87568724	0.8868831	0.0
1105	0.836538	0.84966034	0.8238149	0.5
1106	0.84806406	0.86310923	0.83353436	0.0
1107	0.85500777	0.8623993	0.84774184	0.0
1108	0.8838821	0.8627549	0.90607005	0.5
1109	0.8574423	0.86735934	0.84774935	0.5
1110	0.8871617	0.8880324	0.8862927	1.0
1111	0.8873364	0.89948624	0.87551033	0.5
1112	0.85528326	0.87962174	0.83225536	0.0
1113	0.87969416	0.85881335	0.9016157	0.0
1114	0.86145055	0.85174	0.8713851	0.5
1115	0.839969	0.84026027	0.83967793	1.0
1116	0.88938576	0.89571124	0.883149	0.5
1117	0.8723806	0.88176316	0.86319566	-1.0
1118	0.8092872	0.80602884	0.8125719	-1.0
1119	0.82042253	0.80273366	0.8389085	0.0
1120	0.81688094	0.8266344	0.8073551	-1.0
1121	0.90115345	0.91099495	0.8915224	0.5
1122	0.8766941	0.8689049	0.88462436	0.5
1123	0.86070925	0.8632406	0.8581928	0.0
1124	0.8527119	0.8575699	0.8479087	0.0
1125	0.8613662	0.85506654	0.86775947	1.0
1126	0.8379045	0.85808665	0.81864995	0.0
1127	0.8651191	0.8708645	0.859449	0.0
1128	0.82979137	0.8388841	0.8208937	-0.5
1129	0.85704505	0.8678255	0.8465292	1.0
1130	0.8500058	0.85178024	0.8482388	1.0
1131	0.8575577	0.86676514	0.8485439	0.5
1132	0.8611445	0.8740775	0.84858865	0.0
1133	0.8645617	0.88440627	0.8455881	-0.5
1134	0.89723355	0.9110129	0.88386476	1.0
1135	0.8937207	0.9045967	0.883103	0.5
1136	0.8460415	0.8289928	0.86380625	0.5
1137	0.87414354	0.8899928	0.8588488	1.0
1138	0.8327697	0.83273226	0.8328072	0.0
1139	0.85650235	0.85950446	0.8535211	0.0
1140	0.88518953	0.8654477	0.9058531	0.0
1141	0.85997343	0.8679702	0.85212266	0.0
1142	0.8944121	0.8654276	0.9254054	0.5
1143	0.8484997	0.85172653	0.8452972	1.0
1144	0.88529456	0.877789	0.89292955	0.0
1145	0.82261103	0.84178483	0.8042913	0.0
1146	0.8543761	0.84526116	0.8636898	0.5
1147	0.84913313	0.8633854	0.83534384	0.5
1148	0.9161232	0.90828633	0.92409647	0.5
1149	0.8722294	0.8980578	0.8478452	0.0
1150	0.877515	0.8689303	0.88627106	0.5
1151	0.8701219	0.8908775	0.85031146	0.5
1152	0.85663754	0.8574252	0.85585123	0.0
1153	0.8642036	0.8716622	0.85687137	0.5
