cand id	R1f	R1p	R1r	R2f	R2p	R2r	RLf	RLp	RLr	score
589	0.28828828397045697	0.21052631578947367	0.45714285714285713	0.14678898653312025	0.10666666666666667	0.23529411764705882	0.28260869111531195	0.21666666666666667	0.40625	0.5
590	0.1562499950195314	0.14705882352941177	0.16666666666666666	0.06451612405307011	0.06060606060606061	0.06896551724137931	0.23255813499188757	0.3333333333333333	0.17857142857142858	-0.5
591	0.3870967692218754	0.36	0.4186046511627907	0.17582417085376176	0.16326530612244897	0.19047619047619047	0.34999999507812507	0.3111111111111111	0.4	0.5
592	0.5957446758513154	0.6	0.5915492957746479	0.4460431604678847	0.4492753623188406	0.44285714285714284	0.5932203339844873	0.603448275862069	0.5833333333333334	0.5
593	0.43113771955107755	0.42857142857142855	0.43373493975903615	0.1575757525759414	0.1566265060240964	0.15853658536585366	0.4460431604699549	0.43661971830985913	0.45588235294117646	1.0
594	0.27338129024584656	0.3584905660377358	0.22093023255813954	0.07299269602003333	0.09615384615384616	0.058823529411764705	0.28301886310252766	0.3488372093023256	0.23809523809523808	0.5
595	0.2812499950781251	0.32142857142857145	0.25	0.09523809031872034	0.10909090909090909	0.08450704225352113	0.3010752640721471	0.3888888888888889	0.24561403508771928	0.0
596	0.35714285216836733	0.38461538461538464	0.3333333333333333	0.09090908593553747	0.09803921568627451	0.0847457627118644	0.35051545893081093	0.3695652173913043	0.3333333333333333	0.0
597	0.26086956024364644	0.24324324324324326	0.28125	0.05970148756515969	0.05555555555555555	0.06451612903225806	0.285714280739796	0.3076923076923077	0.26666666666666666	0.0
598	0.5348837159545701	0.5	0.575	0.3809523759778912	0.35555555555555557	0.41025641025641024	0.506666661688889	0.475	0.5428571428571428	1.0
599	0.20833332864583345	0.16666666666666666	0.2777777777777778	0.06382978255998224	0.05084745762711865	0.08571428571428572	0.25974025476134266	0.24390243902439024	0.2777777777777778	1.0
600	0.2135922280893582	0.24444444444444444	0.1896551724137931	0.07920791587491453	0.09090909090909091	0.07017543859649122	0.24657533754175276	0.28125	0.21951219512195122	-1.0
601	0.553191484472612	0.48148148148148145	0.65	0.4130434733766541	0.3584905660377358	0.48717948717948717	0.5316455646851468	0.4772727272727273	0.6	0.0
602	0.1550387555988223	0.2702702702702703	0.10869565217391304	0.0472440904259412	0.08333333333333333	0.03296703296703297	0.144144139965912	0.24242424242424243	0.10256410256410256	0.0
603	0.19999999510204094	0.175	0.23333333333333334	0.0	0.0	0.0	0.20408162767180354	0.21739130434782608	0.19230769230769232	0.0
604	0.28169013613171995	0.22727272727272727	0.37037037037037035	0.08695651704263836	0.06976744186046512	0.11538461538461539	0.24242423771809007	0.1951219512195122	0.32	-0.5
605	0.16091953557933691	0.21875	0.12727272727272726	0.09411764242491372	0.12903225806451613	0.07407407407407407	0.18918918471512064	0.28	0.14285714285714285	-1.0
606	0.2666666617166667	0.2962962962962963	0.24242424242424243	0.08474575776357399	0.09433962264150944	0.07692307692307693	0.2574257376335654	0.28888888888888886	0.23214285714285715	0.5
607	0.19230768749260366	0.16129032258064516	0.23809523809523808	0.05882352460399885	0.04918032786885246	0.07317073170731707	0.19780219302016677	0.16363636363636364	0.25	1.0
608	0.26356588649720575	0.2833333333333333	0.2463768115942029	0.07874015250542532	0.0847457627118644	0.07352941176470588	0.23529411266435996	0.25	0.2222222222222222	0.0
609	0.3589743539776463	0.3684210526315789	0.35	0.13157894237188383	0.13513513513513514	0.1282051282051282	0.39393938905417814	0.4642857142857143	0.34210526315789475	0.0
610	0.2816901362418171	0.21978021978021978	0.39215686274509803	0.04285713826530662	0.03333333333333333	0.06	0.28828828346725105	0.24242424242424243	0.35555555555555557	0.0
611	0.26923076459319534	0.21212121212121213	0.3684210526315789	0.0	0.0	0.0	0.25287355863125915	0.19642857142857142	0.3548387096774194	0.5
612	0.34482758168846617	0.2631578947368421	0.5	0.16470587785743956	0.125	0.2413793103448276	0.3835616392493902	0.2978723404255319	0.5384615384615384	0.0
613	0.18487394460843176	0.171875	0.2	0.0	0.0	0.0	0.15841583658856992	0.15384615384615385	0.16326530612244897	-0.5
614	0.3714285670163266	0.2765957446808511	0.5652173913043478	0.13043477821361074	0.0967741935483871	0.2	0.33928570974649236	0.2602739726027397	0.48717948717948717	-0.5
615	0.42774565974138806	0.43529411764705883	0.42045454545454547	0.14035087219452158	0.14285714285714285	0.13793103448275862	0.3593749950195313	0.38333333333333336	0.3382352941176471	-0.5
616	0.31724137479191444	0.24210526315789474	0.46	0.06993006542520445	0.05319148936170213	0.10204081632653061	0.3157894690781779	0.2465753424657534	0.43902439024390244	0.0
617	0.3448275812128419	0.35714285714285715	0.3333333333333333	0.18823528912387555	0.1951219512195122	0.18181818181818182	0.41666666168209876	0.4411764705882353	0.39473684210526316	1.0
618	0.2588235258131488	0.16923076923076924	0.55	0.12048192418057783	0.078125	0.2631578947368421	0.3142857102040817	0.22	0.55	1.0
619	0.2758620641141499	0.23529411764705882	0.3333333333333333	0.07058823044982732	0.06	0.08571428571428572	0.3380281640150764	0.3333333333333333	0.34285714285714286	0.0
